============================================================
CICERO PAIRS - WINDOW SIZE 4
============================================================

Pair                           | Count
('miser', 'quam')              |     5
('dies', 'ut')                 |     5
('habeo', 'satis')             |     5
('do', 'octobris')             |     5
('accipio', 'autem')           |     5
('res', 'ubi')                 |     5
('ne', 'spes')                 |     5
('habeo', 'ita')               |     5
('ne', 'utor')                 |     5
('provincia', 'scribo')        |     5
('accedo', 'non')              |     5
('gratus', 'tamen')            |     5
('accipio', 'enim')            |     5
('laboro', 'non')              |     5
('ibi', 'venio')               |     5
('religio', 'senatus')         |     5
('puto', 'quidem')             |     5
('aveo', 'scio')               |     5
('locus', 'ne')                |     5
('quam', 'saepe')              |     5
('causa', 'ne')                |     5
('loquor', 'ut')               |     5
('caesar', 'domitius')         |     5
('intellego', 'scio')          |     5
('habeo', 'negotium')          |     5
('multus', 'sermo')            |     5
('amo', 'scribo')              |     5
('igitur', 'video')            |     5
('etiam', 'valeo')             |     5
('ita', 'multus')              |     5
('facio', 'igitur')            |     5
('caesar', 'habeo')            |     5
('scio', 'tamen')              |     5
('dies', 'ibi')                |     5
('consilium', 'greek.expression') |     5
('do', 'posthac')              |     5
('etiam', 'negotium')          |     5
('autem', 'tempus')            |     5
('ne', 'sumptus')              |     5
('accipio', 'ne')              |     5
('greek.expression', 'verus')  |     5
('nunc', 'provincia')          |     5
('do', 'laenius')              |     5
('provincia', 'venio')         |     5
('brutus', 'causa')            |     5
('autem', 'rogo')              |     5
('brutus', 'res')              |     5
('bibulus', 'edictum')         |     5
('neque', 'quam')              |     5
('non', 'periculum')           |     5
('consul', 'messalla')         |     5
('greek.expression', 'umquam') |     5
('dies', 'iam')                |     4
('infitior', 'possum')         |     4
('res', 'urbs')                |     4
('consul', 'sententia')        |     4
('res', 'salus')               |     4
('iam', 'nunc')                |     4
('res', 'universus')           |     4
('italia', 'urbs')             |     4
('ita', 'sentio')              |     4
('parvus', 'possum')           |     4
('tam', 'video')               |     4
('ne', 'pertimesco')           |     4
('etiam', 'loquor')            |     4
('metus', 'res')               |     4
('perspicio', 'voluntas')      |     4
('deus', 'video')              |     4
('eo', 'video')                |     4
('homo', 'vix')                |     4
('fero', 'homo')               |     4
('facio', 'fero')              |     4
('facio', 'homo')              |     4
('eo', 'sustineo')             |     4
('affero', 'res')              |     4
('dolor', 'res')               |     4
('civis', 'res')               |     4
('numquam', 'res')             |     4
('fero', 'quaero')             |     4
('bonus', 'urbs')              |     4
('assequor', 'possum')         |     4
('etiam', 'homo')              |     4
('consul', 'etiam')            |     4
('possum', 'quo')              |     4
('numquam', 'tamen')           |     4
('malo', 'tamen')              |     4
('modus', 'volo')              |     4
('ne', 'praesidium')           |     4
('habeo', 'tribunus')          |     4
('constituo', 'res')           |     4
('existimo', 'res')            |     4
('adhuc', 'possum')            |     4
('possum', 'provideo')         |     4
('opinio', 'ut')               |     4
('cogito', 'facio')            |     4
('iudico', 'non')              |     4
('nunc', 'peto')               |     4
('caesar', 'nunc')             |     4
('caesar', 'peto')             |     4
('caesar', 'puto')             |     4
('fio', 'nunc')                |     4
('diligentia', 'summus')       |     4
('possum', 'roma')             |     4
('amicus', 'pompeius')         |     4
('accipio', 'dico')            |     4
('puto', 'venio')              |     4
('magis', 'tum')               |     4
('facio', 'satis')             |     4
('causa', 'nunc')              |     4
('accipio', 'tempus')          |     4
('quam', 'soleo')              |     4
('arbitror', 'greek.expression') |     4
('non', 'retineo')             |     4
('probo', 'puto')              |     4
('scio', 'tam')                |     4
('diu', 'tam')                 |     4
('littera', 'tam')             |     4
('habeo', 'summus')            |     4
('re', 'ut')                   |     4
('ianuarius', 'mensis')        |     4
('adduco', 'non')              |     4
('littera', 'nam')             |     4
('scribo', 'signum')           |     4
('amicus', 'scribo')           |     4
('audio', 'venio')             |     4
('accuso', 'possum')           |     4
('scribo', 'soleo')            |     4
('filius', 'lucius')           |     4
('iam', 'quidem')              |     4
('mensis', 'quintilis')        |     4
('facio', 'vero')              |     4
('possum', 'sentio')           |     4
('magnus', 'multo')            |     4
('ceterus', 'volo')            |     4
('mitto', 'video')             |     4
('formianus', 'video')         |     4
('nolo', 'possum')             |     4
('possum', 're')               |     4
('non', 'quoque')              |     4
('molestus', 'non')            |     4
('cura', 'scribo')             |     4
('animus', 'cura')             |     4
('athenae', 'proficiscor')     |     4
('athenae', 'ne')              |     4
('autem', 'primum')            |     4
('consilium', 'quam')          |     4
('gravis', 'non')              |     4
('animus', 'etiam')            |     4
('ne', 'teneo')                |     4
('autem', 'modus')             |     4
('non', 'praetereo')           |     4
('oportet', 'puto')            |     4
('molestia', 'possum')         |     4
('molestia', 'nam')            |     4
('ascribo', 'salus')           |     4
('non', 'posthac')             |     4
('committo', 'epistula')       |     4
('modo', 'video')              |     4
('quintus', 'ut')              |     4
('animus', 'ut')               |     4
('ago', 'placeo')              |     4
('opera', 'quam')              |     4
('primum', 'volo')             |     4
('humanitas', 'volo')          |     4
('frater', 'soror')            |     4
('do', 'peto')                 |     4
('negotium', 'scribo')         |     4
('gratus', 'intellego')        |     4
('gratus', 'magnus')           |     4
('amicus', 'magnus')           |     4
('possum', 'tum')              |     4
('locus', 'video')             |     4
('mitto', 'multus')            |     4
('mitto', 'primum')            |     4
('impono', 'non')              |     4
('appello', 'ut')              |     4
('proficiscor', 'quam')        |     4
('athenae', 'quam')            |     4
('itaque', 'quam')             |     4
('scribo', 'vehementer')       |     4
('exspecto', 'habeo')          |     4
('dubito', 'video')            |     4
('iudicium', 'quaero')         |     4
('facio', 'iudicium')          |     4
('clamor', 'magnus')           |     4
('umquam', 'video')            |     4
('certe', 'res')               |     4
('curio', 'facio')             |     4
('facio', 'totus')             |     4
('lex', 'quam')                |     4
('lex', 'religio')             |     4
('lex', 'tribunus')            |     4
('fufius', 'tribunus')         |     4
('plebs', 'rogatio')           |     4
('itaque', 'possum')           |     4
('causa', 'iam')               |     4
('intercedo', 'lex')           |     4
('intercedo', 'senatus')       |     4
('iudicium', 'quam')           |     4
('duco', 'res')                |     4
('odium', 'res')               |     4
('iudicium', 'res')            |     4
('iudicium', 'tamen')          |     4
('exitus', 'nunc')             |     4
('nunc', 'sic')                |     4
('facio', 'magnus')            |     4
('bonus', 'tamen')             |     4
('non', 'tantum')              |     4
('dico', 'metellus')           |     4
('itaque', 'magnus')           |     4
('sic', 'ut')                  |     4
('nisi', 'non')                |     4
('consilium', 'praesidium')    |     4
('defero', 'senatus')          |     4
('conficio', 'negotium')       |     4
('res', 'vero')                |     4
('bonus', 'deus')              |     4
('bonus', 'summus')            |     4
('periculum', 'summus')        |     4
('perdo', 'quam')              |     4
('commoveo', 'video')          |     4
('publicus', 'status')         |     4
('ius', 'non')                 |     4
('consolor', 'tamen')          |     4
('bonus', 'improbus')          |     4
('consulatus', 'non')          |     4
('clodius', 'senatus')         |     4
('gravitas', 'plenus')         |     4
('licet', 'modus')             |     4
('ceterus', 'possum')          |     4
('ceterus', 'habeo')           |     4
('senatus', 'ut')              |     4
('dico', 'multus')             |     4
('dico', 'publicus')           |     4
('non', 'vir')                 |     4
('homo', 'multus')             |     4
('homo', 'inquam')             |     4
('inquam', 'rex')              |     4
('appello', 'rex')             |     4
('autem', 'spes')              |     4
('domus', 'emo')               |     4
('dico', 'puto')               |     4
('relinquo', 'urbs')           |     4
('et', 'video')                |     4
('magnus', 'puto')             |     4
('eo', 'usque')                |     4
('filius', 'ne')               |     4
('ne', 'pugno')                |     4
('iam', 'lex')                 |     4
('ante', 'iam')                |     4
('facio', 'quare')             |     4
('asia', 'eo')                 |     4
('eo', 'parum')                |     4
('commode', 'res')             |     4
('fio', 'parum')               |     4
('parum', 'tamen')             |     4
('idoneus', 'non')             |     4
('etiam', 'exspecto')          |     4
('etiam', 'mitto')             |     4
('facio', 'mitto')             |     4
('exemplum', 'mitto')          |     4
('afficio', 'tantus')          |     4
('amor', 'tantus')             |     4
('amor', 'summus')             |     4
('affero', 'frater')           |     4
('tam', 'tantus')              |     4
('etiam', 'provincia')         |     4
('ne', 'tantum')               |     4
('frater', 'nam')              |     4
('possum', 'ubi')              |     4
('defendo', 'nam')             |     4
('littera', 'thessalonica')    |     4
('littera', 'sermo')           |     4
('nam', 'spes')                |     4
('animus', 'ita')              |     4
('praetermitto', 'tempus')     |     4
('enim', 'praetermitto')       |     4
('enim', 'perspicio')          |     4
('animus', 'magnitudo')        |     4
('ne', 'vero')                 |     4
('dico', 'magis')              |     4
('labor', 'non')               |     4
('antea', 'nunc')              |     4
('possum', 'tueor')            |     4
('frater', 'tum')              |     4
('non', 'requies')             |     4
('non', 'privatus')            |     4
('careo', 'non')               |     4
('possum', 'sermo')            |     4
('res', 'sermo')               |     4
('autem', 'saepe')             |     4
('autem', 'nunc')              |     4
('amicus', 'tamen')            |     4
('iudicium', 'video')          |     4
('eques', 'senatus')           |     4
('fero', 'graviter')           |     4
('accipio', 'senatus')         |     4
('casus', 'non')               |     4
('non', 'sentio')              |     4
('summus', 'video')            |     4
('adhuc', 'ne')                |     4
('conficio', 'res')            |     4
('res', 'voluntas')            |     4
('enim', 'voluntas')           |     4
('tam', 'tamen')               |     4
('explico', 'non')             |     4
('explico', 'possum')          |     4
('pompeius', 'tamen')          |     4
('multus', 'tempus')           |     4
('tempus', 'volo')             |     4
('tam', 'venio')               |     4
('exspecto', 're')             |     4
('exspecto', 'iam')            |     4
('animus', 'vero')             |     4
('res', 'romanus')             |     4
('adduco', 'spes')             |     4
('iudicium', 'publicus')       |     4
('iudicium', 'lex')            |     4
('liber', 'non')               |     4
('ne', 'plebs')                |     4
('ne', 'nosco')                |     4
('sic', 'volo')                |     4
('consilium', 'ut')            |     4
('do', 'senatus')              |     4
('etiam', 'respondeo')         |     4
('non', 'tantus')              |     4
('quam', 'quare')              |     4
('tam', 'verum')               |     4
('tam', 'volo')                |     4
('epistula', 'volo')           |     4
('soleo', 'volo')              |     4
('incredibilis', 'quam')       |     4
('primum', 'sententia')        |     4
('amor', 'etiam')              |     4
('proximus', 'scribo')         |     4
('publicus', 'quidem')         |     4
('bellum', 'nam')              |     4
('greek.expression', 'lucius') |     4
('enim', 'exspecto')           |     4
('res', 'urbanus')             |     4
('habeo', 'lex')               |     4
('auctor', 'habeo')            |     4
('habeo', 'pompeius')          |     4
('ager', 'non')                |     4
('novus', 'pompeius')          |     4
('autem', 'pompeius')          |     4
('publicus', 'ut')             |     4
('autem', 'publicus')          |     4
('magnitudo', 'res')           |     4
('non', 'tum')                 |     4
('autem', 'tum')               |     4
('non', 'saepe')               |     4
('intersum', 'res')            |     4
('ratio', 'res')               |     4
('negotium', 'video')          |     4
('saepe', 'video')             |     4
('nunc', 'possum')             |     4
('intellego', 'possum')        |     4
('intellego', 'tum')           |     4
('possum', 'refero')           |     4
('refero', 'res')              |     4
('dico', 'tempus')             |     4
('desino', 'tamen')            |     4
('enim', 'potius')             |     4
('littera', 'pompeianus')      |     4
('hortor', 'non')              |     4
('exspecto', 'quidem')         |     4
('cum', 'scribo')              |     4
('coram', 'res')               |     4
('confero', 'res')             |     4
('dignitas', 'ne')             |     4
('inutilis', 'non')            |     4
('publicus', 'utilis')         |     4
('significo', 'video')         |     4
('teneo', 'ut')                |     4
('ago', 'via')                 |     4
('consultum', 'ne')            |     4
('non', 'opus')                |     4
('do', 'lucius')               |     4
('redeo', 'res')               |     4
('accipio', 'libenter')        |     4
('amicus', 'scio')             |     4
('ante', 'do')                 |     4
('autem', 'totus')             |     4
('greek.expression', 'lego')   |     4
('ceterus', 'video')           |     4
('genus', 'greek.expression')  |     4
('greek.expression', 'quoque') |     4
('populus', 'senatus')         |     4
('perspicio', 'res')           |     4
('delecto', 'liber')           |     4
('neque', 'nunc')              |     4
('non', 'plane')               |     4
('fio', 'plebs')               |     4
('homo', 'roma')               |     4
('dico', 'magnus')             |     4
('etiam', 'genus')             |     4
('etiam', 'quin')              |     4
('inquam', 'nego')             |     4
('non', 'provideo')            |     4
('bene', 'res')                |     4
('probo', 'tamen')             |     4
('nolo', 'video')              |     4
('res', 'soleo')               |     4
('defendo', 'publicus')        |     4
('fero', 'greek.expression')   |     4
('adsum', 'scribo')            |     4
('ita', 'laudo')               |     4
('liber', 'ut')                |     4
('gratus', 'possum')           |     4
('diligenter', 'volo')         |     4
('adsum', 'volo')              |     4
('utique', 'venio')            |     4
('facio', 'utique')            |     4
('facio', 'primum')            |     4
('etenim', 'scribo')           |     4
('lex', 'nam')                 |     4
('laus', 'non')                |     4
('eo', 'etiam')                |     4
('familiaris', 'res')          |     4
('res', 'utor')                |     4
('consilium', 'pompeius')      |     4
('crassus', 'pompeius')        |     4
('hic', 'pompeius')            |     4
('commoveo', 'greek.expression') |     4
('animus', 'consul')           |     4
('facio', 'rogo')              |     4
('pecunia', 'solvo')           |     4
('possum', 'voluntas')         |     4
('proficiscor', 'ut')          |     4
('patior', 'volo')             |     4
('facile', 'patior')           |     4
('cum', 'tempus')              |     4
('cum', 'ut')                  |     4
('iam', 'spero')               |     4
('modus', 'quidem')            |     4
('epirus', 'video')            |     4
('formianus', 'non')           |     4
('animus', 'littera')          |     4
('animus', 'fero')             |     4
('dies', 'puto')               |     4
('facio', 'locus')             |     4
('do', 'statim')               |     4
('res', 'valde')               |     4
('copia', 'habeo')             |     4
('greek.expression', 'opus')   |     4
('potius', 'scribo')           |     4
('facio', 'praeterea')         |     4
('libet', 'non')               |     4
('affero', 'scribo')           |     4
('ago', 'magis')               |     4
('enim', 'magis')              |     4
('commoveo', 'scribo')         |     4
('cupio', 'scio')              |     4
('amicus', 'greek.expression') |     4
('opus', 'video')              |     4
('filius', 'soror')            |     4
('nuntius', 'venio')           |     4
('aio', 'littera')             |     4
('ne', 'nego')                 |     4
('aio', 'ne')                  |     4
('inquam', 'ne')               |     4
('primum', 'scribo')           |     4
('sermo', 'venio')             |     4
('narro', 'ne')                |     4
('statuo', 'ubi')              |     4
('formianus', 'volo')          |     4
('inde', 'venio')              |     4
('greek.expression', 'redeo')  |     4
('non', 'servo')               |     4
('bonus', 'plebs')             |     4
('credo', 'quam')              |     4
('cito', 'quam')               |     4
('consul', 'tribunus')         |     4
('magnus', 'tempus')           |     4
('formianus', 'usque')         |     4
('amo', 'volo')                |     4
('enim', 'placeo')             |     4
('greek.expression', 'placeo') |     4
('scio', 'video')              |     4
('ago', 'roma')                |     4
('res', 'roma')                |     4
('fio', 'publicus')            |     4
('dies', 'usque')              |     4
('greek.expression', 'reddo')  |     4
('debeo', 'greek.expression')  |     4
('do', 'exspectatio')          |     4
('greek.expression', 'patior') |     4
('quidem', 'ut')               |     4
('bonus', 'civis')             |     4
('lego', 'ut')                 |     4
('epistula', 'refero')         |     4
('at', 'non')                  |     4
('amicus', 'animus')           |     4
('bonus', 'spes')              |     4
('habeo', 'nisi')              |     4
('fio', 'praesertim')          |     4
('dubius', 'non')              |     4
('ecce', 'scribo')             |     4
('certus', 'tamen')            |     4
('epistula', 'iam')            |     4
('ager', 'campanus')           |     4
('familiaris', 'littera')      |     4
('magnus', 'timeo')            |     4
('possum', 'sustineo')         |     4
('cogito', 'greek.expression') |     4
('ne', 'quaero')               |     4
('ne', 'sermo')                |     4
('non', 'unde')                |     4
('ita', 'primus')              |     4
('perscribo', 'res')           |     4
('non', 'perscribo')           |     4
('iam', 'roma')                |     4
('causa', 'venio')             |     4
('res', 'sentio')              |     4
('res', 'vere')                |     4
('res', 'tam')                 |     4
('fio', 'scribo')              |     4
('greek.expression', 'suspicor') |     4
('maneo', 'roma')              |     4
('pompeius', 'tum')            |     4
('enim', 'vehementer')         |     4
('fides', 'non')               |     4
('fugio', 'non')               |     4
('totus', 'volo')              |     4
('greek.expression', 'intellego') |     4
('ago', 'intellego')           |     4
('habeo', 'intellego')         |     4
('homo', 'tamen')              |     4
('spes', 'tamen')              |     4
('non', 'vehementer')          |     4
('certe', 'video')             |     4
('habeo', 'tempus')            |     4
('consilium', 'scio')          |     4
('curro', 'ingredior')         |     4
('do', 'valeo')                |     4
('ne', 'sic')                  |     4
('enim', 'perturbo')           |     4
('quam', 'sollicitus')         |     4
('dico', 'locus')              |     4
('defero', 'pompeius')         |     4
('affero', 'bibulus')          |     4
('consul', 'do')               |     4
('dico', 'vettius')            |     4
('consultum', 'fio')           |     4
('ago', 'forum')               |     4
('recito', 'senatus')          |     4
('hic', 'non')                 |     4
('publicus', 'volo')           |     4
('contemno', 'non')            |     4
('rescribo', 'scribo')         |     4
('mitto', 'possum')            |     4
('italia', 'quam')             |     4
('ago', 'certus')              |     4
('opera', 'res')               |     4
('res', 'verbum')              |     4
('iter', 'res')                |     4
('totus', 'venio')             |     4
('iter', 'venio')              |     4
('dolor', 'scribo')            |     4
('nescio', 'scribo')           |     4
('enim', 'nescio')             |     4
('brundisium', 'do')           |     4
('possum', 'vix')              |     4
('non', 'transeo')             |     4
('italia', 'non')              |     4
('dolor', 'video')             |     4
('nescio', 'video')            |     4
('ne', 'thessalonica')         |     4
('certus', 'ne')               |     4
('scribo', 'timeo')            |     4
('littera', 'publicus')        |     4
('quintus', 'tamen')           |     4
('incredibilis', 'video')      |     4
('ante', 'video')              |     4
('credo', 'puto')              |     4
('do', 'quintus')              |     4
('contentus', 'non')           |     4
('non', 'profecto')            |     4
('quidem', 'spero')            |     4
('habeo', 'quidem')            |     4
('eo', 'tamen')                |     4
('modus', 'nunc')              |     4
('bonus', 'ut')                |     4
('ago', 'etiam')               |     4
('frater', 'miser')            |     4
('negotium', 'scio')           |     4
('exspectatio', 'littera')     |     4
('reliquus', 'scio')           |     4
('exspecto', 'thessalonica')   |     4
('spero', 'volo')              |     4
('tam', 'umquam')              |     4
('amplus', 'tam')              |     4
('causa', 'consilium')         |     4
('multus', 'semper')           |     4
('facio', 'semper')            |     4
('eo', 'puto')                 |     4
('multus', 'parum')            |     4
('parum', 'scribo')            |     4
('exspecto', 'magis')          |     4
('facio', 'opera')             |     4
('nolo', 'ut')                 |     4
('rogatio', 'senatus')         |     4
('dico', 'itaque')             |     4
('irascor', 'scribo')          |     4
('etiam', 'locus')             |     4
('hic', 'ne')                  |     4
('littera', 'proximus')        |     4
('comitium', 'scribo')         |     4
('comitium', 'senatus')        |     4
('comitium', 'pompeius')       |     4
('audio', 'video')             |     4
('opus', 'puto')               |     4
('facio', 'quintus')           |     4
('epirus', 'ut')               |     4
('accipio', 'scio')            |     4
('nolo', 'puto')               |     4
('ne', 'tantus')               |     4
('bonum', 'ne')                |     4
('puto', 'senatus')            |     4
('non', 'oratio')              |     4
('caesar', 'facio')            |     4
('cogito', 'non')              |     4
('etiam', 'video')             |     4
('beneficium', 'video')        |     4
('ago', 'verum')               |     4
('caput', 'lex')               |     4
('dico', 'refero')             |     4
('dico', 'igitur')             |     4
('homo', 'scribo')             |     4
('non', 'taceo')               |     4
('desino', 'non')              |     4
('perscribo', 'ut')            |     4
('nomen', 'puto')              |     4
('ita', 'scio')                |     4
('do', 'etiam')                |     4
('pars', 'possum')             |     4
('nomen', 'scribo')            |     4
('do', 'novembris')            |     4
('impedio', 'non')             |     4
('mitto', 'statim')            |     4
('enim', 'totus')              |     4
('decembr', 'do')              |     4
('enim', 'tribunus')           |     4
('caput', 'non')               |     4
('ergo', 'facio')              |     4
('enim', 'vix')                |     4
('lex', 'video')               |     4
('enim', 'neque')              |     4
('non', 'rogo')                |     4
('fallo', 'non')               |     4
('caveo', 'puto')              |     4
('ne', 'solvo')                |     4
('probo', 'scribo')            |     4
('possum', 'quoad')            |     4
('non', 'potestas')            |     4
('etiam', 'novus')             |     4
('ita', 'locus')               |     4
('do', 'tamen')                |     4
('desum', 'scribo')            |     4
('rumor', 'scribo')            |     4
('nosco', 'venio')             |     4
('forum', 'usque')             |     4
('postridie', 'senatus')       |     4
('gratia', 'senatus')          |     4
('potestas', 'res')            |     4
('provincia', 'quam')          |     4
('dico', 'fero')               |     4
('committo', 'littera')        |     4
('ceterus', 'littera')         |     4
('iter', 'possum')             |     4
('nunc', 'roma')               |     4
('facio', 'itaque')            |     4
('populus', 'res')             |     4
('dubito', 'enim')             |     4
('senatus', 'statuo')          |     4
('ambo', 'consul')             |     4
('catulus', 'porticus')        |     4
('cognosco', 'habeo')          |     4
('integer', 'res')             |     4
('autem', 'consilium')         |     4
('absens', 'habeo')            |     4
('hic', 'scio')                |     4
('consilium', 'volo')          |     4
('enim', 'mitto')              |     4
('audio', 'greek.expression')  |     4
('amo', 'mehercule')           |     4
('amo', 'hercule')             |     4
('ergo', 'greek.expression')   |     4
('inviso', 'possum')           |     4
('delecto', 'magis')           |     4
('delecto', 'quam')            |     4
('dionysius', 'quam')          |     4
('scribo', 'valeo')            |     4
('video', 'vix')               |     4
('bonus', 'spero')             |     4
('greek.expression', 'ita')    |     4
('scio', 'valeo')              |     4
('cicero', 'venio')            |     4
('pompeius', 'possum')         |     4
('longe', 'tam')               |     4
('absum', 'res')               |     4
('ambitus', 'greek.expression') |     4
('habeo', 'quaero')            |     4
('moleste', 'non')             |     4
('comitium', 'puto')           |     4
('adsum', 'habeo')             |     4
('caesar', 'possum')           |     4
('efficio', 'greek.expression') |     4
('enim', 'magnus')             |     4
('homo', 'puto')               |     4
('caveo', 'magis')             |     4
('messalla', 'scribo')         |     4
('commoveo', 'magnus')         |     4
('absum', 'longe')             |     4
('littera', 'nisi')            |     4
('non', 'verbum')              |     4
('invitus', 'non')             |     4
('affirmo', 'non')             |     4
('accipio', 'quintus')         |     4
('tum', 'video')               |     4
('fortasse', 'quam')           |     4
('proficiscor', 'scio')        |     4
('habeo', 'mehercule')         |     4
('habeo', 'hercule')           |     4
('hercule', 'ne')              |     4
('pontius', 'trebulanus')      |     4
('magnus', 'tam')              |     4
('non', 'redeo')               |     4
('neque', 'vero')              |     4
('do', 'significo')            |     4
('accipio', 'facio')           |     4
('ceterus', 'ne')              |     4
('probo', 'res')               |     4
('enim', 'iter')               |     4
('habeo', 'mando')             |     4
('habeo', 'neque')             |     4
('habeo', 'novus')             |     4
('magis', 'roma')              |     4
('non', 'pugno')               |     4
('ne', 'publice')              |     4
('ne', 'privatim')             |     4
('iulius', 'lex')              |     4
('do', 'provincia')            |     4
('caesar', 'quam')             |     4
('facio', 'quoque')            |     4
('greek.expression', 'mando')  |     4
('sextilis', 'venio')          |     4
('caesar', 'deinde')           |     4
('epistula', 'habeo')          |     4
('laodicea', 'sextilis')       |     4
('ante', 'scribo')             |     4
('do', 'saepe')                |     4
('cognosco', 'greek.expression') |     4
('paro', 'quam')               |     4
('ago', 'provincia')           |     4
('cicero', 'ut')               |     4
('cur', 'non')                 |     4
('cogito', 'etiam')            |     4
('cassius', 'littera')         |     4
('bellum', 'parthicus')        |     4
('auctoritas', 'plenus')       |     4
('provincia', 'res')           |     4
('non', 'rectus')              |     4
('habeo', 'salaminii')         |     4
('ius', 'syngrapha')           |     4
('dico', 'syngrapha')          |     4
('at', 'venio')                |     4
('cente(n)simus', 'non')       |     4
('greek.expression', 'relinquo') |     4
('greek.expression', 'postulo') |     4
('greek.expression', 'ordo')   |     4
('etiam', 'legatus')           |     4
('probo', 'valde')             |     4
('causa', 'greek.expression')  |     4
('etsi', 'greek.expression')   |     4
('libertus', 'mitto')          |     4
('greek.expression', 'par')    |     4
('audio', 'pompeius')          |     4
('littera', 'lucius')          |     4
('greek.expression', 'suscipio') |     4
('eo', 'facio')                |     4
('cedo', 'italia')             |     4
('lucius', 'neque')            |     4
('neque', 'puto')              |     4
('caesar', 'corfinium')        |     4
('sordidus', 'tam')            |     4
('noceo', 'tam')               |     4
('malo', 'vinco')              |     4
('condicio', 'pax')            |     4
('respondeo', 'video')         |     4
('etiam', 'liber')             |     4
('marcus', 'piso')             |     4
('alter', 'facio')             |     4
('necesse', 'scribo')          |     4
('mehercule', 'scribo')        |     4
('epistula', 'marcus')         |     3
('cicero', 'quintus')          |     3
('quintus', 'tempus')          |     3
('diu', 'quam')                |     3
('consilium', 'iam')           |     3
('teneo', 'video')             |     3
('consul', 'intellego')        |     3
('intellego', 'tamen')         |     3
('video', 'vivo')              |     3
('tamen', 'vivo')              |     3
('catilina', 'vivo')           |     3
('consul', 'duco')             |     3
('consul', 'iam')              |     3
('consul', 'oportet')          |     3
('catilina', 'iam')            |     3
('orbis', 'terra')             |     3
('perfero', 'senatus')         |     3
('catilina', 'senatus')        |     3
('consilium', 'desum')         |     3
('auctoritas', 'consilium')    |     3
('ne', 'ordo')                 |     3
('auctoritas', 'ordo')         |     3
('consul', 'desum')            |     3
('consul', 'decerno')          |     3
('consul', 'lucius')           |     3
('capio', 'res')               |     3
('possum', 'praesidium')       |     3
('commoveo', 'res')            |     3
('desidero', 'urbs')           |     3
('magnus', 'modo')             |     3
('fero', 'iam')                |     3
('homo', 'saepe')              |     3
('comitium', 'consul')         |     3
('campus', 'comitium')         |     3
('copia', 'praesidium')        |     3
('copia', 'publicus')          |     3
('peto', 'res')                |     3
('iam', 'manus')               |     3
('exeo', 'urbs')               |     3
('dubito', 'facio')            |     3
('facio', 'iubeo')             |     3
('fama', 'res')                |     3
('praetermitto', 'scelus')     |     3
('video', 'vito')              |     3
('ago', 'assequor')            |     3
('vero', 'volo')               |     3
('ante', 'venio')              |     3
('senatus', 'venio')           |     3
('gravis', 'video')            |     3
('civis', 'video')             |     3
('iam', 'iudico')              |     3
('ne', 'vereor')               |     3
('auctoritas', 'iudicium')     |     3
('iudicium', 'ne')             |     3
('iudicium', 'vis')            |     3
('ne', 'vis')                  |     3
('catilina', 'ne')             |     3
('discedo', 'possum')          |     3
('dico', 'discedo')            |     3
('debeo', 'etiam')             |     3
('debeo', 'iam')               |     3
('inquam', 'refero')           |     3
('iam', 'vix')                 |     3
('publicus', 'tempus')         |     3
('postulo', 'publicus')        |     3
('dico', 'proficiscor')        |     3
('fero', 'vix')                |     3
('facio', 'sermo')             |     3
('consul', 'eo')               |     3
('affero', 'ne')               |     3
('dolor', 'ne')                |     3
('incredibilis', 'res')        |     3
('modo', 'numquam')            |     3
('modo', 'otium')              |     3
('civis', 'publicus')          |     3
('publicus', 'sentio')         |     3
('homo', 'respondeo')          |     3
('bellum', 'dux')              |     3
('etiam', 'tollo')             |     3
('quam', 'vir')                |     3
('curia', 'senatus')           |     3
('nunc', 'proficiscor')        |     3
('iter', 'volo')               |     3
('malus', 'publicus')          |     3
('italia', 'possum')           |     3
('familiaris', 'possum')       |     3
('quam', 'urbs')               |     3
('quaero', 'tamen')            |     3
('consul', 'fero')             |     3
('saluto', 'venio')            |     3
('ita', 'perdo')               |     3
('tam', 'vereor')              |     3
('eo', 'quam')                 |     3
('eo', 'malo')                 |     3
('ago', 'eo')                  |     3
('cogito', 'tamen')            |     3
('acer', 'tam')                |     3
('miles', 'quam')              |     3
('arbitror', 'ne')             |     3
('modus', 'tamen')             |     3
('iam', 'italia')              |     3
('copia', 'ne')                |     3
('exercitus', 'venio')         |     3
('contio', 'habeo')            |     3
('consilium', 'muto')          |     3
('crassus', 'res')             |     3
('magnus', 'mos')              |     3
('homo', 'opinio')             |     3
('nam', 'ratio')               |     3
('ita', 'vulgo')               |     3
('debeo', 'ita')               |     3
('dico', 'nego')               |     3
('debeo', 'dico')              |     3
('ita', 'spero')               |     3
('autem', 'multus')            |     3
('littera', 'proficiscor')     |     3
('comitium', 'dico')           |     3
('exspecto', 'nunc')           |     3
('certus', 'puto')             |     3
('ratio', 'video')             |     3
('caesar', 'fio')              |     3
('enim', 'peto')               |     3
('annus', 'nunc')              |     3
('candidatus', 'video')        |     3
('via', 'video')               |     3
('fortasse', 'video')          |     3
('multum', 'video')            |     3
('iudicium', 'possum')         |     3
('scribo', 'spero')            |     3
('comitium', 'venio')          |     3
('magnus', 'publius')          |     3
('magnus', 'pecunia')          |     3
('ago', 'frater')              |     3
('lucius', 'publius')          |     3
('cognosco', 'nunc')           |     3
