============================================================
CICERO PAIRS - WINDOW SIZE 5
============================================================

Pair                           | Count
('ne', 'scribo')               |    27
('autem', 'non')               |    26
('facio', 'quam')              |    26
('magis', 'quam')              |    26
('dico', 'ne')                 |    25
('facio', 'res')               |    25
('non', 'venio')               |    25
('facio', 'scribo')            |    25
('etiam', 'scribo')            |    25
('littera', 'non')             |    25
('littera', 'roma')            |    25
('nunc', 'res')                |    24
('scribo', 'venio')            |    24
('res', 'ut')                  |    24
('greek.expression', 'possum') |    24
('non', 'tam')                 |    24
('etiam', 'res')               |    23
('etiam', 'modo')              |    23
('res', 'volo')                |    23
('greek.expression', 'volo')   |    23
('ita', 'non')                 |    23
('fero', 'non')                |    23
('res', 'senatus')             |    23
('do', 'ne')                   |    23
('multus', 'scribo')           |    23
('enim', 'possum')             |    23
('ago', 'non')                 |    23
('scribo', 'tamen')            |    23
('etiam', 'quam')              |    22
('consilium', 'res')           |    22
('iam', 'res')                 |    22
('magnus', 'res')              |    22
('non', 'nunc')                |    22
('puto', 'volo')               |    22
('multus', 'res')              |    22
('res', 'scio')                |    22
('dico', 'res')                |    21
('greek.expression', 'quam')   |    21
('exspecto', 'littera')        |    21
('certus', 'facio')            |    21
('littera', 'quam')            |    21
('facio', 'ut')                |    21
('facio', 'scio')              |    21
('consilium', 'non')           |    21
('facio', 'video')             |    21
('autem', 'res')               |    21
('ago', 'video')               |    21
('ago', 'scio')                |    21
('modus', 'non')               |    20
('ita', 'scribo')              |    20
('dies', 'do')                 |    20
('dico', 'possum')             |    20
('amo', 'non')                 |    20
('ago', 'facio')               |    20
('multus', 'video')            |    20
('habeo', 'possum')            |    20
('dico', 'enim')               |    20
('multus', 'non')              |    20
('non', 'scio')                |    20
('non', 'quidem')              |    20
('ago', 'possum')              |    20
('epistula', 'scribo')         |    20
('greek.expression', 'tamen')  |    20
('ago', 'tamen')               |    19
('nunc', 'scribo')             |    19
('multus', 'quam')             |    19
('dubito', 'non')              |    19
('greek.expression', 'habeo')  |    19
('non', 'satis')               |    19
('non', 'senatus')             |    19
('do', 'epistula')             |    19
('non', 'tempus')              |    19
('dies', 'venio')              |    19
('facio', 'puto')              |    19
('dies', 'littera')            |    19
('puto', 'res')                |    18
('malo', 'quam')               |    18
('possum', 'volo')             |    18
('puto', 'scribo')             |    18
('mitto', 'scribo')            |    18
('ne', 'quam')                 |    18
('iam', 'scribo')              |    18
('do', 'opera')                |    18
('habeo', 'quam')              |    18
('modo', 'quomodo')            |    18
('causa', 'possum')            |    18
('greek.expression', 'nam')    |    18
('credo', 'non')               |    18
('mitto', 'non')               |    18
('facio', 'greek.expression')  |    18
('littera', 'res')             |    18
('possum', 'quidem')           |    18
('licet', 'non')               |    18
('puto', 'quam')               |    18
('potius', 'quam')             |    18
('iam', 'non')                 |    18
('tamen', 'video')             |    17
('res', 'tamen')               |    17
('possum', 'tamen')            |    17
('tamen', 'volo')              |    17
('etiam', 'solum')             |    17
('scio', 'scribo')             |    17
('greek.expression', 'ne')     |    17
('eo', 'non')                  |    17
('fio', 'possum')              |    17
('etiam', 'ne')                |    17
('non', 'solum')               |    17
('animus', 'non')              |    17
('facio', 'senatus')           |    17
('puto', 'video')              |    17
('alter', 'non')               |    17
('do', 'res')                  |    17
('quam', 'tamen')              |    17
('habeo', 'tamen')             |    17
('greek.expression', 'quidem') |    17
('dico', 'volo')               |    17
('accipio', 'littera')         |    17
('accipio', 'do')              |    17
('etiam', 'possum')            |    16
('res', 'tempus')              |    16
('etiam', 'nunc')              |    16
('nunc', 'quam')               |    16
('magnus', 'video')            |    16
('video', 'volo')              |    16
('enim', 'quam')               |    16
('habeo', 'volo')              |    16
('nam', 'scribo')              |    16
('littera', 'ut')              |    16
('ita', 'volo')                |    16
('littera', 'volo')            |    16
('do', 'quam')                 |    16
('curo', 'valeo')              |    16
('committo', 'non')            |    16
('greek.expression', 'scio')   |    16
('primum', 'quam')             |    16
('quam', 'roma')               |    16
('greek.expression', 'quaero') |    16
('enim', 'sic')                |    16
('causa', 'non')               |    16
('greek.expression', 'res')    |    16
('non', 'parum')               |    16
('spero', 'ut')                |    16
('enim', 'habeo')              |    16
('enim', 'volo')               |    16
('publicus', 'quam')           |    16
('dies', 'scribo')             |    16
('non', 'roma')                |    16
('dico', 'facio')              |    16
('publicus', 'video')          |    15
('habeo', 'video')             |    15
('fero', 'res')                |    15
('tempus', 'video')            |    15
('homo', 'video')              |    15
('enim', 'puto')               |    15
('enim', 'iam')                |    15
('littera', 'ne')              |    15
('littera', 'puto')            |    15
('do', 'habeo')                |    15
('epistula', 'non')            |    15
('habeo', 'scio')              |    15
('res', 'venio')               |    15
('greek.expression', 'tam')    |    15
('itaque', 'non')              |    15
('non', 'publicus')            |    15
('ne', 'scio')                 |    15
('dico', 'scribo')             |    15
('facio', 'ita')               |    15
('nam', 'ne')                  |    15
('littera', 'venio')           |    15
('ago', 'scribo')              |    15
('greek.expression', 'puto')   |    15
('pompeius', 'scribo')         |    15
('facio', 'iter')              |    15
('consul', 'senatus')          |    14
('consul', 'facio')            |    14
('ita', 'possum')              |    14
('homo', 'possum')             |    14
('magis', 'video')             |    14
('curo', 'scio')               |    14
('facio', 'venio')             |    14
('nam', 'possum')              |    14
('enim', 'facio')              |    14
('puto', 'scio')               |    14
('do', 'volo')                 |    14
('magnus', 'opus')             |    14
('bonus', 'vir')               |    14
('nam', 'video')               |    14
('quam', 'scio')               |    14
('ita', 'tamen')               |    14
('facio', 'tamen')             |    14
('non', 'praesertim')          |    14
('ago', 'gratia')              |    14
('etiam', 'volo')              |    14
('quidem', 'res')              |    14
('littera', 'video')           |    14
('iam', 'volo')                |    14
('non', 'spes')                |    14
('non', 'pompeius')            |    14
('autem', 'scribo')            |    14
('publicus', 'scribo')         |    14
('enim', 'littera')            |    14
('greek.expression', 'multus') |    14
('puto', 'ut')                 |    14
('caesar', 'non')              |    14
('ago', 'littera')             |    14
('neque', 'non')               |    14
('facio', 'ne')                |    14
('iam', 'video')               |    13
('ne', 'tamen')                |    13
('ne', 'volo')                 |    13
('nunc', 'vero')               |    13
('nunc', 'venio')              |    13
('possum', 'venio')            |    13
('tamen', 'verum')             |    13
('amicus', 'non')              |    13
('amo', 'greek.expression')    |    13
('scribo', 'tempus')           |    13
('nunc', 'video')              |    13
('do', 'facio')                |    13
('autem', 'littera')           |    13
('magnus', 'scribo')           |    13
('modus', 'ne')                |    13
('greek.expression', 'homo')   |    13
('locus', 'non')               |    13
('ago', 'quam')                |    13
('habeo', 'ut')                |    13
('mitto', 'quam')              |    13
('non', 'placeo')              |    13
('causa', 'res')               |    13
('ita', 'ne')                  |    13
('bonus', 'quam')              |    13
('magis', 'res')               |    13
('greek.expression', 'nunc')   |    13
('lex', 'non')                 |    13
('opinor', 'ut')               |    13
('fio', 'non')                 |    13
('res', 'totus')               |    13
('frater', 'non')              |    13
('adsum', 'non')               |    13
('ne', 'senatus')              |    13
('dies', 'non')                |    13
('autem', 'video')             |    13
('mehercule', 'non')           |    13
('aio', 'greek.expression')    |    13
('greek.expression', 'vero')   |    13
('do', 'puto')                 |    13
('roma', 'scribo')             |    13
('spes', 'video')              |    13
('eo', 'magis')                |    13
('multus', 'possum')           |    13
('facio', 'multus')            |    13
('ago', 'nunc')                |    13
('iam', 'possum')              |    12
('fero', 'possum')             |    12
('facio', 'publicus')          |    12
('etiam', 'puto')              |    12
('exspecto', 'scribo')         |    12
('accipio', 'res')             |    12
('habeo', 'magnus')            |    12
('saepe', 'scribo')            |    12
('autem', 'possum')            |    12
('etiam', 'habeo')             |    12
('possum', 'scio')             |    12
('greek.expression', 'senatus') |    12
('fio', 'res')                 |    12
('inquam', 'non')              |    12
('non', 'provincia')           |    12
('non', 'sic')                 |    12
('non', 'quaero')              |    12
('fero', 'moleste')            |    12
('dico', 'pompeius')           |    12
('possum', 'puto')             |    12
('enim', 'etiam')              |    12
('consul', 'non')              |    12
('pompeius', 'senatus')        |    12
('ne', 'venio')                |    12
('hercule', 'non')             |    12
('multus', 'quidem')           |    12
('venio', 'video')             |    12
('caesar', 'pompeius')         |    12
('fio', 'ne')                  |    12
('greek.expression', 'reliquus') |    12
('enim', 'epistula')           |    12
('ago', 'habeo')               |    12
('greek.expression', 'salus')  |    12
('dies', 'facio')              |    12
('greek.expression', 'nescio') |    12
('certus', 'habeo')            |    12
('scio', 'ut')                 |    12
('cognosco', 'littera')        |    12
('caesar', 'littera')          |    12
('animus', 'tamen')            |    11
('dico', 'ita')                |    11
('arbitror', 'non')            |    11
('exspecto', 'non')            |    11
('autem', 'etiam')             |    11
('curo', 'scribo')             |    11
('autem', 'do')                |    11
('roma', 'venio')              |    11
('audio', 'scribo')            |    11
('loquor', 'res')              |    11
('curo', 'volo')               |    11
('negotium', 'non')            |    11
('intellego', 'scribo')        |    11
('fero', 'lex')                |    11
('multo', 'quam')              |    11
('bonus', 'res')               |    11
('possum', 'ut')               |    11
('accipio', 'non')             |    11
('etiam', 'facio')             |    11
('etiam', 'scio')              |    11
('nam', 'ut')                  |    11
('animus', 'res')              |    11
('ago', 'multus')              |    11
('greek.expression', 'opinor') |    11
('etiam', 'littera')           |    11
('mitto', 'volo')              |    11
('greek.expression', 'mitto')  |    11
('epistula', 'res')            |    11
('puto', 'roma')               |    11
('dico', 'video')              |    11
('pompeius', 'video')          |    11
('scio', 'venio')              |    11
('consultum', 'facio')         |    11
('laudo', 'non')               |    11
('modo', 'scribo')             |    11
('gero', 'non')                |    11
('gero', 'res')                |    11
('audio', 'non')               |    11
('caesar', 'res')              |    11
('greek.expression', 'tempus') |    11
('quidem', 'video')            |    11
('ago', 'enim')                |    11
('dico', 'etiam')              |    11
('ut', 'venio')                |    11
('ago', 'pompeius')            |    11
('alter', 'do')                |    11
('senatus', 'video')           |    10
('iam', 'pridem')              |    10
('consul', 'habeo')            |    10
('desum', 'ne')                |    10
('consilium', 'ne')            |    10
('decerno', 'senatus')         |    10
('ago', 'ne')                  |    10
('nunc', 'volo')               |    10
('do', 'video')                |    10
('do', 'eo')                   |    10
('etiam', 'publicus')          |    10
('magnus', 'tamen')            |    10
('publicus', 'puto')           |    10
('dies', 'exspecto')           |    10
('res', 'spero')               |    10
('quam', 'vero')               |    10
('modus', 'scio')              |    10
('ita', 'multus')              |    10
('facio', 'littera')           |    10
('homo', 'quam')               |    10
('non', 'verum')               |    10
('antea', 'scribo')            |    10
('roma', 'scio')               |    10
('non', 'vereor')              |    10
('roma', 'video')              |    10
('ne', 'roma')                 |    10
('mitto', 'roma')              |    10
('frater', 'scribo')           |    10
('ceterus', 'res')             |    10
('ceterus', 'quam')            |    10
('do', 'enim')                 |    10
('do', 'possum')               |    10
('autem', 'habeo')             |    10
('littera', 'reddo')           |    10
('animus', 'habeo')            |    10
('habeo', 'iam')               |    10
('animus', 'video')            |    10
('habeo', 'nunc')              |    10
('certus', 'quam')             |    10
('ad', 'quemadmodum')          |    10
('modum', 'quemadmodum')       |    10
('ad', 'modum')                |    10
('habeo', 'venio')             |    10
('autem', 'ut')                |    10
('autem', 'quam')              |    10
('affero', 'littera')          |    10
('greek.expression', 'iam')    |    10
('lex', 'senatus')             |    10
('non', 'vero')                |    10
('scio', 'video')              |    10
('enim', 'loquor')             |    10
('ceterus', 'non')             |    10
('dico', 'sententia')          |    10
('res', 'summus')              |    10
('consilium', 'possum')        |    10
('magis', 'non')               |    10
('etiam', 'multus')            |    10
('quantum', 'tantum')          |    10
('etiam', 'video')             |    10
('ne', 'umquam')               |    10
('non', 'voluntas')            |    10
('dico', 'ut')                 |    10
('iam', 'scio')                |    10
('iam', 'ne')                  |    10
('enim', 'publicus')           |    10
('ago', 'ut')                  |    10
('res', 'tam')                 |    10
('scribo', 'senatus')          |    10
('res', 'tum')                 |    10
('littera', 'nunc')            |    10
('homo', 'ne')                 |    10
('iam', 'quam')                |    10
('multus', 'ne')               |    10
('etiam', 'quidem')            |    10
('ago', 'senatus')             |    10
('amo', 'possum')              |    10
('ne', 'puto')                 |    10
('quidem', 'scio')             |    10
('opus', 'ut')                 |    10
('roma', 'volo')               |    10
('greek.expression', 'sic')    |    10
('epistula', 'greek.expression') |    10
('do', 'greek.expression')     |    10
('do', 'ut')                   |    10
('dico', 'quam')               |    10
('habeo', 'littera')           |    10
('ita', 'ut')                  |    10
('epirus', 'non')              |    10
('amo', 'tantum')              |    10
('facio', 'pompeius')          |    10
('proficiscor', 'scribo')      |    10
('epirus', 'scribo')           |    10
('littera', 'pompeius')        |    10
('dico', 'ius')                |    10
('puto', 'tamen')              |    10
('dico', 'tamen')              |     9
('nunc', 'publicus')           |     9
('iam', 'publicus')            |     9
('ita', 'video')               |     9
('nunc', 'tamen')              |     9
('modo', 'ne')                 |     9
('homo', 'magnus')             |     9
('animus', 'magnus')           |     9
('exspecto', 'ne')             |     9
('magnus', 'ut')               |     9
('littera', 'puer')            |     9
('dico', 'littera')            |     9
('facio', 'nunc')              |     9
('causa', 'facio')             |     9
('quam', 'tempus')             |     9
('autem', 'greek.expression')  |     9
('modo', 'quam')               |     9
('mitto', 'res')               |     9
('locus', 'res')               |     9
('littera', 'possum')          |     9
('epirus', 'proficiscor')      |     9
('non', 'sermo')               |     9
('locus', 'possum')            |     9
('ago', 'venio')               |     9
('possum', 'spes')             |     9
('venio', 'volo')              |     9
('non', 'repr(eh)endo')        |     9
('facile', 'quam')             |     9
('curo', 'greek.expression')   |     9
('parum', 'quam')              |     9
('causa', 'publicus')          |     9
('ne', 'nisi')                 |     9
('fero', 'senatus')            |     9
('satis', 'video')             |     9
('quam', 'ut')                 |     9
('tamen', 'ut')                |     9
('quaero', 'video')            |     9
('desidero', 'non')            |     9
('quaero', 'res')              |     9
('res', 'status')              |     9
('non', 'spero')               |     9
('multus', 'publicus')         |     9
('dico', 'homo')               |     9
('etiam', 'magis')             |     9
('magnus', 'puto')             |     9
('greek.expression', 'itaque') |     9
('magnus', 'ne')               |     9
('dico', 'habeo')              |     9
('homo', 'ita')                |     9
('eo', 'scribo')               |     9
('non', 'proficiscor')         |     9
('do', 'scio')                 |     9
('epistula', 'mitto')          |     9
('ne', 'provincia')            |     9
('animus', 'quam')             |     9
('facile', 'possum')           |     9
('intellego', 'non')           |     9
('enim', 'tempus')             |     9
('animus', 'ne')               |     9
('dico', 'fero')               |     9
('dico', 'senatus')            |     9
('causa', 'video')             |     9
('caesar', 'dico')             |     9
('quam', 'venio')              |     9
('nunc', 'scio')               |     9
('enim', 'multus')             |     9
('res', 'sic')                 |     9
('enim', 'scio')               |     9
('habeo', 'sic')               |     9
('non', 'tum')                 |     9
('ne', 'tam')                  |     9
('enim', 'homo')               |     9
('debeo', 'non')               |     9
('bonus', 'video')             |     9
('greek.expression', 'vir')    |     9
('ne', 'ut')                   |     9
('fio', 'senatus')             |     9
('magis', 'tempus')            |     9
('audeo', 'non')               |     9
('modo', 'res')                |     9
('plane', 'scribo')            |     9
('non', 'quod')                |     9
('etiam', 'ut')                |     9
('greek.expression', 'teneo')  |     9
('dico', 'quidem')             |     9
('magis', 'puto')              |     9
('facio', 'magis')             |     9
('locus', 'scribo')            |     9
('iam', 'tamen')               |     9
('eo', 'epirus')               |     9
('eo', 'possum')               |     9
('bonus', 'ne')                |     9
('gero', 'greek.expression')   |     9
('certo', 'scio')              |     9
('inimicus', 'non')            |     9
('do', 'venio')                |     9
('athenae', 'venio')           |     9
('habeo', 'quidem')            |     9
('dico', 'scio')               |     9
('accipio', 'epistula')        |     9
('accipio', 'scribo')          |     9
('neque', 'quam')              |     9
('neque', 'res')               |     9
('intellego', 'video')         |     8
('consul', 'video')            |     8
('habeo', 'senatus')           |     8
('consul', 'dico')             |     8
('consul', 'publicus')         |     8
('publicus', 'tamen')          |     8
('res', 'rogo')                |     8
('homo', 'res')                |     8
('comitium', 'res')            |     8
('ne', 'sic')                  |     8
('ago', 'modus')               |     8
('cedo', 'res')                |     8
('intellego', 'res')           |     8
('consul', 'possum')           |     8
('dies', 'senatus')            |     8
('etiam', 'spero')             |     8
('possum', 'praesertim')       |     8
('non', 'ratio')               |     8
('ita', 'nam')                 |     8
('littera', 'tempus')          |     8
('certus', 'non')              |     8
('certus', 'scribo')           |     8
('enim', 'fio')                |     8
('ceterus', 'scribo')          |     8
('ago', 'magnus')              |     8
('habeo', 'magis')             |     8
('accipio', 'video')           |     8
('accipio', 'quam')            |     8
('accipio', 'volo')            |     8
('dies', 'paucus')             |     8
('greek.expression', 'ita')    |     8
('totus', 'video')             |     8
('diligenter', 'littera')      |     8
('curo', 'ut')                 |     8
('roma', 'ut')                 |     8
('accuso', 'non')              |     8
('parum', 'scribo')            |     8
('quintus', 'scribo')          |     8
('iam', 'puto')                |     8
('dolor', 'non')               |     8
('autem', 'ne')                |     8
('do', 'multus')               |     8
('audio', 'puto')              |     8
('littera', 'scio')            |     8
('autem', 'dico')              |     8
('intellego', 'volo')          |     8
('loquor', 'scribo')           |     8
('magis', 'multus')            |     8
('epistula', 'video')          |     8
('modo', 'possum')             |     8
('ignoro', 'non')              |     8
('diligenter', 'res')          |     8
('locus', 'volo')              |     8
('greek.expression', 'respondeo') |     8
('consilium', 'etiam')         |     8
('lex', 'plebs')               |     8
('nisi', 'non')                |     8
('causa', 'greek.expression')  |     8
('non', 'relinquo')            |     8
('bonus', 'homo')              |     8
('non', 'valde')               |     8
('bonus', 'enim')              |     8
('clodius', 'publius')         |     8
('bonus', 'etiam')             |     8
('animus', 'bonus')            |     8
('habeo', 'nam')               |     8
('dico', 'modo')               |     8
('autem', 'consul')            |     8
('greek.expression', 'quare')  |     8
('malo', 'non')                |     8
('fio', 'tamen')               |     8
('ago', 'do')                  |     8
('ne', 'satis')                |     8
('facio', 'mitto')             |     8
('res', 'tantus')              |     8
('amicus', 'habeo')            |     8
('causa', 'habeo')             |     8
('gratus', 'non')              |     8
('forensis', 'non')            |     8
('nunc', 'possum')             |     8
('tum', 'vero')                |     8
('non', 'otium')               |     8
('epistula', 'nunc')           |     8
('consilium', 'scribo')        |     8
('publicus', 'scio')           |     8
('multus', 'scio')             |     8
('exspecto', 'iam')            |     8
('animus', 'autem')            |     8
('magnus', 'possum')           |     8
('etiam', 'iam')               |     8
('possum', 'senatus')          |     8
('fero', 'ut')                 |     8
('accipio', 'ut')              |     8
('consilium', 'video')         |     8
('habeo', 'pompeius')          |     8
('pompeius', 'publicus')       |     8
('bonus', 'littera')           |     8
('do', 'reddo')                |     8
('quidem', 'scribo')           |     8
('tamen', 'tempus')            |     8
('res', 'spes')                |     8
('etiam', 'tamen')             |     8
('multus', 'ut')               |     8
('do', 'tempus')               |     8
('ante', 'scribo')             |     8
('liber', 'scribo')            |     8
('affero', 'enim')             |     8
('iam', 'venio')               |     8
('dies', 'roma')               |     8
('modus', 'video')             |     8
('caesar', 'etiam')            |     8
('multus', 'tamen')            |     8
('fero', 'quam')               |     8
('ago', 'causa')               |     8
('magnus', 'multus')           |     8
('audio', 'volo')              |     8
('ceterus', 'greek.expression') |     8
('consilium', 'utor')          |     8
('greek.expression', 'liber')  |     8
('quam', 'quidem')             |     8
('iam', 'ut')                  |     8
('littera', 'superus')         |     8
('amo', 'scribo')              |     8
('ago', 'intellego')           |     8
('enim', 'fero')               |     8
('littera', 'modus')           |     8
('do', 'puer')                 |     8
('eo', 'venio')                |     8
('greek.expression', 'magis')  |     8
('greek.expression', 'littera') |     8
('comitium', 'habeo')          |     8
('etiam', 'nam')               |     8
('non', 'oportet')             |     8
('credo', 'facio')             |     8
('greek.expression', 'pompeius') |     8
('amo', 'quantum')             |     8
('curo', 'do')                 |     8
('capio', 'consilium')         |     8
('nunc', 'ut')                 |     8
('mitto', 'venio')             |     8
('facio', 'gratia')            |     8
('spero', 'tamen')             |     8
('dies', 'proficiscor')        |     8
('littera', 'tamen')           |     8
('littera', 'spes')            |     8
('modo', 'puto')               |     8
('audio', 'etiam')             |     8
('lex', 'ne')                  |     8
('ago', 'volo')                |     8
('causa', 'dico')              |     8
('dies', 'habeo')              |     8
('facio', 'gratus')            |     8
('ago', 'tempus')              |     8
('neque', 'publicus')          |     8
('diu', 'iam')                 |     7
('consilium', 'publicus')      |     7
('ne', 'publicus')             |     7
('consul', 'res')              |     7
('res', 'sententia')           |     7
('facio', 'iam')               |     7
('etiam', 'novus')             |     7
('tam', 'video')               |     7
('ago', 'sic')                 |     7
('fero', 'tamen')              |     7
('res', 'saepe')               |     7
('facio', 'homo')              |     7
('quam', 'relinquo')           |     7
('possum', 'tempus')           |     7
('consul', 'etiam')            |     7
('modus', 'possum')            |     7
('ago', 'ita')                 |     7
('nego', 'non')                |     7
('nunc', 'puto')               |     7
('sic', 'video')               |     7
('fio', 'video')               |     7
('perspicio', 'scribo')        |     7
('comitium', 'non')            |     7
('ago', 'dico')                |     7
('domitius', 'lucius')         |     7
('autem', 'puto')              |     7
('causa', 'puto')              |     7
('amo', 'video')               |     7
('caesar', 'consul')           |     7
('scribo', 'tam')              |     7
('diligenter', 'scribo')       |     7
('curo', 'video')              |     7
('enim', 'roma')               |     7
('amo', 'curo')                |     7
('placeo', 'scribo')           |     7
('facio', 'modus')             |     7
('audio', 'tamen')             |     7
('non', 'praesens')            |     7
('non', 'soleo')               |     7
('hic', 'res')                 |     7
('quoque', 'scribo')           |     7
('locus', 'multus')            |     7
('mitto', 'video')             |     7
('non', 'quare')               |     7
('non', 're')                  |     7
('frater', 'littera')          |     7
('causa', 'volo')              |     7
('certus', 'littera')          |     7
('habeo', 'proficiscor')       |     7
('audio', 'ne')                |     7
('primum', 'venio')            |     7
('littera', 'multus')          |     7
('gravis', 'non')              |     7
('duco', 'non')                |     7
('animus', 'scribo')           |     7
('curo', 'facio')              |     7
('facio', 'nam')               |     7
('dolor', 'magnus')            |     7
('possum', 'tantus')           |     7
('animus', 'iam')              |     7
('diligenter', 'facio')        |     7
('magis', 'nam')               |     7
('certe', 'quam')              |     7
('proficiscor', 'quam')        |     7
('auctoritas', 'greek.expression') |     7
('auctoritas', 'senatus')      |     7
('res', 'umquam')              |     7
('consultum', 'fero')          |     7
('nunc', 'quaero')             |     7
('audio', 'facio')             |     7
('defero', 'res')              |     7
('greek.expression', 'nosco')  |     7
('do', 'iam')                  |     7
('facio', 'statuo')            |     7
('publicus', 'spero')          |     7
('ita', 'puto')                |     7
('religio', 'senatus')         |     7
('consul', 'piso')             |     7
('senatus', 'sententia')       |     7
('dico', 'multus')             |     7
('dico', 'inquam')             |     7
('non', 'valeo')               |     7
('habeo', 'negotium')          |     7
('credo', 'habeo')             |     7
('dico', 'lex')                |     7
('greek.expression', 're')     |     7
('parum', 'res')               |     7
('commode', 'possum')          |     7
('magis', 'nunc')              |     7
('desum', 'non')               |     7
('multus', 'volo')             |     7
('facio', 'habeo')             |     7
('ubi', 'video')               |     7
('facio', 'quidem')            |     7
('certe', 'possum')            |     7
('habeo', 'iter')              |     7
('habeo', 'puto')              |     7
('magis', 'ne')                |     7
('domesticus', 'non')          |     7
('res', 'sermo')               |     7
('epistula', 'volo')           |     7
('fero', 'ne')                 |     7
('tam', 'tamen')               |     7
('explico', 'possum')          |     7
('non', 'parvus')              |     7
('utor', 'video')              |     7
('credo', 'scribo')            |     7
('iam', 'magis')               |     7
('primum', 'scio')             |     7
('homo', 'tam')                |     7
('animus', 'consilium')        |     7
('habeo', 'ita')               |     7
('nam', 'tamen')               |     7
('soleo', 'ut')                |     7
('autem', 'causa')             |     7
('enim', 'pompeius')           |     7
('spero', 'video')             |     7
('epistula', 'quam')           |     7
('do', 'mitto')                |     7
('greek.expression', 'publicus') |     7
('enim', 'exspecto')           |     7
('pompeius', 'voluntas')       |     7
('publicus', 'ut')             |     7
('amicus', 'dico')             |     7
('enim', 'tam')                |     7
('greek.expression', 'hic')    |     7
('ago', 'modo')                |     7
('littera', 'valde')           |     7
('epistula', 'reddo')          |     7
('do', 'nunc')                 |     7
('cum', 'res')                 |     7
('alter', 'scribo')            |     7
('non', 'probo')               |     7
('non', 'significo')           |     7
('aio', 'ut')                  |     7
('fio', 'ut')                  |     7
('dico', 'licet')              |     7
('amo', 'scio')                |     7
('dico', 'nam')                |     7
('quoque', 'video')            |     7
('delecto', 'res')             |     7
('ne', 'negotium')             |     7
('bonus', 'ut')                |     7
('non', 'reddo')               |     7
('non', 'oratio')              |     7
('lex', 'video')               |     7
('bonus', 'multus')            |     7
('quam', 'utor')               |     7
('adsum', 'ago')               |     7
('nuntio', 'scribo')           |     7
('enim', 'negotium')           |     7
('amo', 'debeo')               |     7
('greek.expression', 'istuc')  |     7
('etenim', 'greek.expression') |     7
('modus', 'res')               |     7
('dico', 'mitto')              |     7
('etiam', 'vero')              |     7
('mens', 'venio')              |     7
('greek.expression', 'loquor') |     7
('etiam', 'tum')               |     7
('cupio', 'video')             |     7
('habeo', 'ratio')             |     7
('epistula', 'facio')          |     7
('facio', 'statim')            |     7
('do', 'statim')               |     7
('scribo', 'valde')            |     7
('enim', 'magnus')             |     7
('numquam', 'video')           |     7
('facio', 'proficiscor')       |     7
('libet', 'non')               |     7
('sane', 'scribo')             |     7
('magis', 'scribo')            |     7
('dies', 'enim')               |     7
('littera', 'magis')           |     7
('fero', 'scribo')             |     7
('do', 'itaque')               |     7
('satis', 'tamen')             |     7
('neque', 'possum')            |     7
('non', 'teneo')               |     7
('littera', 'senatus')         |     7
('causa', 'venio')             |     7
('bonus', 'possum')            |     7
('nam', 'quidem')              |     7
('non', 'nosco')               |     7
('magnus', 'quam')             |     7
('ago', 'autem')               |     7
('ago', 'tum')                 |     7
('scribo', 'summus')           |     7
('autem', 'dies')              |     7
('magnus', 'spes')             |     7
('possum', 'primum')           |     7
