============================================================
CICERO: TOP TRIGRAMS by FREQUENCY
============================================================

Trigram                                       | Count
('perterreo', 'eo', 'exsilium')               |     1
('eo', 'exsilium', 'animus')                  |     1
('exsilium', 'animus', 'induco')              |     1
('animus', 'induco', 'tempestas')             |     1
('induco', 'tempestas', 'invidia')            |     1
('tempestas', 'invidia', 'parvus')            |     1
('invidia', 'parvus', 'praesum')              |     1
('parvus', 'praesum', 'tempus')               |     1
('praesum', 'tempus', 'recens')               |     1
('tempus', 'recens', 'memoria')               |     1
('recens', 'memoria', 'scelus')               |     1
('memoria', 'scelus', 'posteritas')           |     1
('scelus', 'posteritas', 'impendeo')          |     1
('posteritas', 'impendeo', 'vitium')          |     1
('impendeo', 'vitium', 'commoveo')            |     1
('vitium', 'commoveo', 'lex')                 |     1
('commoveo', 'lex', 'poena')                  |     1
('lex', 'poena', 'pertimesco')                |     1
('poena', 'pertimesco', 'tempus')             |     1
('pertimesco', 'tempus', 'res')               |     1
('tempus', 'res', 'publicus')                 |     1
('res', 'publicus', 'cedo')                   |     1
('publicus', 'cedo', 'postulo')               |     1
('cedo', 'postulo', 'res')                    |     1
('postulo', 'res', 'saepe')                   |     1
('res', 'saepe', 'iam')                       |     1
('saepe', 'iam', 'dico')                      |     1
('iam', 'dico', 'proficiscor')                |     1
('dico', 'proficiscor', 'inimicus')           |     1
('proficiscor', 'inimicus', 'praedico')       |     1
('inimicus', 'praedico', 'conflo')            |     1
('praedico', 'conflo', 'volo')                |     1
('conflo', 'volo', 'invidia')                 |     1
('volo', 'invidia', 'rego')                   |     1
('invidia', 'rego', 'pergo')                  |     1
('rego', 'pergo', 'exsilium')                 |     1
('pergo', 'exsilium', 'vix')                  |     1
('exsilium', 'vix', 'fero')                   |     1
('vix', 'fero', 'sermo')                      |     1
('fero', 'sermo', 'homo')                     |     1
('sermo', 'homo', 'facio')                    |     1
('homo', 'facio', 'vix')                      |     1
('facio', 'vix', 'moles')                     |     1
('vix', 'moles', 'invidia')                   |     1
('moles', 'invidia', 'exsilium')              |     1
('invidia', 'exsilium', 'iussus')             |     1
('exsilium', 'iussus', 'consul')              |     1
('iussus', 'consul', 'eo')                    |     1
('consul', 'eo', 'sustineo')                  |     1
('sustineo', 'eo', 'tandem')                  |     1
('eo', 'tandem', 'aliquando')                 |     1
('tandem', 'aliquando', 'quo')                |     1
('aliquando', 'quo', 'iam')                   |     1
('quo', 'iam', 'pridem')                      |     1
('iam', 'pridem', 'cupiditas')                |     1
('pridem', 'cupiditas', 'effreno')            |     1
('cupiditas', 'effreno', 'furiosus')          |     1
('effreno', 'furiosus', 'rapio')              |     1
('furiosus', 'rapio', 'ne')                   |     1
('rapio', 'ne', 'res')                        |     1
('ne', 'res', 'affero')                       |     1
('res', 'affero', 'dolor')                    |     1
('affero', 'dolor', 'incredibilis')           |     1
('dolor', 'incredibilis', 'voluptas')         |     1
('incredibilis', 'voluptas', 'amentia')       |     1
('voluptas', 'amentia', 'natura')             |     1
('amentia', 'natura', 'pario')                |     1
('natura', 'pario', 'voluntas')               |     1
('pario', 'voluntas', 'exerceo')              |     1
('voluntas', 'exerceo', 'fortuna')            |     1
('exerceo', 'fortuna', 'servo')               |     1
('fortuna', 'servo', 'numquam')               |     1
('servo', 'numquam', 'modo')                  |     1
('numquam', 'modo', 'otium')                  |     1
('modo', 'otium', 'ne')                       |     1
('otium', 'ne', 'bellum')                     |     1
('ne', 'bellum', 'nefarius')                  |     1
('bellum', 'nefarius', 'concupio')            |     1
('nefarius', 'concupio', 'marcus')            |     1
('concupio', 'marcus', 'tullius')             |     1
('marcus', 'tullius', 'ago')                  |     1
('tullius', 'ago', 'vinculum')                |     1
('ago', 'vinculum', 'duco')                   |     1
('vinculum', 'duco', 'mors')                  |     1
('duco', 'mors', 'rapio')                     |     1
('mors', 'rapio', 'superus')                  |     1
('rapio', 'superus', 'supplicium')            |     1
('superus', 'supplicium', 'macto')            |     1
('supplicium', 'macto', 'impero')             |     1
('macto', 'impero', 'tandem')                 |     1
('impero', 'tandem', 'impedio')               |     1
('tandem', 'impedio', 'persaepe')             |     1
('impedio', 'persaepe', 'etiam')              |     1
('persaepe', 'etiam', 'privo')                |     1
('etiam', 'privo', 'res')                     |     1
('privo', 'res', 'publicus')                  |     1
('res', 'publicus', 'perniciosus')            |     1
('publicus', 'perniciosus', 'civis')          |     1
('perniciosus', 'civis', 'mors')              |     1
('civis', 'mors', 'multo')                    |     1
('mors', 'multo', 'numquam')                  |     1
('multo', 'numquam', 'urbs')                  |     1
('numquam', 'urbs', 'res')                    |     1
('urbs', 'res', 'publicus')                   |     1
('res', 'publicus', 'deficio')                |     1
('publicus', 'deficio', 'civis')              |     1
('deficio', 'civis', 'ius')                   |     1
('civis', 'ius', 'teneo')                     |     1
('ius', 'teneo', 'invidia')                   |     1
('teneo', 'invidia', 'posteritas')            |     1
('invidia', 'posteritas', 'timeo')            |     1
('posteritas', 'timeo', 'bellum')             |     1
('timeo', 'bellum', 'vasto')                  |     1
('bellum', 'vasto', 'italia')                 |     1
('vasto', 'italia', 'vexo')                   |     1
('italia', 'vexo', 'urbs')                    |     1
('vexo', 'urbs', 'tectum')                    |     1
('urbs', 'tectum', 'ardeo')                   |     1
('tectum', 'ardeo', 'tum')                    |     1
('ardeo', 'tum', 'existimo')                  |     1
('tum', 'existimo', 'invidia')                |     1
('existimo', 'invidia', 'incendium')          |     1
('invidia', 'incendium', 'conflagro')         |     1
('incendium', 'conflagro', 'sancio')          |     1
('conflagro', 'sancio', 'res')                |     1
('sancio', 'res', 'publicus')                 |     1
('res', 'publicus', 'vox')                    |     1
('publicus', 'vox', 'homo')                   |     1
('vox', 'homo', 'sentio')                     |     1
('homo', 'sentio', 'mens')                    |     1
('sentio', 'mens', 'respondeo')               |     1
('mens', 'respondeo', 'magnus')               |     1
('respondeo', 'magnus', 'impendeo')           |     1
('magnus', 'impendeo', 'tamen')               |     1
('impendeo', 'tamen', 'animus')               |     1
('tamen', 'animus', 'semper')                 |     1
('animus', 'semper', 'invidia')               |     1
('semper', 'invidia', 'virtus')               |     1
('invidia', 'virtus', 'pario')                |     1
('virtus', 'pario', 'gloria')                 |     1
('pario', 'gloria', 'invidia')                |     1
('gloria', 'invidia', 'puto')                 |     1
('invidia', 'puto', 'interficio')             |     1
('puto', 'interficio', 'intellego')           |     1
('interficio', 'intellego', 'res')            |     1
('res', 'publicus', 'pestis')                 |     1
('publicus', 'pestis', 'paulisper')           |     1
('pestis', 'paulisper', 'reprimo')            |     1
('paulisper', 'reprimo', 'perpetuus')         |     1
('reprimo', 'perpetuus', 'comprimo')          |     1
('perpetuus', 'comprimo', 'possum')           |     1
('comprimo', 'possum', 'desino')              |     1
('possum', 'desino', 'insidior')              |     1
('desino', 'insidior', 'domus')               |     1
('insidior', 'domus', 'consul')               |     1
('domus', 'consul', 'circumsto')              |     1
('consul', 'circumsto', 'tribunal')           |     1
('circumsto', 'tribunal', 'praetor')          |     1
('tribunal', 'praetor', 'urbanus')            |     1
('praetor', 'urbanus', 'obsideo')             |     1
('urbanus', 'obsideo', 'gladium')             |     1
('obsideo', 'gladium', 'curia')               |     1
('gladium', 'curia', 'malleolus')             |     1
('curia', 'malleolus', 'fax')                 |     1
('malleolus', 'fax', 'inflammo')              |     1
('fax', 'inflammo', 'urbs')                   |     1
('inflammo', 'urbs', 'comparo')               |     1
('urbs', 'comparo', 'abeo')                   |     1
('comparo', 'abeo', 'excedo')                 |     1
('abeo', 'excedo', 'evado')                   |     1
('excedo', 'evado', 'erumpo')                 |     1
('evado', 'erumpo', 'iam')                    |     1
('erumpo', 'iam', 'pernicies')                |     1
('iam', 'pernicies', 'monstrum')              |     1
('pernicies', 'monstrum', 'prodigium')        |     1
('monstrum', 'prodigium', 'moenia')           |     1
('moenia', 'comparo', 'bellum')               |     1
('comparo', 'bellum', 'domesticus')           |     1
('bellum', 'domesticus', 'dux')               |     1
('domesticus', 'dux', 'controversia')         |     1
('dux', 'controversia', 'vinco')              |     1
('controversia', 'vinco', 'iam')              |     1
('vinco', 'iam', 'latus')                     |     1
('iam', 'latus', 'sica')                      |     1
('latus', 'sica', 'verso')                    |     1
('sica', 'verso', 'campus')                   |     1
('verso', 'campus', 'forum')                  |     1
('campus', 'forum', 'curia')                  |     1
('forum', 'curia', 'denique')                 |     1
('curia', 'denique', 'domesticus')            |     1
('denique', 'domesticus', 'paries')           |     1
('domesticus', 'paries', 'pertimesco')        |     1
('paries', 'pertimesco', 'palam')             |     1
('pertimesco', 'palam', 'iam')                |     1
('palam', 'iam', 'hostis')                    |     1
('iam', 'hostis', 'impedio')                  |     1
('hostis', 'impedio', 'bellum')               |     1
('impedio', 'bellum', 'iustus')               |     1
('bellum', 'iustus', 'gero')                  |     1
('iustus', 'gero', 'tollo')                   |     1
('gero', 'tollo', 'depello')                  |     1
('tollo', 'depello', 'periculum')             |     1
('depello', 'periculum', 'iudico')            |     1
('periculum', 'iudico', 'iam')                |     1
('iudico', 'iam', 'pridem')                   |     1
('iam', 'pridem', 'lucius')                   |     1
('pridem', 'lucius', 'catilina')              |     1
('lucius', 'catilina', 'modo')                |     1
('catilina', 'modo', 'invidia')               |     1
('modo', 'invidia', 'etiam')                  |     1
('invidia', 'etiam', 'vita')                  |     1
('etiam', 'vita', 'periculum')                |     1
('vita', 'periculum', 'tollo')                |     1
('periculum', 'tollo', 'utinam')              |     1
('tollo', 'utinam', 'copia')                  |     1
('utinam', 'copia', 'educo')                  |     1
('copia', 'educo', 'relinquo')                |     1
('educo', 'relinquo', 'vir')                  |     1
('relinquo', 'vir', 'aes')                    |     1
('vir', 'aes', 'alienus')                     |     1
('aes', 'alienus', 'quam')                    |     1
('alienus', 'quam', 'valeo')                  |     1
('valeo', 'quam', 'nobilis')                  |     1
('quam', 'nobilis', 'video')                  |     1
('nobilis', 'video', 'volito')                |     1
('video', 'volito', 'forum')                  |     1
('volito', 'forum', 'sto')                    |     1
('forum', 'sto', 'curia')                     |     1
('sto', 'curia', 'etiam')                     |     1
('curia', 'etiam', 'senatus')                 |     1
('etiam', 'senatus', 'venio')                 |     1
('senatus', 'venio', 'niteo')                 |     1
('venio', 'niteo', 'unguentum')               |     1
('niteo', 'unguentum', 'fulgeo')              |     1
('unguentum', 'fulgeo', 'purpura')            |     1
('fulgeo', 'purpura', 'malo')                 |     1
('purpura', 'malo', 'miles')                  |     1
('malo', 'miles', 'educo')                    |     1
('miles', 'educo', 'patefacio')               |     1
('educo', 'patefacio', 'senatus')             |     1
('patefacio', 'senatus', 'hesternus')         |     1
('senatus', 'hesternus', 'dies')              |     1
('hesternus', 'dies', 'catilina')             |     1
('dies', 'catilina', 'pertimesco')            |     1
('catilina', 'pertimesco', 'profugio')        |     1
('pertimesco', 'profugio', 'exspecto')        |     1
('profugio', 'exspecto', 'ne')                |     1
('exspecto', 'ne', 'vehementer')              |     1
('ne', 'vehementer', 'erro')                  |     1
('vehementer', 'erro', 'pristinus')           |     1
('erro', 'pristinus', 'lenitas')              |     1
('pristinus', 'lenitas', 'perpetuus')         |     1
('lenitas', 'perpetuus', 'spero')             |     1
('perpetuus', 'spero', 'severitas')           |     1
('spero', 'severitas', 'res')                 |     1
('severitas', 'res', 'flagito')               |     1
('res', 'flagito', 'etiam')                   |     1
('flagito', 'etiam', 'nunc')                  |     1
('etiam', 'nunc', 'concedo')                  |     1
('nunc', 'concedo', 'exeo')                   |     1
('concedo', 'exeo', 'proficiscor')            |     1
('exeo', 'proficiscor', 'patior')             |     1
('proficiscor', 'patior', 'desiderium')       |     1
('patior', 'desiderium', 'catilina')          |     1
('desiderium', 'catilina', 'miser')           |     1
('catilina', 'miser', 'tabesco')              |     1
('miser', 'tabesco', 'demonstro')             |     1
('tabesco', 'demonstro', 'iter')              |     1
('demonstro', 'iter', 'accelero')             |     1
('iter', 'accelero', 'volo')                  |     1
('accelero', 'volo', 'vespera')               |     1
('volo', 'vespera', 'consequor')              |     1
('vespera', 'consequor', 'hercules')          |     1
('consequor', 'hercules', 'catilina')         |     1
('hercules', 'catilina', 'exhaurio')          |     1
('catilina', 'exhaurio', 'levo')              |     1
('exhaurio', 'levo', 'recreo')                |     1
('levo', 'recreo', 'res')                     |     1
('recreo', 'res', 'publicus')                 |     1
('publicus', 'video', 'malus')                |     1
('video', 'malus', 'scelus')                  |     1
('malus', 'scelus', 'fingo')                  |     1
('scelus', 'fingo', 'cogito')                 |     1
('fingo', 'cogito', 'possum')                 |     1
('cogito', 'possum', 'concipio')              |     1
('possum', 'concipio', 'italia')              |     1
('concipio', 'italia', 'veneficus')           |     1
('italia', 'veneficus', 'gladiator')          |     1
('veneficus', 'gladiator', 'latro')           |     1
('gladiator', 'latro', 'sicarius')            |     1
('latro', 'sicarius', 'parricida')            |     1
('sicarius', 'parricida', 'testamentum')      |     1
('parricida', 'testamentum', 'subiector')     |     1
('testamentum', 'subiector', 'circumscriptor') |     1
('subiector', 'circumscriptor', 'ganeo')      |     1
('circumscriptor', 'ganeo', 'nepos')          |     1
('ganeo', 'nepos', 'adulter')                 |     1
('nepos', 'adulter', 'mulier')                |     1
('adulter', 'mulier', 'infamis')              |     1
('mulier', 'infamis', 'corruptor')            |     1
('infamis', 'corruptor', 'iuventus')          |     1
('corruptor', 'iuventus', 'corrumpo')         |     1
('iuventus', 'corrumpo', 'perdo')             |     1
('corrumpo', 'perdo', 'invenio')              |     1
('perdo', 'invenio', 'possum')                |     1
('invenio', 'possum', 'catilina')             |     1
('possum', 'catilina', 'familiaris')          |     1
('catilina', 'familiaris', 'vivo')            |     1
('familiaris', 'vivo', 'fateor')              |     1
('vivo', 'fateor', 'nunc')                    |     1
('fateor', 'nunc', 'vero')                    |     1
('nunc', 'vero', 'quam')                      |     1
('vero', 'quam', 'subito')                    |     1
('quam', 'subito', 'solum')                   |     1
('subito', 'solum', 'urbs')                   |     1
('solum', 'urbs', 'etiam')                    |     1
('urbs', 'etiam', 'ager')                     |     1
('etiam', 'ager', 'ingens')                   |     1
('ager', 'ingens', 'numerus')                 |     1
('ingens', 'numerus', 'perdo')                |     1
('numerus', 'perdo', 'homo')                  |     1
('perdo', 'homo', 'colligo')                  |     1
('homo', 'colligo', 'cogito')                 |     1
('colligo', 'cogito', 'caedes')               |     1
('cogito', 'caedes', 'incendium')             |     1
('caedes', 'incendium', 'rapina')             |     1
('incendium', 'rapina', 'patrimonium')        |     1
('rapina', 'patrimonium', 'profundo')         |     1
('patrimonium', 'profundo', 'fortuna')        |     1
('profundo', 'fortuna', 'obligo')             |     1
('fortuna', 'obligo', 'vinum')                |     1
('obligo', 'vinum', 'alea')                   |     1
('vinum', 'alea', 'comissatio')               |     1
('alea', 'comissatio', 'solum')               |     1
('comissatio', 'solum', 'scortum')            |     1
('solum', 'scortum', 'quaero')                |     1
('scortum', 'quaero', 'despero')              |     1
('quaero', 'despero', 'tamen')                |     1
('despero', 'tamen', 'fero')                  |     1
('tamen', 'fero', 'accubo')                   |     1
('fero', 'accubo', 'convivium')               |     1
('accubo', 'convivium', 'complector')         |     1
('convivium', 'complector', 'mulier')         |     1
('complector', 'mulier', 'impudicus')         |     1
('mulier', 'impudicus', 'vinum')              |     1
('impudicus', 'vinum', 'languidus')           |     1
('vinum', 'languidus', 'confercio')           |     1
('languidus', 'confercio', 'cibus')           |     1
('confercio', 'cibus', 'serta')               |     1
('cibus', 'serta', 'redimio')                 |     1
('serta', 'redimio', 'unguentum')             |     1
('redimio', 'unguentum', 'oblino')            |     1
('unguentum', 'oblino', 'debilito')           |     1
('oblino', 'debilito', 'stuprum')             |     1
('debilito', 'stuprum', 'eructo')             |     1
('stuprum', 'eructo', 'sermo')                |     1
('eructo', 'sermo', 'caedes')                 |     1
