============================================================
CICERO: TOP COLLOCATIONS by PMI (Inseparability)
============================================================

Collocation                    | PMI        | Count
('dolor', 'virtus')            |       4.43 |     3
('profecto', 'tantum')         |       4.43 |     3
('accuso', 'tantum')           |       4.43 |     3
('senatus', 'syngrapha')       |       4.43 |     8
('dies', 'triduum')            |       4.43 |     4
('inde', 'iter')               |       4.43 |     5
('frater', 'varius')           |       4.42 |     3
('frater', 'soror')            |       4.42 |     8
('frater', 'pecco')            |       4.42 |     3
('invitus', 'tribunus')        |       4.42 |     3
('ianuarius', 'roma')          |       4.42 |     3
('possum', 'suspiro')          |       4.42 |     4
('turpis', 'urbs')             |       4.42 |     4
('exercitus', 'pars')          |       4.42 |     5
('curo', 'desiderium')         |       4.41 |     3
('gnaeus', 'nescio')           |       4.41 |     3
('curo', 'praefectus')         |       4.41 |     3
('cognosco', 'philotimus')     |       4.41 |     3
('edictum', 'postulo')         |       4.41 |     3
('edictum', 'genus')           |       4.41 |     3
('habeo', 'hirrus')            |       4.41 |     6
('fugio', 'relinquo')          |       4.41 |     4
('contemno', 'summus')         |       4.41 |     3
('contentio', 'summus')        |       4.41 |     3
('excito', 'neque')            |       4.41 |     3
('deus', 'quo')                |       4.41 |     3
('epistula', 'pilia')          |       4.40 |     4
('conscribo', 'do')            |       4.40 |     4
('lex', 'religio')             |       4.39 |     5
('greek.expression', 'proelior') |       4.39 |     5
('ratio', 'verus')             |       4.39 |     3
('greek.expression', 'praescribo') |       4.39 |     5
('amoenus', 'greek.expression') |       4.39 |     5
('ariobarzanes', 'greek.expression') |       4.39 |     5
('credo', 'iuro')              |       4.38 |     3
('iunias', 'littera')          |       4.38 |     4
('rescribo', 'significo')      |       4.38 |     3
('istuc', 'tam')               |       4.37 |     3
('iudicium', 'propero')        |       4.37 |     3
('audio', 'male')              |       4.37 |     3
('amo', 'munus')               |       4.37 |     3
('at', 'pecunia')              |       4.37 |     3
('certe', 'patria')            |       4.37 |     3
('audio', 'converto')          |       4.37 |     3
('bellum', 'invidia')          |       4.36 |     3
('cicero', 'invidia')          |       4.36 |     3
('aio', 'nondum')              |       4.36 |     3
('fremo', 'pompeius')          |       4.36 |     3
('iam', 'undique')             |       4.36 |     3
('dudum', 'iam')               |       4.36 |     3
('contineo', 'iam')            |       4.36 |     3
('delecto', 'pono')            |       4.36 |     3
('mando', 'salus')             |       4.36 |     4
('consilium', 'consisto')      |       4.36 |     3
('iam', 'prodo')               |       4.36 |     4
('cohors', 'primus')           |       4.36 |     3
('consulatus', 'et')           |       4.36 |     4
('asia', 'iter')               |       4.35 |     5
('athenae', 'proficiscor')     |       4.35 |     6
('amicus', 'irascor')          |       4.35 |     3
('mos', 'saepe')               |       4.35 |     3
('peto', 'solus')              |       4.35 |     3
('pertineo', 'placeo')         |       4.35 |     3
('amo', 'tantum')              |       4.35 |    11
('multitudo', 'tantus')        |       4.35 |     3
('consul', 'iussus')           |       4.34 |     3
('affero', 'modum')            |       4.34 |     3
('consul', 'luceria')          |       4.34 |     3
('adhuc', 'via')               |       4.34 |     4
('gratus', 'iucundus')         |       4.34 |     4
('clodius', 'publius')         |       4.34 |     8
('italia', 'urbs')             |       4.33 |     6
('equidem', 'vereor')          |       4.33 |     4
('cito', 'fio')                |       4.33 |     4
('novus', 'suspicio')          |       4.33 |     3
('confirmo', 'vivo')           |       4.33 |     3
('fortuna', 'quo')             |       4.33 |     3
('alienus', 'nego')            |       4.32 |     3
('consularis', 'nego')         |       4.32 |     3
('appius', 'forum')            |       4.32 |     3
('consularis', 'postulo')      |       4.32 |     3
('appius', 'vis')              |       4.32 |     3
('clodius', 'piso')            |       4.32 |     3
('faveo', 'ut')                |       4.32 |     4
('alter', 'tertius')           |       4.32 |     4
('parthus', 'provincia')       |       4.32 |     4
('hercule', 'status')          |       4.32 |     4
('ignoro', 'reddo')            |       4.31 |     3
('absolvo', 'comitium')        |       4.31 |     4
('mitto', 'publice')           |       4.31 |     3
('hic', 'rumor')               |       4.31 |     3
('affligo', 'hic')             |       4.31 |     3
('capio', 'consilium')         |       4.31 |    11
('retineo', 'urbs')            |       4.30 |     5
('patria', 'relinquo')         |       4.30 |     4
('nimis', 'tam')               |       4.30 |     4
('ager', 'contio')             |       4.30 |     3
('domus', 'forensis')          |       4.30 |     3
('abrogo', 'plebs')            |       4.30 |     3
('contio', 'plenus')           |       4.30 |     3
('clodius', 'gaius')           |       4.30 |     4
('bonus', 'consido')           |       4.30 |     3
('bonus', 'obsum')             |       4.30 |     3
('bonus', 'nusquam')           |       4.30 |     3
('bonus', 'optimas')           |       4.30 |     3
('macro', 'video')             |       4.29 |     4
('accipio', 'hospes')          |       4.29 |     3
('equidem', 'puer')            |       4.29 |     3
('bibulus', 'postea')          |       4.29 |     3
('ago', 'tango')               |       4.29 |     3
('ago', 'praecipio')           |       4.29 |     3
('domitius', 'omnis')          |       4.29 |     3
('accipio', 'tectum')          |       4.29 |     3
('pompeius', 'praefectus')     |       4.29 |     5
('contio', 'tribunus')         |       4.29 |     5
('diligenter', 'perfero')      |       4.29 |     5
('assentio', 'senatus')        |       4.28 |     4
('collega', 'senatus')         |       4.28 |     4
('porticus', 'senatus')        |       4.28 |     4
('congredior', 'res')          |       4.28 |     5
('negotium', 'verus')          |       4.28 |     3
('bellum', 'rescribo')         |       4.27 |     3
('consul', 'pactio')           |       4.27 |     4
('catilina', 'tollo')          |       4.27 |     3
('accido', 'dubito')           |       4.27 |     3
('tertius', 'voluntas')        |       4.27 |     3
('epirus', 'proficiscor')      |       4.27 |    11
('afficio', 'amo')             |       4.27 |     4
('facile', 'maneo')            |       4.27 |     3
('brundisium', 'epirus')       |       4.27 |     4
('consultum', 'messalla')      |       4.27 |     3
('mehercule', 'status')        |       4.27 |     4
('emo', 'iudex')               |       4.26 |     3
('fallo', 'modus')             |       4.26 |     3
('adhuc', 'thessalonica')      |       4.25 |     4
('consularis', 'inquam')       |       4.25 |     5
('constituo', 'praesidium')    |       4.25 |     3
('fortis', 'summus')           |       4.25 |     3
('afficio', 'summus')          |       4.25 |     3
('alieno', 'magis')            |       4.25 |     3
('hodie', 'magis')             |       4.25 |     3
('ad', 'summus')               |       4.25 |     3
('modum', 'summus')            |       4.25 |     3
('capua', 'neque')             |       4.25 |     3
('bellum', 'duco')             |       4.25 |     4
('spes', 'thessalonica')       |       4.25 |     7
('bini', 'do')                 |       4.25 |     6
('do', 'laenius')              |       4.25 |     6
('incredibilis', 'multo')      |       4.24 |     3
('gaudeo', 'probo')            |       4.24 |     3
('foedus', 'nam')              |       4.24 |     3
('civis', 'multo')             |       4.24 |     4
('cogito', 'maias')            |       4.24 |     4
('candidatus', 'iudicium')     |       4.24 |     3
('sentio', 'timeo')            |       4.24 |     4
('brutus', 'marcus')           |       4.24 |     4
('inquam', 'iudex')            |       4.23 |     9
('fugio', 'tantus')            |       4.23 |     3
('dissensio', 'ita')           |       4.22 |     4
('caesar', 'remitto')          |       4.22 |     3
('dionysius', 'mehercule')     |       4.22 |     3
('littera', 'pontius')         |       4.22 |     6
('caesar', 'huc')              |       4.22 |     3
('bini', 'littera')            |       4.22 |     6
('potius', 'turpis')           |       4.22 |     3
('intercedo', 'senatus')       |       4.22 |    10
('facio', 'immineo')           |       4.22 |     3
('facio', 'floccus')           |       4.22 |     3
('facio', 'titinius')          |       4.22 |     3
('alexis', 'facio')            |       4.22 |     3
('facio', 'kalendae')          |       4.22 |     3
('istinc', 'puto')             |       4.22 |     3
('fasti', 'puto')              |       4.22 |     3
('considero', 'puto')          |       4.22 |     3
('mensis', 'voluntas')         |       4.22 |     4
('bibulus', 'gaius')           |       4.22 |     3
('liberi', 'puto')             |       4.22 |     4
('paro', 'timeo')              |       4.22 |     3
('capio', 'italia')            |       4.22 |     3
('brevis', 'tempus')           |       4.21 |     8
('inquam', 'nummus')           |       4.21 |     4
('decedo', 'provincia')        |       4.21 |     4
('debeo', 'scaptius')          |       4.21 |     5
('multus', 'sollicito')        |       4.21 |     3
('epistula', 'sollicitudo')    |       4.21 |     3
('homo', 'sulla')              |       4.21 |     3
('modo', 'recuso')             |       4.21 |     4
('epistula', 'frequentia')     |       4.21 |     3
('nummus', 'publius')          |       4.20 |     3
('frater', 'unde')             |       4.20 |     3
('fero', 'intercedo')          |       4.20 |     7
('intellego', 'intersum')      |       4.20 |     5
('paeniteo', 'spes')           |       4.20 |     3
('accedo', 'inimicus')         |       4.20 |     3
('spes', 'utilis')             |       4.20 |     3
('fides', 'tantum')            |       4.20 |     3
('sestius', 'spes')            |       4.20 |     3
('cupio', 'equidem')           |       4.19 |     3
('causa', 'removeo')           |       4.19 |     3
('causa', 'cente(n)simus')     |       4.19 |     3
('dionysius', 'iter')          |       4.19 |     4
('bonus', 'improbus')          |       4.19 |     5
('erogo', 'ne')                |       4.19 |     5
('liberalis', 'senatus')       |       4.19 |     3
('ambo', 'senatus')            |       4.19 |     3
('favonius', 'senatus')        |       4.19 |     3
('oportet', 'vivo')            |       4.18 |     3
('urbs', 'vox')                |       4.18 |     3
('pono', 'vereor')             |       4.18 |     3
('ergo', 'soleo')              |       4.18 |     3
('decedo', 'spero')            |       4.18 |     4
('adventus', 'parvus')         |       4.18 |     3
('brutus', 'pecunia')          |       4.18 |     3
('marcus', 'respondeo')        |       4.18 |     4
('accipio', 'sumptus')         |       4.18 |     6
('auctoritas', 'vis')          |       4.18 |     3
('milo', 'publius')            |       4.18 |     4
('audio', 'contumelia')        |       4.17 |     3
('caput', 'quare')             |       4.17 |     3
('caput', 're')                |       4.17 |     3
('plebs', 'rogatio')           |       4.17 |     4
('quaero', 'reus')             |       4.17 |     4
('desidero', 'oratio')         |       4.17 |     3
('consul', 'messalla')         |       4.17 |     8
('fuga', 'totus')              |       4.17 |     3
('dies', 'imperator')          |       4.17 |     4
('ratio', 'tueor')             |       4.16 |     3
('ius', 'praesertim')          |       4.16 |     3
('accido', 'numquam')          |       4.16 |     3
('cassius', 'quintus')         |       4.16 |     4
('roma', 'sicilia')            |       4.16 |     3
('roma', 'septimus')           |       4.16 |     3
('census', 'scribo')           |       4.16 |     4
('antium', 'roma')             |       4.16 |     7
('iudicium', 'vis')            |       4.15 |     4
('proficiscor', 'prope')       |       4.15 |     4
('venio', 'vesper')            |       4.15 |     3
('cumanus', 'venio')           |       4.15 |     3
('aquinum', 'venio')           |       4.15 |     3
('iconium', 'venio')           |       4.15 |     3
('brutus', 'gratia')           |       4.15 |     6
('sermo', 'suavis')            |       4.14 |     3
('inquam', 'pes')              |       4.14 |     3
('alter', 'pes')               |       4.14 |     3
('provincia', 'urbanus')       |       4.14 |     3
('constituo', 'italia')        |       4.14 |     3
('deinde', 'publicanus')       |       4.14 |     3
('malo', 'satisfacio')         |       4.14 |     3
('curio', 'filius')            |       4.14 |     4
('brundisium', 'puer')         |       4.14 |     3
('liber', 'mirificus')         |       4.14 |     3
('committo', 'domitius')       |       4.14 |     3
('gaius', 'lucius')            |       4.14 |     4
('iucundus', 'miser')          |       4.13 |     3
('clodius', 'rogatio')         |       4.13 |     3
('reddo', 'rescribo')          |       4.13 |     3
('placeo', 'tusculanus')       |       4.13 |     3
('molestia', 'tantus')         |       4.13 |     3
('tantus', 'voco')             |       4.13 |     3
('animus', 'maeror')           |       4.13 |     4
('eo', 'sustineo')             |       4.12 |     4
('desidero', 'praesidium')     |       4.12 |     3
('existimo', 'praesidium')     |       4.12 |     3
('ephesus', 'proficiscor')     |       4.12 |     3
('certus', 'utinam')           |       4.12 |     3
('curia', 'senatus')           |       4.12 |     5
('nomino', 'senatus')          |       4.12 |     5
('bellum', 'tollo')            |       4.11 |     3
('bellum', 'suscipio')         |       4.11 |     3
('repr(eh)endo', 'studium')    |       4.11 |     3
('fortasse', 'hercule')        |       4.11 |     3
('acer', 'tam')                |       4.11 |     4
('consulatus', 'gero')         |       4.11 |     4
('guberno', 'tam')             |       4.11 |     3
('calamitas', 'tam')           |       4.11 |     4
('pereo', 'relinquo')          |       4.11 |     3
('lex', 'observo')             |       4.11 |     3
('contumelia', 'tam')          |       4.11 |     4
('coepi', 'semper')            |       4.11 |     3
('adhuc', 'vivo')              |       4.10 |     5
('gratus', 'pono')             |       4.10 |     3
('messalla', 'sententia')      |       4.10 |     3
('placeo', 'repr(eh)endo')     |       4.10 |     4
('comprimo', 'publicus')       |       4.10 |     3
('curiosus', 'publicus')       |       4.10 |     3
('auctoritas', 'ordo')         |       4.09 |     3
('consilium', 'muto')          |       4.09 |     4
('libet', 'modus')             |       4.09 |     3
('absens', 'consilium')        |       4.09 |     5
('consilium', 'egeo')          |       4.09 |     3
('cogo', 'pars')               |       4.09 |     3
('alter', 'caveo')             |       4.09 |     5
('polliceor', 'primum')        |       4.09 |     3
('novus', 'queror')            |       4.09 |     3
('narro', 'novus')             |       4.09 |     3
('quando', 'scio')             |       4.09 |     7
('invidia', 'urbs')            |       4.09 |     3
('crassus', 'postulo')         |       4.09 |     3
('pompeianus', 'valde')        |       4.09 |     3
('fio', 'revertor')            |       4.09 |     3
('appius', 'solvo')            |       4.09 |     3
('caesar', 'pax')              |       4.09 |     5
('facile', 'praesens')         |       4.09 |     3
('confero', 'opera')           |       4.09 |     4
('adsum', 'consularis')        |       4.09 |     3
('adsum', 'iucundus')          |       4.09 |     3
('adsum', 'profecto')          |       4.09 |     3
('princeps', 'senatus')        |       4.09 |     7
('neque', 'praetermitto')      |       4.08 |     4
('censor', 'consul')           |       4.08 |     4
('consul', 'sicilia')          |       4.08 |     3
('etiam', 'quin')              |       4.07 |     7
('accipio', 'libenter')        |       4.07 |     6
('accipio', 'aveo')            |       4.07 |     3
('et', 'oportet')              |       4.07 |     3
('quidem', 'tectum')           |       4.07 |     4
('epistula', 'tabellarius')    |       4.07 |     5
('quintus', 'soror')           |       4.07 |     6
('greek.expression', 'laudator') |       4.06 |     6
('filius', 'lentulus')         |       4.06 |     3
('fortasse', 'mehercule')      |       4.06 |     3
('greek.expression', 'praemium') |       4.06 |     4
('multum', 'valeo')            |       4.06 |     4
('vero', 'vinco')              |       4.06 |     4
('fulgeo', 'greek.expression') |       4.06 |     4
('rogo', 'sententia')          |       4.06 |     7
('amicus', 'suspicio')         |       4.06 |     3
('catilina', 'contio')         |       4.06 |     3
('amicus', 'invenio')          |       4.06 |     3
('ceterus', 'doleo')           |       4.06 |     3
('amicus', 'exhaurio')         |       4.06 |     3
('dubito', 'existimo')         |       4.06 |     3
('magnus', 'meritum')          |       4.06 |     3
('caesar', 'salvus')           |       4.05 |     4
('duco', 'vivo')               |       4.05 |     3
('consulatus', 'sentio')       |       4.05 |     3
('despero', 'quaero')          |       4.05 |     3
('historia', 'mitto')          |       4.05 |     3
('latinus', 'mitto')           |       4.05 |     3
('excito', 'quaero')           |       4.05 |     3
('candidatus', 'quaero')       |       4.05 |     4
('bene', 'gero')               |       4.05 |     4
('laudo', 'oratio')            |       4.05 |     3
('miser', 'terentia')          |       4.05 |     3
('hortor', 'rogo')             |       4.05 |     3
('facio', 'versura')           |       4.05 |     4
('coepi', 'laudo')             |       4.05 |     3
('desidero', 'urbs')           |       4.05 |     4
('confero', 'licet')           |       4.05 |     4
('mandatum', 'proficiscor')    |       4.05 |     4
('modeste', 'quam')            |       4.04 |     3
('clodius', 'dignitas')        |       4.04 |     3
('hortalus', 'quam')           |       4.04 |     3
('quam', 'simulatio')          |       4.04 |     3
('clodius', 'quomodo')         |       4.04 |     3
('diligentia', 'opera')        |       4.04 |     3
('cicero', 'crassus')          |       4.04 |     3
('coniungo', 'pompeius')       |       4.04 |     6
('brundisium', 'cupio')        |       4.04 |     3
('pompeius', 'triduum')        |       4.04 |     3
('graeci', 'multus')           |       4.04 |     4
('bonus', 'vir')               |       4.03 |    16
('dico', 'insidiae')           |       4.03 |     3
('dico', 'figo')               |       4.03 |     3
('ne', 'tributum')             |       4.03 |     3
('ne', 'silius')               |       4.03 |     3
('dico', 'horto')              |       4.03 |     4
('aerumnosus', 'ne')           |       4.03 |     3
('dico', 'plaudo')             |       4.03 |     3
('confirmo', 'opus')           |       4.03 |     4
('capio', 'iter')              |       4.03 |     4
('legatio', 'liber')           |       4.03 |     3
('debeo', 'multum')            |       4.03 |     4
('lex', 'quomodo')             |       4.02 |     6
('bellum', 'timeo')            |       4.02 |     4
('cicero', 'puer')             |       4.02 |     4
('memoria', 'tempus')          |       4.02 |     3
('convivium', 'tamen')         |       4.02 |     3
('cogito', 'tusculanus')       |       4.02 |     3
('fructus', 'tempus')          |       4.02 |     3
('requiesco', 'tamen')         |       4.02 |     3
('inquam', 'soror')            |       4.02 |     4
('aspere', 'tamen')            |       4.02 |     3
('solacium', 'tamen')          |       4.02 |     3
('orno', 'provincia')          |       4.02 |     3
('nego', 'postulo')            |       4.02 |     4
('legatus', 'provincia')       |       4.02 |     4
('laodicea', 'provincia')      |       4.02 |     4
('provincia', 'sextilis')      |       4.02 |     3
('auctoritas', 'confirmo')     |       4.02 |     3
('dies', 'ornate')             |       4.01 |     3
('dies', 'trebulanus')         |       4.01 |     3
('dies', 'pontius')            |       4.01 |     3
('frater', 'moneo')            |       4.01 |     3
('nondum', 'sententia')        |       4.01 |     3
('rogatio', 'tribunus')        |       4.01 |     3
('exspecto', 'rumor')          |       4.01 |     5
('igitur', 'primum')           |       4.01 |     5
('amo', 'persuadeo')           |       4.00 |     3
('amo', 'posthac')             |       4.00 |     3
('convenio', 'locus')          |       4.00 |     4
('ambulatio', 'possum')        |       4.00 |     3
('epirus', 'terentia')         |       4.00 |     3
('advolo', 'amo')              |       4.00 |     3
('confero', 'et')              |       4.00 |     3
('epirus', 'thessalonica')     |       4.00 |     3
('manifestus', 'possum')       |       4.00 |     3
('possum', 'qui')              |       4.00 |     3
('marcus', 'scaptius')         |       4.00 |     3
('consultum', 'postea')        |       4.00 |     3
('adsum', 'mensis')            |       4.00 |     3
('facile', 'patior')           |       4.00 |     4
('absum', 'adsum')             |       4.00 |     4
('caesar', 'memmius')          |       4.00 |     6
('caesar', 'miles')            |       4.00 |     6
('caesar', 'contraho')         |       4.00 |     3
('affero', 'athenae')          |       3.99 |     4
('malus', 'spero')             |       3.99 |     3
('multitudo', 'summus')        |       3.99 |     3
('certus', 'maias')            |       3.99 |     4
('aliquando', 'neque')         |       3.99 |     4
('comitium', 'proximus')       |       3.99 |     3
('laetor', 'magis')            |       3.99 |     3
('gloria', 'summus')           |       3.99 |     3
('praesidium', 'quoque')       |       3.99 |     3
('magnus', 'plausus')          |       3.99 |     5
('quando', 'roma')             |       3.99 |     4
('epistula', 'par')            |       3.99 |     3
('epistula', 'vel')            |       3.99 |     3
('epistula', 'extremus')       |       3.99 |     3
('consuesco', 'do')            |       3.98 |     3
('do', 'viii')                 |       3.98 |     3
('decembr', 'do')              |       3.98 |     5
('do', 'tres')                 |       3.98 |     3
('ambo', 'do')                 |       3.98 |     4
('do', 'trebulanus')           |       3.98 |     5
('do', 'pontius')              |       3.98 |     5
('do', 'purus')                |       3.98 |     3
('nego', 'peto')               |       3.98 |     5
('ago', 'assentio')            |       3.97 |     4
('periculum', 'vir')           |       3.97 |     3
('discessus', 'vero')          |       3.97 |     3
('conservo', 'vero')           |       3.97 |     3
('iuventus', 'vero')           |       3.97 |     3
('capio', 'nescio')            |       3.97 |     3
('cicero', 'gravis')           |       3.97 |     3
('ante', 'lego')               |       3.97 |     4
('coniunctio', 'pompeius')     |       3.97 |     4
('adiungo', 'causa')           |       3.97 |     3
('frater', 'metus')            |       3.97 |     4
('paucus', 'peto')             |       3.96 |     3
('guberno', 'nunc')            |       3.96 |     4
('animus', 'induco')           |       3.96 |     4
('fluxus', 'res')              |       3.95 |     4
('advorsus', 'res')            |       3.95 |     4
('cohors', 'iter')             |       3.95 |     3
('brutus', 'consultum')        |       3.95 |     4
('advento', 'iam')             |       3.94 |     3
('consul', 'item')             |       3.94 |     5
('consulatus', 'peto')         |       3.94 |     4
('lex', 'neglego')             |       3.94 |     3
('amplus', 'tam')              |       3.94 |     4
('despero', 'lex')             |       3.94 |     3
('lex', 'syngrapha')           |       3.94 |     3
('plebs', 'populus')           |       3.94 |     7
('curo', 'polliceor')          |       3.93 |     4
('decerno', 'respondeo')       |       3.93 |     3
('aliquando', 'tantus')        |       3.93 |     3
('cato', 'comitium')           |       3.93 |     5
('debeo', 'edictum')           |       3.93 |     3
('copia', 'quoque')            |       3.93 |     3
('alter', 'consularis')        |       3.93 |     4
('alter', 'rescribo')          |       3.93 |     4
('diu', 'manus')               |       3.93 |     3
('prosum', 'publicus')         |       3.93 |     8
('animadverto', 'exspecto')    |       3.93 |     4
('gaius', 'populus')           |       3.93 |     3
('amo', 'diligo')              |       3.93 |     6
('contio', 'voluntas')         |       3.93 |     4
('plebs', 'repr(eh)endo')      |       3.93 |     4
('asia', 'ubi')                |       3.93 |     3
('consilium', 'miror')         |       3.92 |     4
('rogatio', 'senatus')         |       3.92 |    10
('accuso', 'hic')              |       3.92 |     3
('civis', 'urbs')              |       3.92 |     4
('fio', 'invitus')             |       3.92 |     4
('fio', 'syngrapha')           |       3.92 |     3
('adventus', 'spero')          |       3.92 |     5
('amor', 'discedo')            |       3.92 |     3
('addo', 'liber')              |       3.92 |     3
('graecus', 'liber')           |       3.92 |     3
('affero', 'thessalonica')     |       3.91 |     4
('munio', 'ut')                |       3.91 |     4
('corcyra', 'ut')              |       3.91 |     3
('prior', 'ut')                |       3.91 |     3
('fannius', 'ut')              |       3.91 |     3
('meditor', 'ut')              |       3.91 |     3
('mora', 'ut')                 |       3.91 |     3
('inquam', 'quasi')            |       3.90 |     3
('inquam', 'narro')            |       3.90 |     3
('animus', 'augeo')            |       3.90 |     3
('provincia', 'sumptus')       |       3.90 |     3
('diligentia', 'summus')       |       3.90 |     4
('neque', 'praeterea')         |       3.90 |     4
('non', 'requies')             |       3.90 |     6
('cupio', 'status')            |       3.90 |     3
('enumero', 'non')             |       3.90 |     3
('incolumitas', 'non')         |       3.90 |     3
('non', 'vetustas')            |       3.90 |     3
('ablego', 'non')              |       3.90 |     3
('mediocre', 'non')            |       3.90 |     3
('cosconius', 'non')           |       3.90 |     3
('quintus', 'sextilis')        |       3.90 |     4
('forte', 'quintus')           |       3.90 |     4
('cilicia', 'quintus')         |       3.90 |     4
('curo', 'propono')            |       3.90 |     3
('arbitror', 'constituo')      |       3.90 |     3
('committo', 'gero')           |       3.90 |     3
('gladiator', 'quaero')        |       3.90 |     3
('brundisium', 'reddo')        |       3.90 |     3
('brundisium', 'cognosco')     |       3.90 |     3
('mando', 'reddo')             |       3.90 |     3
('medeor', 'scribo')           |       3.90 |     5
('clodius', 'plebs')           |       3.89 |     7
('magnus', 'prudentia')        |       3.89 |     4
('graecus', 'relinquo')        |       3.89 |     3
('relinquo', 'tusculanus')     |       3.89 |     3
('ingratus', 'tam')            |       3.89 |     3
('igitur', 'lego')             |       3.89 |     3
('nimium', 'tam')              |       3.89 |     3
('modo', 'pomponius')          |       3.89 |     4
('incido', 'modo')             |       3.89 |     4
('mando', 'novus')             |       3.89 |     4
('novus', 'recipio')           |       3.89 |     3
('effugio', 'homo')            |       3.89 |     3
('celeritas', 'homo')          |       3.89 |     3
('gratia', 'pono')             |       3.89 |     3
('diligo', 'dolor')            |       3.88 |     3
('sententia', 'urbs')          |       3.88 |     6
('italia', 'vita')             |       3.88 |     3
('sapientia', 'video')         |       3.88 |     3
('oleo', 'video')              |       3.88 |     3
('ago', 'suscenseo')           |       3.88 |     3
('cistophorus', 'video')       |       3.88 |     3
('bibulus', 'desum')           |       3.88 |     3
('exiguus', 'video')           |       3.88 |     3
('evanesco', 'video')          |       3.88 |     3
('ago', 'totie(n)s')           |       3.88 |     3
('video', 'xvii')              |       3.88 |     3
('varie', 'video')             |       3.88 |     3
('quotiens', 'video')          |       3.88 |     6
('mollitia', 'video')          |       3.88 |     3
('locus', 'morior')            |       3.88 |     4
('catilina', 'diu')            |       3.87 |     3
('catilina', 'vivo')           |       3.87 |     3
('prope', 'spero')             |       3.87 |     3
('certus', 'statim')           |       3.87 |     6
('certus', 'rumor')            |       3.87 |     3
('spero', 'varro')             |       3.87 |     3
('parthus', 'summus')          |       3.87 |     3
('spero', 'sumptus')           |       3.87 |     3
('neque', 'solus')             |       3.87 |     3
('neque', 'quasi')             |       3.87 |     3
('affligo', 'neque')           |       3.87 |     3
('casus', 'fero')              |       3.87 |     6
('cappadocia', 'consilium')    |       3.87 |     3
('auctoritas', 'gravis')       |       3.87 |     3
('greek.expression', 'murus')  |       3.87 |     7
('curiosus', 'greek.expression') |       3.87 |     7
('africanus', 'greek.expression') |       3.87 |     7
('monetary.expression', 'scio') |       3.87 |     4
('doceo', 'ne')                |       3.86 |     4
('acriter', 'senatus')         |       3.86 |     3
('fraus', 'senatus')           |       3.86 |     3
('loquor', 'soror')            |       3.86 |     3
('iter', 'molestus')           |       3.86 |     3
('loquor', 'suspicor')         |       3.86 |     3
('gabinius', 'tum')            |       3.86 |     3
('syngrapha', 'tum')           |       3.86 |     3
('defero', 'pompeius')         |       3.86 |     9
('parum', 'tueor')             |       3.86 |     3
('adiungo', 'consul')          |       3.86 |     3
('aestimo', 'consul')          |       3.86 |     3
('consul', 'loco')             |       3.86 |     3
('etiam', 'timidus')           |       3.85 |     4
('turranius', 'volo')          |       3.85 |     3
('bibliotheca', 'volo')        |       3.85 |     5
('etiam', 'familiariter')      |       3.85 |     3
('consuesco', 'etiam')         |       3.85 |     3
('cesso', 'etiam')             |       3.85 |     4
('etiam', 'istinc')            |       3.85 |     3
('maias', 'proficiscor')       |       3.85 |     4
('brundisium', 'proficiscor')  |       3.85 |     5
('germanus', 'volo')           |       3.85 |     3
('antonius', 'audio')          |       3.85 |     3
('plebs', 'restituo')          |       3.85 |     3
('audio', 'recte')             |       3.85 |     3
('audio', 'quaeso')            |       3.85 |     3
('debeo', 'vis')               |       3.85 |     3
('debeo', 'profecto')          |       3.85 |     3
('solum', 'urbs')              |       3.84 |     3
('gaius', 'soleo')             |       3.84 |     3
('decerno', 'sententia')       |       3.84 |     4
('amans', 'frater')            |       3.84 |     3
('admoneo', 'frater')          |       3.84 |     3
('reliquus', 'thessalonica')   |       3.84 |     3
('adhuc', 'omnis')             |       3.84 |     3
('cur', 'frater')              |       3.84 |     3
('dies', 'paucus')             |       3.83 |     9
('enim', 'tigranes')           |       3.83 |     3
('enim', 'recordatio')         |       3.83 |     3
('enim', 'quot')               |       3.83 |     3
('enim', 'vigilo')             |       3.83 |     3
('enim', 'exorior')            |       3.83 |     3
('consilium', 'perturbo')      |       3.83 |     5
('furnius', 'venio')           |       3.83 |     4
('arbitror', 'iudico')         |       3.83 |     3
('curo', 'molestia')           |       3.83 |     4
('habeo', 'par')               |       3.83 |     7
('absolvo', 'iudicium')        |       3.83 |     3
('habeo', 'integritas')        |       3.83 |     3
('genus', 'oratio')            |       3.83 |     3
('bene', 'multo')              |       3.83 |     3
('festivus', 'habeo')          |       3.83 |     3
('habeo', 'quot')              |       3.83 |     3
('patior', 'praesertim')       |       3.83 |     3
('habeo', 'scrofa')            |       3.83 |     3
('concordia', 'mitto')         |       3.83 |     3
('contraho', 'mitto')          |       3.83 |     3
('clodius', 'populus')         |       3.82 |     5
('decerno', 'senatus')         |       3.82 |    14
('et', 'sentio')               |       3.82 |     3
('catilina', 'copia')          |       3.82 |     3
('consularis', 'fero')         |       3.81 |     7
('do', 'posthac')              |       3.81 |     8
('aestimo', 'bonus')           |       3.81 |     3
('ita', 'propono')             |       3.81 |     6
('ita', 'sileo')               |       3.81 |     3
('caesar', 'exitus')           |       3.81 |     3
('cum', 'profecto')            |       3.81 |     3
('consolatio', 'ita')          |       3.81 |     3
('cado', 'caesar')             |       3.81 |     3
('delecto', 'nuntio')          |       3.81 |     3
('commoveo', 'pars')           |       3.81 |     3
