============================================================
CICERO: TOP COLLOCATIONS by PMI (Inseparability)
============================================================

Collocation                    | PMI        | Count
------------------------------------------------------------
('menelaus', 'pastor')         |      11.63 |     3
('idaeus', 'menelaus')         |      11.63 |     3
('derogo', 'obrogo')           |      11.22 |     3
('britannia', 'obses')         |      11.22 |     3
('acceptum', 'quotiens')       |      11.22 |     3
('coniunx', 'quotiens')        |      11.22 |     3
('februar', 'laenius')         |      10.90 |     3
('ceno', 'deversorium')        |      10.63 |     3
('abrogo', 'saepio')           |      10.50 |     5
('aquinum', 'arcanum')         |      10.46 |     4
('artavasdes', 'cappadocia')   |      10.41 |     3
('commentarium', 'graece')     |      10.22 |     3
('abrogatio', 'abrogo')        |      10.17 |     4
('divortium', 'menelaus')      |      10.05 |     3
('minus', 'nihilominus')       |      10.05 |     3
('antiochus', 'gabinius')      |      10.05 |     3
('gabinius', 'sopolis')        |      10.05 |     3
('gabinius', 'pictor')         |      10.05 |     3
('aphractum', 'rhodius')       |      10.05 |     3
('iussus', 'scitus')           |       9.90 |     3
('apamea', 'triduum')          |       9.90 |     3
('synnada', 'triduum')         |       9.90 |     3
('curro', 'ingredior')         |       9.83 |     4
('comparo', 'moenia')          |       9.63 |     3
('demonsto', 'unus')           |       9.63 |     3
('introeo', 'septimus')        |       9.63 |     3
('brundisinus', 'natalis')     |       9.63 |     3
('britannia', 'praeda')        |       9.63 |     3
('cilicia', 'pyla')            |       9.63 |     3
('cente(n)simus', 'quaterni')  |       9.63 |     3
('abrogo', 'difficultas')      |       9.50 |     5
('armenius', 'cappadocia')     |       9.41 |     3
('cappadocia', 'excludo')      |       9.41 |     3
('cyprius', 'insula')          |       9.31 |     3
('cappadocia', 'cybistra')     |       9.24 |     4
('atticus', 'mel')             |       9.22 |     3
('marianus', 'rex')            |       9.22 |     3
('quousque', 'rex')            |       9.22 |     3
('censor', 'proavus')          |       9.22 |     3
('quotiens', 'totie(n)s')      |       9.22 |     3
('noctu', 'septimus')          |       9.05 |     3
('pontius', 'trebulanus')      |       8.99 |     4
('derogo', 'promulgo')         |       8.90 |     3
('obrogo', 'promulgo')         |       8.90 |     3
('clementer', 'solvo')         |       8.90 |     3
('centesima', 'solvo')         |       8.90 |     3
('capitolium', 'plausus')      |       8.83 |     3
('abstinentia', 'iustitia')    |       8.83 |     3
('quid', 'taceo')              |       8.76 |     3
('abrogo', 'derogo')           |       8.76 |     3
('abrogo', 'obrogo')           |       8.76 |     3
('cyprus', 'salaminii')        |       8.73 |     4
('aqua', 'arpinas')            |       8.63 |     4
('introduco', 'vettius')       |       8.63 |     3
('liberi', 'pecco')            |       8.63 |     3
('brundisinus', 'gratulatio')  |       8.63 |     3
('cente(n)simus', 'impudens')  |       8.63 |     3
('bini', 'trebulanus')         |       8.57 |     3
('syria', 'taurus')            |       8.57 |     3
('brutus', 'impingo')          |       8.57 |     3
('contemno', 'menelaus')       |       8.46 |     3
('accurro', 'necesse')         |       8.41 |     3
('orodes', 'parthus')          |       8.35 |     4
('ad', 'quemadmodum')          |       8.31 |    10
('modum', 'quemadmodum')       |       8.31 |    10
('ad', 'modum')                |       8.31 |    10
('moror', 'triduum')           |       8.31 |     3
('matinius', 'salaminii')      |       8.31 |     3
('commendo', 'matinius')       |       8.31 |     3
('allium', 'iudex')            |       8.26 |     3
('contentus', 'impudens')      |       8.22 |     3
('impudens', 'stultus')        |       8.22 |     3
('kal', 'obnuntio')            |       8.17 |     3
('diligentia', 'miserabilis')  |       8.13 |     3
('spatium', 'via')             |       8.13 |     3
('loco', 'porticus')           |       8.09 |     3
('nitor', 'unus')              |       8.05 |     3
('pugio', 'vettius')           |       8.05 |     3
('catulus', 'porticus')        |       7.99 |     4
('neque', 'recingo')           |       7.99 |     4
('campus', 'obnuntio')         |       7.93 |     3
('aquinum', 'postridie')       |       7.93 |     3
('debeo', 'perduco')           |       7.93 |     3
('matinius', 'scaptius')       |       7.91 |     5
('solvo', 'tributum')          |       7.90 |     3
('solvo', 'sors')              |       7.90 |     3
('accusator', 'reus')          |       7.85 |     4
('collega', 'religio')         |       7.85 |     4
('bonum', 'magister')          |       7.83 |     3
('aspicio', 'offero')          |       7.83 |     3
('cappadocia', 'cilicia')      |       7.83 |     6
('erogo', 'nummus')            |       7.83 |     3
('iudicium', 'plumbeus')       |       7.83 |     3
('caecilius', 'satyrus')       |       7.76 |     3
('civilis', 'pax')             |       7.76 |     3
('beneficium', 'quotiens')     |       7.76 |     3
('orbis', 'terra')             |       7.73 |     3
('mors', 'privo')              |       7.73 |     3
('cilicia', 'taurus')          |       7.73 |     4
('mare', 'terra')              |       7.73 |     3
('cappadocia', 'parthus')      |       7.71 |     6
('consulatus', 'graece')       |       7.70 |     6
('erratum', 'metellus')        |       7.70 |     3
('ambitio', 'unus')            |       7.63 |     3
('amicitia', 'remitto')        |       7.63 |     3
('curio', 'introduco')         |       7.63 |     3
('britannia', 'impero')        |       7.63 |     3
('castra', 'iconium')          |       7.63 |     3
('cente(n)simus', 'contentus') |       7.63 |     3
('cente(n)simus', 'stultus')   |       7.63 |     3
('edictum', 'usura')           |       7.63 |     3
('inquam', 'opertum')          |       7.60 |     3
('calidus', 'inquam')          |       7.60 |     3
('inquam', 'marianus')         |       7.60 |     3
('inquam', 'quousque')         |       7.60 |     3
('furnius', 'inanis')          |       7.57 |     3
('brutus', 'quaternus')        |       7.57 |     3
('honestum', 'neque')          |       7.57 |     3
('fasti', 'paucus')            |       7.55 |     3
('credo', 'pragmaticus')       |       7.55 |     3
('aes', 'alienus')             |       7.55 |     5
('catilina', 'profugio')       |       7.52 |     3
('sumptus', 'terruncius')      |       7.52 |     3
('derogo', 'licet')            |       7.50 |     4
('licet', 'obrogo')            |       7.50 |     4
('afficio', 'voluptas')        |       7.50 |     4
('convicium', 'plenus')        |       7.50 |     5
('caedes', 'incendium')        |       7.46 |     5
('ianuarius', 'mensis')        |       7.46 |     5
('iunias', 'thessalonica')     |       7.46 |     3
('ignosco', 'pecco')           |       7.46 |     3
('condemno', 'gabinius')       |       7.46 |     3
('achaia', 'proficiscor')      |       7.44 |     3
('hostis', 'syria')            |       7.44 |     3
('proficiscor', 'sicyon')      |       7.44 |     3
('sordidus', 'tam')            |       7.43 |     5
('praecise', 'tam')            |       7.43 |     5
('aspicio', 'luctus')          |       7.41 |     3
('patria', 'quotiens')         |       7.41 |     3
('menelaus', 'solum')          |       7.39 |     3
('milo', 'obnuntio')           |       7.39 |     3
('cicero', 'inpono')           |       7.36 |     3
('egredior', 'vox')            |       7.31 |     3
('exsilium', 'invidia')        |       7.31 |     4
('absolvo', 'accusator')       |       7.31 |     4
('difficilis', 'palam')        |       7.31 |     3
('cilicia', 'tarsus')          |       7.31 |     3
('brutus', 'praefectura')      |       7.31 |     5
('bibulus', 'pugio')           |       7.29 |     4
('pars', 'repugno')            |       7.26 |     3
('graecus', 'latinus')         |       7.24 |     4
('pontifex', 'sequor')         |       7.24 |     5
('gravis', 'iconium')          |       7.24 |     3
('adeo', 'legatus')            |       7.22 |     3
('luctus', 'maeror')           |       7.22 |     3
('idus', 'vi')                 |       7.22 |     3
('maias', 'vi')                |       7.22 |     3
('contentus', 'stultus')       |       7.22 |     3
('deus', 'immortalis')         |       7.20 |     5
('publice', 'sumptus')         |       7.20 |     3
('gravitas', 'plenus')         |       7.17 |     4
('ager', 'campanus')           |       7.17 |     5
('iiii', 'kal')                |       7.17 |     4
('abrogo', 'observo')          |       7.17 |     4
('populus', 'scitus')          |       7.17 |     3
('cyprus', 'scaptius')         |       7.17 |     3
('scaptius', 'subduco')        |       7.17 |     3
('consultum', 'quaternus')     |       7.17 |     3
('corfinium', 'ecce')          |       7.17 |     3
('insignis', 'praeterea')      |       7.13 |     3
('imago', 'metellus')          |       7.11 |     3
('pomponius', 'titus')         |       7.09 |     3
('gallia', 'legatus')          |       7.05 |     4
('impono', 'vulnus')           |       7.05 |     3
('absolvo', 'condemno')        |       7.05 |     4
('inde', 'ventus')             |       7.05 |     3
('curio', 'plaudo')            |       7.05 |     3
('fallo', 'morior')            |       7.05 |     4
('ius', 'syngrapha')           |       7.02 |     7
('salaminii', 'scaptius')      |       7.02 |     9
('condicio', 'pax')            |       7.00 |     4
('porticus', 'restituo')       |       6.99 |     3
('lucius', 'subscribo')        |       6.97 |     3
('ius', 'suscenseo')           |       6.97 |     3
('ius', 'veto')                |       6.97 |     3
('monetary.expression', 'rescribo') |       6.96 |     4
('pes', 'unde')                |       6.95 |     3
('pontifex', 'religio')        |       6.95 |     3
('reus', 'scaurus')            |       6.95 |     3
('dissimulo', 'metuo')         |       6.93 |     3
('cilicia', 'parthus')         |       6.93 |     6
('ceno', 'quasi')              |       6.93 |     3
('messalla', 'scaurus')        |       6.92 |     4
('iiii', 'pompeianus')         |       6.90 |     3
('adimo', 'brundisium')        |       6.90 |     3
('idus', 'trebulanus')         |       6.90 |     3
('idus', 'pontius')            |       6.90 |     3
('maias', 'trebulanus')        |       6.90 |     3
('maias', 'pontius')           |       6.90 |     3
('institutum', 'solvo')        |       6.90 |     3
('laenius', 'laodicea')        |       6.90 |     3
('et', 'laudator')             |       6.88 |     3
('marcus', 'matinius')         |       6.88 |     3
('gabinius', 'syngrapha')      |       6.88 |     3
('abrogo', 'promulgo')         |       6.85 |     4
('gaudeo', 'laetor')           |       6.83 |     3
('antium', 'nonas')            |       6.83 |     3
('antium', 'specto')           |       6.83 |     3
('candidatus', 'scaurus')      |       6.83 |     3
('memmius', 'xeno')            |       6.83 |     3
('memmius', 'patro')           |       6.83 |     3
('cappadocia', 'castra')       |       6.83 |     4
('britannia', 'pecunia')       |       6.83 |     3
('auctor', 'flavius')          |       6.81 |     3
('campus', 'kal')              |       6.80 |     5
('kal', 'nox')                 |       6.80 |     5
('bellum', 'civilis')          |       6.78 |     4
('ager', 'divido')             |       6.76 |     3
('plebs', 'scitus')            |       6.76 |     3
('eodem', 'plenus')            |       6.76 |     3
('hercule', 'mehercule')       |       6.73 |    29
('deus', 'pugna')              |       6.73 |     3
('aulius', 'filius')           |       6.73 |     3
('pecco', 'restituo')          |       6.73 |     3
('gabinius', 'hora')           |       6.73 |     3
('etsi', 'terra')              |       6.73 |     3
('filius', 'orodes')           |       6.73 |     3
('denique', 'laenius')         |       6.73 |     3
('mensis', 'taurus')           |       6.73 |     3
('iunius', 'mensis')           |       6.73 |     3
('graeci', 'sequor')           |       6.73 |     3
('cohors', 'corfinium')        |       6.73 |     3
('ample', 'cohors')            |       6.73 |     3
('exercitus', 'syria')         |       6.73 |     4
('affligo', 'aspicio')         |       6.71 |     3
('consulatus', 'scriptum')     |       6.70 |     3
('pendeo', 'tam')              |       6.70 |     3
('palma', 'tam')               |       6.70 |     3
('andromacha', 'tam')          |       6.70 |     3
('africanus', 'metellus')      |       6.70 |     3
('excrucio', 'tam')            |       6.70 |     3
('insuetus', 'tam')            |       6.70 |     3
('quantum', 'tantum')          |       6.69 |    11
('opus', 'peregrinatio')       |       6.69 |     4
('amens', 'consilium')         |       6.68 |     3
('coarto', 'consilium')        |       6.68 |     3
('augur', 'consul')            |       6.66 |     3
('confirmo', 'promitto')       |       6.65 |     3
('mentio', 'rex')              |       6.63 |     4
('laodicea', 'sextilis')       |       6.63 |     6
('edictum', 'graeci')          |       6.63 |     3
('civis', 'quotiens')          |       6.63 |     3
('exsilium', 'vix')            |       6.61 |     4
('aqua', 'inquam')             |       6.60 |     6
('devoro', 'inquam')           |       6.60 |     3
('quare', 're')                |       6.59 |    33
('plebs', 'tribulis')          |       6.59 |     4
('ager', 'possessio')          |       6.59 |     4
('ubi', 'vatinius')            |       6.59 |     3
('amo', 'ingredior')           |       6.59 |     4
('gabinius', 'post')           |       6.59 |     3
('quotiens', 'vivo')           |       6.57 |     3
('campus', 'nox')              |       6.55 |     5
('clodius', 'tribulis')        |       6.55 |     3
('clodius', 'traduco')         |       6.55 |     3
('paucus', 'scriba')           |       6.55 |     3
('quartus', 'tertius')         |       6.52 |     3
('affligo', 'luctus')          |       6.52 |     3
('bellum', 'parthicus')        |       6.51 |     5
('pecunia', 'salaminii')       |       6.50 |     6
('eques', 'praefectus')        |       6.50 |     3
('decedo', 'salaminii')        |       6.50 |     4
('campus', 'milo')             |       6.49 |     7
('bellum', 'pax')              |       6.49 |     9
('aquinum', 'quintus')         |       6.48 |     6
('peto', 'tribunatus')         |       6.46 |     4
('deiotarus', 'rex')           |       6.46 |     4
('domitius', 'satyrus')        |       6.46 |     3
('contemno', 'prorsus')        |       6.46 |     3
('contentio', 'impendeo')      |       6.46 |     3
('advolo', 'firmus')           |       6.46 |     3
('avunculus', 'probo')         |       6.46 |     3
('concursus', 'incredibilis')  |       6.46 |     3
('fanum', 'peto')              |       6.46 |     3
('domitius', 'vibullius')      |       6.46 |     3
('ager', 'vectigal')           |       6.44 |     3
('ager', 'sileo')              |       6.44 |     3
('audax', 'proficiscor')       |       6.44 |     3
('hora', 'kal')                |       6.44 |     3
('ibi', 'trebulanus')          |       6.44 |     3
('scaptius', 'tarsus')         |       6.44 |     3
('clamo', 'scaptius')          |       6.44 |     3
('oppugno', 'proficiscor')     |       6.44 |     3
('humilis', 'tam')             |       6.43 |     5
('publius', 'tribulis')        |       6.42 |     3
('matinius', 'publius')        |       6.42 |     3
('consultum', 'syngrapha')     |       6.42 |     8
('hereditas', 'rex')           |       6.41 |     3
('caelum', 'servo')            |       6.41 |     3
('certo', 'gaudeo')            |       6.41 |     3
('censor', 'philotimus')       |       6.41 |     3
('eques', 'salaminii')         |       6.41 |     4
('cohors', 'legio')            |       6.41 |     4
('ecquis', 'exspecto')         |       6.39 |     4
('capio', 'usus')              |       6.39 |     4
('confirmo', 'possessio')      |       6.39 |     3
('milo', 'occido')             |       6.39 |     5
('ante', 'graece')             |       6.36 |     3
('pompeius', 'quini')          |       6.36 |     3
('iudiciarius', 'pompeius')    |       6.36 |     3
('dux', 'parthus')             |       6.35 |     3
('dies', 'taberna')            |       6.34 |     3
('dies', 'xiiii')              |       6.34 |     3
('dies', 'maias.')             |       6.34 |     3
('dies', 'obnuntiatio')        |       6.34 |     3
('dies', 'interpono')          |       6.34 |     3
('calo', 'dies')               |       6.34 |     3
('aspicio', 'perdo')           |       6.32 |     3
('consularis', 'nomino')       |       6.32 |     3
('an', 'annus')                |       6.32 |     3
('paucus', 'profero')          |       6.32 |     3
('adulescens', 'curio')        |       6.31 |     3
('britannia', 'conficio')      |       6.31 |     3
('graeci', 'solvo')            |       6.31 |     3
('ecce', 'nuntius')            |       6.30 |     3
('forensis', 'labor')          |       6.27 |     4
('quotiens', 'refero')         |       6.26 |     3
('kal', 'milo')                |       6.25 |     5
('concordia', 'ordo')          |       6.24 |     3
('gladius', 'iudicium')        |       6.24 |     3
('decerno', 'pontifex')        |       6.24 |     4
('quod', 'transeo')            |       6.23 |     4
('formianus', 'pompeianus')    |       6.22 |     4
('arcanum', 'quintus')         |       6.22 |     5
('fufius', 'hortensius')       |       6.22 |     3
('iiii', 'maias')              |       6.22 |     3
('idus', 'maias')              |       6.22 |     6
('idus', 'iii')                |       6.22 |     3
('multus', 'quadro')           |       6.21 |     3
('mensis', 'quintilis')        |       6.20 |     5
('exiguus', 'spes')            |       6.20 |     3
('hora', 'nox')                |       6.20 |     3
('cassius', 'parthus')         |       6.20 |     3
('fugio', 'vinco')             |       6.20 |     3
('caritas', 'senatus')         |       6.19 |     3
('iubeo', 'suadeo')            |       6.17 |     3
('impendeo', 'scelus')         |       6.17 |     3
('caecilius', 'unus')          |       6.17 |     3
('consuetudo', 'existimo')     |       6.17 |     3
('domesticus', 'forensis')     |       6.17 |     4
('ubi', 'vivus')               |       6.17 |     3
('abundo', 'amo')              |       6.17 |     3
('abrogo', 'verus')            |       6.17 |     3
('abicio', 'pes')              |       6.17 |     3
('candidatus', 'reus')         |       6.17 |     3
('cedo', 'oppidum')            |       6.17 |     3
('cente(n)simus', 'scaptius')  |       6.17 |     3
('crassipes', 'domus')         |       6.17 |     3
('bonum', 'milo')              |       6.16 |     3
('et', 'summa')                |       6.14 |     3
('laenius', 'puer')            |       6.14 |     3
('formianus', 'maias')         |       6.13 |     6
('defero', 'impetus')          |       6.13 |     3
('accuso', 'desino')           |       6.13 |     3
('defero', 'triumphus')        |       6.13 |     3
('contraho', 'copia')          |       6.13 |     4
('derogo', 'lex')              |       6.11 |     3
('lex', 'obrogo')              |       6.11 |     3
('collega', 'sententia')       |       6.10 |     4
('lego', 'quamquam')           |       6.09 |     3
('illuc', 'licet')             |       6.09 |     3
('committo', 'provideo')       |       6.09 |     3
('pactio', 'solvo')            |       6.09 |     3
('profecto', 'utinam')         |       6.09 |     4
('civitas', 'syngrapha')       |       6.07 |     4
('aestiva', 'quintus')         |       6.07 |     3
('calvus', 'greek.expression') |       6.06 |     8
('formianus', 'tusculanus')    |       6.06 |     5
('magnus', 'vinea')            |       6.06 |     3
('magnus', 'turris')           |       6.06 |     3
('altus', 'magnus')            |       6.06 |     3
('magnus', 'tormentum')        |       6.06 |     3
('magnus', 'sagittarius')      |       6.06 |     3
('oratio', 'perpetuus')        |       6.05 |     3
('includo', 'oratio')          |       6.05 |     3
('appello', 'rex')             |       6.05 |     5
('absolvo', 'libet')           |       6.05 |     3
('admoneo', 'soror')           |       6.05 |     3
('magnes', 'mitto')            |       6.05 |     4
('regnum', 'rex')              |       6.05 |     3
('peto', 'praefectura')        |       6.05 |     3
('corfinium', 'exercitus')     |       6.05 |     3
('cicero', 'praeceptum')       |       6.04 |     3
('eo', 'relevo')               |       6.03 |     3
('inquam', 'patronus')         |       6.02 |     4
('inquam', 'rescindo')         |       6.02 |     3
('alter', 'bini')              |       6.02 |     5
('marcellinus', 'sententia')   |       6.01 |     3
('milo', 'nox')                |       6.01 |     5
('censeo', 'propono')          |       5.99 |     3
('neque', 'sulpicius')         |       5.99 |     3
('liberi', 'neque')            |       5.99 |     4
('confido', 'signum')          |       5.99 |     3
('lucius', 'servius')          |       5.97 |     3
('capio', 'cincius')           |       5.97 |     3
('plebs', 'tribunus')          |       5.97 |    32
('athenae', 'quintilis')       |       5.96 |     4
('exsto', 'opus')              |       5.95 |     4
('effugio', 'iudex')           |       5.94 |     3
('ostendo', 'unus')            |       5.93 |     3
('mando', 'narro')             |       5.93 |     5
('castra', 'parthus')          |       5.93 |     4
('imperium', 'transeo')        |       5.93 |     3
('maias', 'pompeianus')        |       5.90 |     3
('promulgo', 'rogatio')        |       5.90 |     3
('accipio', 'titinius')        |       5.88 |     3
('inde', 'sextilis')           |       5.88 |     4
('abrogo', 'lex')              |       5.87 |    14
('ascribo', 'salus')           |       5.87 |     4
('greek.expression', 'nanneianus') |       5.87 |     7
('greek.expression', 'rhinton') |       5.87 |     7
('greek.expression', 'sophocles') |       5.87 |     7
('praetermitto', 'scelus')     |       5.85 |     3
('facile', 'nusquam')          |       5.85 |     3
('aes', 'nisi')                |       5.85 |     3
('nominatim', 'populus')       |       5.85 |     3
('consultum', 'porticus')      |       5.85 |     3
('publicanus', 'tabellarius')  |       5.85 |     3
('brutus', 'scaptius')         |       5.85 |    10
('noceo', 'tam')               |       5.85 |     5
('profecto', 'varro')          |       5.85 |     4
('nomino', 'oratio')           |       5.83 |     3
('multo', 'praedico')          |       5.83 |     3
('antium', 'maias')            |       5.83 |     4
('bene', 'male')               |       5.83 |     3
('invitus', 'memmius')         |       5.83 |     3
('cente(n)simus', 'postulo')   |       5.83 |     3
('piso', 'rogatio')            |       5.83 |     4
('interea', 'otium')           |       5.83 |     3
('discedo', 'revertor')        |       5.83 |     3
('brutus', 'regnum')           |       5.82 |     4
('intercedo', 'nox')           |       5.82 |     3
('caesar', 'crucio')           |       5.81 |     3
('hiberna', 'quintus')         |       5.81 |     5
('capio', 'miror')             |       5.80 |     3
('desperatio', 'modo')         |       5.79 |     3
('do', 'frustra')              |       5.79 |     7
('curio', 'vettius')           |       5.79 |     5
('aliquanto', 'ante')          |       5.78 |     3
('privo', 'urbs')              |       5.77 |     3
('ornamentum', 'urbs')         |       5.77 |     3
('contraho', 'praesidium')     |       5.77 |     3
('consulo', 'iubeo')           |       5.76 |     3
('religio', 'rogatio')         |       5.76 |     3
('plebs', 'tribunatus')        |       5.76 |     3
('pes', 'soror')               |       5.76 |     3
('desero', 'mens')             |       5.76 |     3
('domus', 'quotiens')          |       5.76 |     3
('fufius', 'tribunus')         |       5.75 |     5
('antias', 'roma')             |       5.74 |     3
('hui', 'roma')                |       5.74 |     3
('antium', 'formianus')        |       5.74 |     4
('procedo', 'venio')           |       5.74 |     3
('venio', 'versiculus')        |       5.74 |     3
('arpinus', 'venio')           |       5.74 |     3
('comitium', 'differo')        |       5.73 |     4
('antonius', 'cogo')           |       5.73 |     3
('impero', 'solvo')            |       5.73 |     4
('pecco', 'potius')            |       5.73 |     3
('candidatus', 'messalla')     |       5.73 |     3
('cohors', 'committo')         |       5.73 |     5
('malo', 'vinco')              |       5.73 |     6
('cohors', 'idus')             |       5.73 |     4
('liber', 'quotiens')          |       5.73 |     3
('doleo', 'mens')              |       5.72 |     4
('catilina', 'educo')          |       5.71 |     3
('obviam', 'statim')           |       5.71 |     3
('exspectatio', 'varro')       |       5.71 |     3
('pomptinus', 'rumor')         |       5.71 |     3
('forum', 'usque')             |       5.70 |     5
('relinquo', 'sordes')         |       5.70 |     3
('relinquo', 'trado')          |       5.70 |     3
('consulatus', 'triumphus')    |       5.70 |     3
('infamis', 'tam')             |       5.70 |     3
('peraeque', 'tam')            |       5.70 |     3
('hic', 'istic')               |       5.69 |     3
('pecco', 'vehementer')        |       5.68 |     3
('consilium', 'temeritas')     |       5.68 |     3
('consularis', 'pes')          |       5.67 |     3
('abrogo', 'quomodo')          |       5.67 |     3
('absum', 'longe')             |       5.67 |     5
('brutus', 'salaminii')        |       5.67 |     4
('aspiro', 'consul')           |       5.66 |     3
('civitas', 'sano')            |       5.66 |     3
('gravis', 'levis')            |       5.66 |     3
('bibulus', 'caelum')          |       5.66 |     3
('exspectatio', 'thessalonica') |       5.66 |     4
('octobris', 'puer')           |       5.66 |     3
('ianuarius', 'voluntas')      |       5.65 |     3
('compitalia', 'greek.expression') |       5.65 |     6
('balineum', 'greek.expression') |       5.65 |     6
('hora', 'milo')               |       5.65 |     3
('greek.expression', 'trebonius') |       5.65 |     6
('impendeo', 'invidia')        |       5.63 |     3
('gloria', 'invidia')          |       5.63 |     3
('dissimilitudo', 'mitto')     |       5.63 |     3
('reditus', 'servo')           |       5.63 |     3
('castra', 'cilicia')          |       5.63 |     3
('monetary.expression', 'nolo') |       5.63 |     3
('accipio', 'britannia')       |       5.62 |     5
('campus', 'comitium')         |       5.61 |     8
('infirmo', 'spes')            |       5.61 |     3
('satisfacio', 'varro')        |       5.61 |     3
('auris', 'sermo')             |       5.60 |     3
('molestia', 'tusculanus')     |       5.60 |     3
('impetro', 'postulo')         |       5.60 |     3
('arpinas', 'inquam')          |       5.60 |     6
('antium', 'tusculanus')       |       5.60 |     3
('appius', 'pontifex')         |       5.60 |     3
('provincia', 'terruncius')    |       5.60 |     3
('appius', 'praefectus')       |       5.60 |     3
('annona', 'senatus')          |       5.60 |     4
('senatus', 'virgo')           |       5.60 |     4
('populus', 'transigo')        |       5.59 |     3
('consultum', 'recito')        |       5.59 |     3
('pecunia', 'scaptius')        |       5.59 |     7
('scaptius', 'syngrapha')      |       5.59 |     3
('lucius', 'lucullus')         |       5.58 |     4
('committo', 'legio')          |       5.57 |     3
('admiratio', 'summus')        |       5.57 |     3
('neque', 'servius')           |       5.57 |     3
('neque', 'utilis')            |       5.57 |     6
('civilis', 'neque')           |       5.57 |     3
('do', 'placentia')            |       5.57 |     3
('deiotarus', 'filius')        |       5.56 |     4
('simul', 'unus')              |       5.55 |     3
('comparo', 'opera')           |       5.55 |     3
('morior', 'turpis')           |       5.55 |     3
('opus', 'promitto')           |       5.54 |     3
('egregius', 'metellus')       |       5.53 |     3
('consulatus', 'perficio')     |       5.53 |     3
('narro', 'rex')               |       5.52 |     3
('parthus', 'rex')             |       5.52 |     3
('pompeius', 'vindullus')      |       5.51 |     5
('postulo', 'princeps')        |       5.50 |     4
('audeo', 'committo')          |       5.50 |     4
('demitto', 'ut')              |       5.49 |     3
('num', 'omnino')              |       5.48 |     4
('religio', 'respondeo')       |       5.47 |     4
('distraho', 'magnus')         |       5.47 |     4
('maias', 'usque')             |       5.46 |     4
('demetrius', 'mitto')         |       5.46 |     4
('castra', 'inde')             |       5.46 |     4
('calendar.expression', 'ordo') |       5.46 |     3
('desero', 'significo')        |       5.46 |     3
('exercitus', 'obtineo')       |       5.46 |     3
('aliter', 'et')               |       5.46 |     3
('bibulus', 'edictum')         |       5.46 |     6
('fallo', 'significo')         |       5.46 |     3
('salus', 'tulliola')          |       5.46 |     3
('auctoritas', 'opto')         |       5.46 |     3
('cappadocia', 'pars')         |       5.46 |     3
('ante', 'hora')               |       5.45 |     4
('faenum', 'ne')               |       5.45 |     4
('modo', 'quomodo')            |       5.44 |    20
('durius', 'volo')             |       5.44 |     3
('idoneus', 'satis')           |       5.44 |     3
('nominatim', 'plebs')         |       5.44 |     3
('area', 'domus')              |       5.44 |     3
('iussus', 'plebs')            |       5.44 |     3
('commendo', 'scaptius')       |       5.44 |     3
('iubeo', 'salaminii')         |       5.44 |     3
('antonius', 'nuntio')         |       5.44 |     3
('profecto', 'quantum')        |       5.43 |     3
('accuso', 'affligo')          |       5.43 |     3
('adhuc', 'supersum')          |       5.42 |     3
('caput', 'tribunus')          |       5.42 |     8
('cedo', 'italia')             |       5.42 |     4
('domitius', 'ecce')           |       5.42 |     4
('gero', 'male')               |       5.41 |     3
('liberalis', 'valde')         |       5.41 |     3
('comes', 'neque')             |       5.41 |     4
('domitius', 'memmius')        |       5.39 |     5
('municipium', 'vero')         |       5.39 |     3
('lucius', 'magister')         |       5.39 |     3
('transigo', 'voluntas')       |       5.39 |     3
('accido', 'mos')              |       5.39 |     3
('ius', 'romanus')             |       5.39 |     3
('gallia', 'valeo')            |       5.39 |     3
('greek.expression', 'viridarium') |       5.39 |     5
('greek.expression', 'lepide') |       5.39 |     5
('calefio', 'greek.expression') |       5.39 |     5
('exspecto', 'viii')           |       5.39 |     3
('greek.expression', 'patina') |       5.39 |     5
('greek.expression', 'tyrotarichos') |       5.39 |     5
('greek.expression', 'raudusculum') |       5.39 |     5
('greek.expression', 'quietus') |       5.39 |     5
('alsus', 'greek.expression')  |       5.39 |     5
('dispono', 'greek.expression') |       5.39 |     5
('contero', 'greek.expression') |       5.39 |     5
('greek.expression', 'regno')  |       5.39 |     5
('greek.expression', 'suppedito') |       5.39 |     5
('formianus', 'inde')          |       5.38 |     4
('formianus', 'usque')         |       5.38 |     4
('ibi', 'tusculanus')          |       5.37 |     4
('abrogo', 'oportet')          |       5.37 |     3
('abrogo', 'licet')            |       5.37 |     5
('introduco', 'pompeius')      |       5.36 |     3
('fallo', 'studium')           |       5.36 |     3
('hercule', 'mirus')           |       5.36 |     3
('pompeius', 'vacatio')        |       5.36 |     3
('iam', 'moenia')              |       5.36 |     4
('caput', 'clodius')           |       5.35 |     7
('caedes', 'catilina')         |       5.35 |     3
('adhibeo', 'debeo')           |       5.35 |     3
('coepi', 'intercedo')         |       5.35 |     4
('luctus', 'tantus')           |       5.35 |     4
('debeo', 'egeo')              |       5.35 |     3
('copia', 'deiotarus')         |       5.35 |     3
('metuo', 'omnis')             |       5.35 |     3
('caput', 'plebs')             |       5.34 |     9
('inquam', 'rex')              |       5.34 |    10
('dies', 'introeo')            |       5.34 |     3
('apamea', 'dies')             |       5.34 |     3
('dies', 'synnada')            |       5.34 |     3
('contemno', 'soleo')          |       5.33 |     4
('iaceo', 'plane')             |       5.33 |     4
('dignitas', 'tueor')          |       5.32 |     3
