============================================================
CICERO: TOP PAIRS by FREQUENCY (Raw Count)
============================================================

Pair                           | Count
('genus', 'greek.expression')  |    12
('scribo', 'summus')           |    12
('bonus', 'littera')           |    12
('diligenter', 'non')          |    12
('cum', 'scribo')              |    12
('copia', 'non')               |    12
('tamen', 'tempus')            |    12
('do', 'nam')                  |    12
('audeo', 'non')               |    12
('affero', 'video')            |    12
('habeo', 'tum')               |    12
('dico', 'roma')               |    12
('bonus', 'multus')            |    12
('aio', 'non')                 |    12
('mitto', 'tamen')             |    12
('fio', 'quam')                |    12
('certus', 'ut')               |    12
('epistula', 'facio')          |    12
('greek.expression', 'opus')   |    12
('sane', 'scribo')             |    12
('ago', 'magis')               |    12
('accipio', 'epistula')        |    12
('fero', 'habeo')              |    12
('antium', 'greek.expression') |    12
('littera', 'publicus')        |    12
('etiam', 'fio')               |    12
('magis', 'tamen')             |    12
('neque', 'puto')              |    12
('ager', 'greek.expression')   |    12
('greek.expression', 'sentio') |    12
('bonus', 'causa')             |    12
('non', 'periculum')           |    12
('domitius', 'non')            |    12
('iter', 'possum')             |    12
('provincia', 'res')           |    12
('ita', 'scio')                |    12
('miseria', 'non')             |    12
('facio', 'gratus')            |    12
('inimicus', 'non')            |    12
('non', 'rogo')                |    12
('ne', 'sumptus')              |    12
('ita', 'magnus')              |    11
('consilium', 'dico')          |    11
('lucius', 'res')              |    11
('dico', 'nego')               |    11
('publicus', 'urbs')           |    11
('iam', 'magnus')              |    11
('homo', 'publicus')           |    11
('civis', 'res')               |    11
('italia', 'res')              |    11
('magnus', 'publicus')         |    11
('etiam', 'novus')             |    11
('ne', 'vita')                 |    11
('sic', 'tamen')               |    11
('ago', 'modus')               |    11
('refero', 'res')              |    11
('fero', 'volo')               |    11
('consul', 'fero')             |    11
('ne', 'voluntas')             |    11
('dolor', 'res')               |    11
('domus', 'possum')            |    11
('valeo', 'video')             |    11
('dies', 'exspecto')           |    11
('possum', 'sermo')            |    11
('homo', 'tam')                |    11
('possum', 'verum')            |    11
('copia', 'magnus')            |    11
('habeo', 'tribunus')          |    11
('ago', 'ita')                 |    11
('domus', 'res')               |    11
('dico', 'nam')                |    11
('littera', 'puer')            |    11
('littera', 'proficiscor')     |    11
('quintus', 'video')           |    11
('magis', 'nunc')              |    11
('peto', 'video')              |    11
('perspicio', 'scribo')        |    11
('non', 'publius')             |    11
('ago', 'frater')              |    11
('causa', 'nunc')              |    11
('accipio', 'video')           |    11
('dies', 'quam')               |    11
('quam', 'spero')              |    11
('causa', 'puto')              |    11
('quidem', 'valde')            |    11
('scio', 'tam')                |    11
('littera', 'tam')             |    11
('cogito', 'volo')             |    11
('habeo', 'ratio')             |    11
('curo', 'roma')               |    11
('hic', 'res')                 |    11
('curo', 'ne')                 |    11
('non', 'praesens')            |    11
('gratia', 'scribo')           |    11
('facio', 'vero')              |    11
('populus', 'res')             |    11
('re', 'scribo')               |    11
('locus', 'nunc')              |    11
('accido', 'possum')           |    11
('littera', 'quintus')         |    11
('mitto', 'quintus')           |    11
('frater', 'mitto')            |    11
('ita', 'littera')             |    11
('ne', 'proficiscor')          |    11
('epirus', 'proficiscor')      |    11
('athenae', 'venio')           |    11
('consilium', 'venio')         |    11
('littera', 'opus')            |    11
('do', 'satis')                |    11
('consilium', 'multus')        |    11
('magnus', 'scio')             |    11
('intellego', 'ne')            |    11
('curo', 'possum')             |    11
('exspecto', 'habeo')          |    11
('et', 'non')                  |    11
('habeo', 'homo')              |    11
('habeo', 'locus')             |    11
('non', 'praetermitto')        |    11
('ago', 'placeo')              |    11
('ago', 'certus')              |    11
('curo', 'quam')               |    11
('scio', 'tum')                |    11
('vehementer', 'video')        |    11
('facio', 'rogo')              |    11
('facio', 'tam')               |    11
('lex', 'tribunus')            |    11
('perspicio', 'possum')        |    11
('iudex', 'non')               |    11
('autem', 'senatus')           |    11
('nunc', 'quaero')             |    11
('consilium', 'nunc')          |    11
('bonus', 'tamen')             |    11
('non', 'tantum')              |    11
('clodius', 'non')             |    11
('credo', 'facio')             |    11
('nolo', 'res')                |    11
('desidero', 'res')            |    11
('greek.expression', 'oratio') |    11
('habeo', 'inquam')            |    11
('bonus', 'publicus')          |    11
('bonus', 'puto')              |    11
('accipio', 'etiam')           |    11
('plane', 'res')               |    11
('nam', 'puto')                |    11
('nam', 'senatus')             |    11
('homo', 'senatus')            |    11
('ceterus', 'possum')          |    11
('ceterus', 'habeo')           |    11
('ago', 'homo')                |    11
('accipio', 'autem')           |    11
('multus', 'puto')             |    11
('autem', 'consul')            |    11
('do', 'lex')                  |    11
('antea', 'non')               |    11
('non', 'voco')                |    11
('greek.expression', 'quare')  |    11
('do', 'gratia')               |    11
('epistula', 'habeo')          |    11
('scribo', 'valde')            |    11
('habeo', 'satis')             |    11
('exspecto', 'greek.expression') |    11
('quantum', 'tantum')          |    11
('frater', 'quam')             |    11
('scribo', 'ubi')              |    11
('facile', 'scribo')           |    11
('domesticus', 'non')          |    11
('quam', 'totus')              |    11
('habeo', 'iter')              |    11
('nam', 'spes')                |    11
('publicus', 'sermo')          |    11
('dico', 'magis')              |    11
('tum', 'vero')                |    11
('diu', 'non')                 |    11
('dico', 'dies')               |    11
('explico', 'possum')          |    11
('consilium', 'scio')          |    11
('animus', 'consilium')        |    11
('credo', 'volo')              |    11
('iam', 'multus')              |    11
('animus', 'autem')            |    11
('magnus', 'tempus')           |    11
('non', 'primus')              |    11
('consul', 'consultum')        |    11
('possum', 'senatus')          |    11
('ne', 'plebs')                |    11
('populus', 'senatus')         |    11
('amo', 'ut')                  |    11
('familiaris', 'greek.expression') |    11
('pompeius', 'volo')           |    11
('magis', 'ut')                |    11
('non', 'perspicio')           |    11
('amor', 'non')                |    11
('do', 'mitto')                |    11
('lex', 'pompeius')            |    11
('pompeius', 'voluntas')       |    11
('ago', 'autem')               |    11
('firmus', 'non')              |    11
('ratio', 'res')               |    11
('possum', 'sententia')        |    11
('certus', 'tamen')            |    11
('parum', 'video')             |    11
('homo', 'scribo')             |    11
('non', 'potius')              |    11
('homo', 'littera')            |    11
('hortor', 'non')              |    11
('modo', 'quidem')             |    11
('nam', 'venio')               |    11
('non', 'quod')                |    11
('fio', 'senatus')             |    11
('parum', 'ut')                |    11
('accipio', 'scio')            |    11
('eo', 'venio')                |    11
('puer', 'scribo')             |    11
('liber', 'scribo')            |    11
('greek.expression', 'probo')  |    11
('consularis', 'dico')         |    11
('ne', 'novus')                |    11
('fides', 'non')               |    11
('causa', 'tamen')             |    11
('diligenter', 'do')           |    11
('familiaris', 'non')          |    11
('quidem', 'volo')             |    11
('quam', 'valde')              |    11
('confero', 'non')             |    11
('consul', 'scribo')           |    11
('novus', 'scribo')            |    11
('dies', 'puto')               |    11
('dies', 'epistula')           |    11
('enim', 'locus')              |    11
('credo', 'quam')              |    11
('etiam', 'spes')              |    11
('autem', 'tamen')             |    11
('scio', 'tamen')              |    11
('nescio', 'video')            |    11
('roma', 'tamen')              |    11
('comitium', 'habeo')          |    11
('animus', 'tam')              |    11
('nescio', 'scribo')           |    11
('dico', 'refero')             |    11
('amo', 'tantum')              |    11
('scribo', 'varro')            |    11
('capio', 'consilium')         |    11
('brundisium', 'non')          |    11
('scribo', 'valeo')            |    11
('affero', 'non')              |    11
('itaque', 'venio')            |    11
('accipio', 'roma')            |    11
('eo', 'habeo')                |    11
('accipio', 'facio')           |    11
('facio', 'opera')             |    11
('audio', 'etiam')             |    11
('multum', 'quam')             |    11
('nomen', 'non')               |    11
('dico', 'provincia')          |    11
('provincia', 'volo')          |    11
('provincia', 'venio')         |    11
('brutus', 'non')              |    11
('brutus', 'res')              |    11
('greek.expression', 'relinquo') |    11
('epistula', 'tempus')         |    10
('consilium', 'iam')           |    10
('consul', 'iam')              |    10
('diu', 'iam')                 |    10
('auctoritas', 'res')          |    10
('dies', 'possum')             |    10
('iam', 'modo')                |    10
('consul', 'homo')             |    10
('consul', 'volo')             |    10
('peto', 'res')                |    10
('novus', 'res')               |    10
('vero', 'volo')               |    10
('venio', 'vero')              |    10
('ne', 'vereor')               |    10
('loquor', 'possum')           |    10
('loquor', 'video')            |    10
('iam', 'loquor')              |    10
('animus', 'do')               |    10
('cedo', 'res')                |    10
('dico', 'postulo')            |    10
('proficiscor', 'volo')        |    10
('dolor', 'ne')                |    10
('numquam', 'res')             |    10
('existimo', 'res')            |    10
('relinquo', 'video')          |    10
('etiam', 'valeo')             |    10
('quaero', 'tamen')            |    10
('fero', 'quaero')             |    10
('fero', 'ita')                |    10
('eo', 'tamen')                |    10
('debeo', 'ne')                |    10
('exercitus', 'habeo')         |    10
('dico', 'domus')              |    10
('homo', 'nam')                |    10
('facio', 'spero')             |    10
('autem', 'tempus')            |    10
('comitium', 'facio')          |    10
('caesar', 'exspecto')         |    10
('peto', 'scribo')             |    10
('summus', 'video')            |    10
('magnus', 'modus')            |    10
('ceterus', 'puto')            |    10
('frater', 'habeo')            |    10
('causa', 'praesertim')        |    10
('homo', 'tempus')             |    10
('gratia', 'greek.expression') |    10
('gratia', 'quam')             |    10
('quam', 'verum')              |    10
('quare', 'ut')                |    10
('non', 'simul')               |    10
('mitto', 'nam')               |    10
('arbitror', 'scribo')         |    10
('enim', 'nam')                |    10
('amo', 'enim')                |    10
('amo', 'curo')                |    10
('facio', 'saepe')             |    10
('animus', 'venio')            |    10
('audio', 'tamen')             |    10
('audio', 'venio')             |    10
('desum', 'scribo')            |    10
('ne', 'soleo')                |    10
('nunc', 'quidem')             |    10
('quidem', 'vero')             |    10
('frater', 'venio')            |    10
('quare', 'scribo')            |    10
('saepe', 'ut')                |    10
('certus', 'ne')               |    10
('do', 'proficiscor')          |    10
('possum', 'proficiscor')      |    10
('primum', 'venio')            |    10
('consilium', 'do')            |    10
('littera', 'multus')          |    10
('quam', 'sermo')              |    10
('dico', 'modus')              |    10
('autem', 'modus')             |    10
('dolor', 'magnus')            |    10
('multus', 'salus')            |    10
('forte', 'res')               |    10
('curo', 'habeo')              |    10
('ad', 'quemadmodum')          |    10
('modum', 'quemadmodum')       |    10
('ad', 'modum')                |    10
('opus', 'scribo')             |    10
('facio', 'quaero')            |    10
('quaero', 'scio')             |    10
('tam', 'volo')                |    10
('auctoritas', 'greek.expression') |    10
('fio', 'publicus')            |    10
('res', 'umquam')              |    10
('facio', 'totus')             |    10
('consilium', 'vero')          |    10
('lex', 'quam')                |    10
('possum', 'quaero')           |    10
('greek.expression', 'revertor') |    10
('intercedo', 'senatus')       |    10
('relinquo', 'res')            |    10
('consilium', 'tamen')         |    10
('bonus', 'nam')               |    10
('clodius', 'res')             |    10
('inquam', 'ut')               |    10
('itaque', 'res')              |    10
('sic', 'ut')                  |    10
('consulatus', 'non')          |    10
('defero', 'non')              |    10
('oratio', 'scribo')           |    10
('inquam', 'video')            |    10
('habeo', 'quaero')            |    10
('quaero', 'ut')               |    10
('etiam', 'modus')             |    10
('lego', 'video')              |    10
('animus', 'vero')             |    10
('consul', 'greek.expression') |    10
('summus', 'ut')               |    10
('civitas', 'non')             |    10
('accedo', 'non')              |    10
('inquam', 'rex')              |    10
('credo', 'puto')              |    10
('credo', 'inquam')            |    10
('bonus', 'nunc')              |    10
('miser', 'res')               |    10
('gnaeus', 'greek.expression') |    10
('non', 'suscipio')            |    10
('credo', 'habeo')             |    10
('facio', 'quare')             |    10
('facio', 're')                |    10
('scribo', 'vereor')           |    10
('malo', 'res')                |    10
('do', 'nomen')                |    10
('nunc', 'valde')              |    10
('multus', 'nunc')             |    10
('desum', 'non')               |    10
('etiam', 'locus')             |    10
('exspecto', 'multus')         |    10
('epistula', 'mitto')          |    10
('tam', 'tantus')              |    10
('littera', 'provincia')       |    10
('facile', 'non')              |    10
('sermo', 'video')             |    10
('animus', 'ita')              |    10
('saepe', 'video')             |    10
('consilium', 'sermo')         |    10
('careo', 'non')               |    10
('probo', 'tamen')             |    10
('ne', 'summus')               |    10
('periculum', 'res')           |    10
('res', 'utor')                |    10
('ne', 'utor')                 |    10
('adhuc', 'res')               |    10
('perspicio', 'res')           |    10
('non', 'parvus')              |    10
('pompeius', 'tamen')          |    10
('consilium', 'utor')          |    10
('animus', 'multus')           |    10
('caesar', 'habeo')            |    10
('cogito', 'non')              |    10
('bibulus', 'non')             |    10
('cupio', 'volo')              |    10
('cupio', 'scio')              |    10
('primum', 'scio')             |    10
('iam', 'magis')               |    10
('ne', 'nolo')                 |    10
('etenim', 'non')              |    10
('facio', 'lex')               |    10
('plebs', 'possum')            |    10
('nosco', 'possum')            |    10
('soleo', 'ut')                |    10
('amo', 'habeo')               |    10
('causa', 'quam')              |    10
('nosco', 'res')               |    10
('consul', 'quam')             |    10
('epistula', 'etiam')          |    10
('amo', 'res')                 |    10
('deinde', 'res')              |    10
('greek.expression', 'quintus') |    10
('filius', 'greek.expression') |    10
('greek.expression', 'primus') |    10
('habeo', 'lex')               |    10
('pompeius', 'quam')           |    10
('populus', 'possum')          |    10
('itaque', 'tamen')            |    10
('dico', 'probo')              |    10
('potius', 'scribo')           |    10
('affirmo', 'non')             |    10
('idus', 'littera')            |    10
('confero', 'res')             |    10
('consilium', 'quidem')        |    10
('alter', 'scribo')            |    10
('etiam', 'significo')         |    10
('modo', 'tamen')              |    10
('greek.expression', 'invideo') |    10
('autem', 'magis')             |    10
('fio', 'ut')                  |    10
('ago', 'exspecto')            |    10
('opus', 'volo')               |    10
('eo', 'littera')              |    10
('reddo', 'res')               |    10
('littera', 'significo')       |    10
('quaero', 'scribo')           |    10
('delecto', 'etiam')           |    10
('delecto', 'enim')            |    10
('greek.expression', 'quoque') |    10
('quoque', 'video')            |    10
('alter', 'video')             |    10
('enim', 'negotium')           |    10
('etiam', 'negotium')          |    10
('non', 'semper')              |    10
('dico', 'opus')               |    10
('non', 'oratio')              |    10
('habeo', 'novus')             |    10
('do', 'publicus')             |    10
('ergo', 'facio')              |    10
('inquam', 'possum')           |    10
('an', 'greek.expression')     |    10
('potius', 'tamen')            |    10
('ago', 'caesar')              |    10
('adventus', 'non')            |    10
('dico', 'repr(eh)endo')       |    10
('etiam', 'pompeius')          |    10
('reddo', 'ut')                |    10
('formianus', 'non')           |    10
('etiam', 'tum')               |    10
('pompeius', 'ut')             |    10
('lex', 'scribo')              |    10
('causa', 'tam')               |    10
('ubi', 'volo')                |    10
('alter', 'facio')             |    10
('libet', 'non')               |    10
('commoveo', 'scribo')         |    10
('do', 'spes')                 |    10
('do', 'iter')                 |    10
('inde', 'venio')              |    10
('greek.expression', 'perscribo') |    10
('credo', 'tamen')             |    10
('greek.expression', 'statim') |    10
('fio', 'littera')             |    10
('dies', 'modo')               |    10
('dies', 'eo')                 |    10
('inquam', 'quidem')           |    10
('primus', 'venio')            |    10
('do', 'itaque')               |    10
('fio', 'nam')                 |    10
('non', 'timeo')               |    10
('littera', 'senatus')         |    10
('pompeius', 'puto')           |    10
('adsum', 'greek.expression')  |    10
('spes', 'tamen')              |    10
('accipio', 'tamen')           |    10
('certo', 'scio')              |    10
('consul', 'do')               |    10
('autem', 'caesar')            |    10
('alter', 'quam')              |    10
('ago', 'consilium')           |    10
('pars', 'scribo')             |    10
('miser', 'scribo')            |    10
('habeo', 'tam')               |    10
('affero', 'facio')            |    10
('mitto', 'pompeius')          |    10
('dies', 'ut')                 |    10
('rogatio', 'senatus')         |    10
('caput', 'lex')               |    10
('ne', 'populus')              |    10
('domus', 'scribo')            |    10
('omnis', 'possum')            |    10
('enim', 'provincia')          |    10
('cognosco', 'ne')             |    10
('dies', 'ibi')                |    10
('addo', 'greek.expression')   |    10
('dionysius', 'greek.expression') |    10
('domitius', 'greek.expression') |    10
('legio', 'non')               |    10
('philotimus', 'scribo')       |    10
('diligenter', 'etiam')        |    10
('brutus', 'ne')               |    10
('brutus', 'scaptius')         |    10
('cohors', 'habeo')            |    10
('mitto', 'neque')             |    10
('intellego', 'video')         |     9
('perfero', 'res')             |     9
('decerno', 'res')             |     9
('res', 'superus')             |     9
('nondum', 'res')              |     9
('homo', 'iam')                |     9
('diu', 'possum')              |     9
('amicus', 'volo')             |     9
('modus', 'tamen')             |     9
('debeo', 'res')               |     9
('dico', 'loquor')             |     9
('debeo', 'etiam')             |     9
('debeo', 'quam')              |     9
('absum', 'possum')            |     9
('proficiscor', 'res')         |     9
('animus', 'tempus')           |     9
('dico', 'tempus')             |     9
('eo', 'iam')                  |     9
('quo', 'res')                 |     9
('etiam', 'numquam')           |     9
('multo', 'res')               |     9
('res', 'sentio')              |     9
('animus', 'homo')             |     9
('animus', 'puto')             |     9
('quam', 'senatus')            |     9
('malus', 'res')               |     9
('familiaris', 'quam')         |     9
('res', 'suscipio')            |     9
('consul', 'etiam')            |     9
('fero', 'venio')              |     9
('accedo', 'etiam')            |     9
('quam', 'vereor')             |     9
('ago', 'eo')                  |     9
('malo', 'tamen')              |     9
('arbitror', 'possum')         |     9
('exercitus', 'venio')         |     9
('cogito', 'littera')          |     9
('caesar', 'peto')             |     9
('scribo', 'voluntas')         |     9
('manus', 'scribo')            |     9
('modus', 'pompeius')          |     9
('modus', 'venio')             |     9
('accipio', 'dico')            |     9
('lucius', 'venio')            |     9
('dies', 'nunc')               |     9
('cognosco', 'res')            |     9
('adsum', 'res')               |     9
('magis', 'tum')               |     9
('homo', 'nunc')               |     9
('soleo', 'video')             |     9
('soleo', 'volo')              |     9
('dies', 'paucus')             |     9
('tempus', 'venio')            |     9
('modo', 'verum')              |     9
('causa', 'modo')              |     9
('quidem', 'verum')            |     9
('quidem', 'spero')            |     9
('caesar', 'consul')           |     9
('scribo', 'terentia')         |     9
('diligenter', 'habeo')        |     9
('spero', 'volo')              |     9
('quare', 'video')             |     9
('re', 'video')                |     9
('lucius', 'non')              |     9
('littera', 'lucius')          |     9
('hic', 'scribo')              |     9
('scribo', 'signum')           |     9
('modus', 'scribo')            |     9
('scribo', 'soleo')            |     9
('frater', 'possum')           |     9
('etiam', 'frater')            |     9
('re', 'res')                  |     9
('ceterus', 'volo')            |     9
('antea', 'ut')                |     9
('quoque', 'res')              |     9
('proficiscor', 'video')       |     9
('tusculanus', 'video')        |     9
('facio', 'liber')             |     9
('possum', 'quare')            |     9
('possum', 're')               |     9
('scribo', 'sermo')            |     9
('parvus', 'ut')               |     9
('itaque', 'ut')               |     9
('itaque', 'scribo')           |     9
('numquam', 'scribo')          |     9
('numquam', 'possum')          |     9
('athenae', 'ne')              |     9
('habeo', 'proficiscor')       |     9
('opus', 'quam')               |     9
('do', 'opus')                 |     9
('multus', 'sermo')            |     9
('littera', 'magnus')          |     9
('etiam', 'magnus')            |     9
('animus', 'etiam')            |     9
('dico', 'voluntas')           |     9
('iam', 'ita')                 |     9
('placeo', 'ut')               |     9
('intellego', 'ut')            |     9
('facio', 'locus')             |     9
('committo', 'possum')         |     9
('epistula', 'possum')         |     9
('epistula', 'modo')           |     9
('possum', 'tantus')           |     9
('domus', 'video')             |     9
('habeo', 'marcus')            |     9
('homo', 'scio')               |     9
('ita', 'locus')               |     9
('placeo', 'res')              |     9
('opera', 'volo')              |     9
('spes', 'ut')                 |     9
('soror', 'venio')             |     9
('loquor', 'ut')               |     9
('do', 'negotium')             |     9
('magis', 'nam')               |     9
('facio', 'iudicium')          |     9
('greek.expression', 'soleo')  |     9
('enim', 'soleo')              |     9
('ita', 'modo')                |     9
('autem', 'tribunus')          |     9
('autem', 'plebs')             |     9
('nisi', 'possum')             |     9
('ne', 'perspicio')            |     9
('dico', 'perspicio')          |     9
('greek.expression', 'iudex')  |     9
('autem', 'consilium')         |     9
('consultum', 'non')           |     9
('magnus', 'nam')              |     9
('bonus', 'facio')             |     9
('enim', 'valde')              |     9
('non', 'umquam')              |     9
('tam', 'ut')                  |     9
('non', 'vehementer')          |     9
('hic', 'possum')              |     9
('quaero', 'quam')             |     9
('clodius', 'facio')           |     9
('nolo', 'ut')                 |     9
('inquam', 'iudex')            |     9
('defendo', 'res')             |     9
('negotium', 'res')            |     9
('res', 'status')              |     9
('consulatus', 'video')        |     9
('publicus', 'spero')          |     9
('greek.expression', 'umquam') |     9
('consul', 'piso')             |     9
('senatus', 'tum')             |     9
('greek.expression', 'removeo') |     9
('dico', 'locus')              |     9
('ignoro', 'ne')               |     9
('non', 'vir')                 |     9
('dico', 'inquam')             |     9
('facio', 'inquam')            |     9
('emo', 'inquam')              |     9
('puto', 'vero')               |     9
('dico', 'vero')               |     9
('autem', 'magnus')            |     9
('eo', 'multus')               |     9
('autem', 'modo')              |     9
('non', 'servo')               |     9
('asia', 'non')                |     9
('proficiscor', 'tamen')       |     9
('possum', 'provincia')        |     9
('do', 'valde')                |     9
('exspecto', 'volo')           |     9
('amor', 'res')                |     9
('accipio', 'quintus')         |     9
('facile', 'video')            |     9
('enim', 'vereor')             |     9
('defendo', 'non')             |     9
('certe', 'possum')            |     9
('mitto', 'puto')              |     9
('causa', 'nam')               |     9
('diligo', 'non')              |     9
('enim', 'perspicio')          |     9
('animus', 'enim')             |     9
('amor', 'ne')                 |     9
('amor', 'video')              |     9
('laus', 'non')                |     9
('iucundus', 'non')            |     9
('etiam', 'gratus')            |     9
('consilium', 'magis')         |     9
('magis', 'publicus')          |     9
('cum', 'non')                 |     9
('provincia', 'video')         |     9
('credo', 'res')               |     9
('casus', 'non')               |     9
('non', 'sentio')              |     9
('moleste', 'non')             |     9
('adhuc', 'ne')                |     9
('possum', 'tam')              |     9
('satis', 'tamen')             |     9
('utor', 'video')              |     9
('bibulus', 'possum')          |     9
('credo', 'scribo')            |     9
('rogo', 'scribo')             |     9
('scio', 'tempus')             |     9
('exspecto', 'scio')           |     9
('magis', 'venio')             |     9
('nunc', 'tam')                |     9
('amo', 'quam')                |     9
('enim', 'exspecto')           |     9
('sermo', 'tamen')             |     9
('modus', 'nunc')              |     9
('puto', 'tam')                |     9
('liber', 'ne')                |     9
('fortasse', 'non')            |     9
('possum', 'tribunus')         |     9
('gratia', 'volo')             |     9
('gratia', 'pompeius')         |     9
('res', 'verbum')              |     9
('miser', 'quam')              |     9
('quam', 'tantus')             |     9
('amo', 'etiam')               |     9
('deinde', 'non')              |     9
('publicus', 'quidem')         |     9
('facio', 'valeo')             |     9
('greek.expression', 'metellus') |     9
('greek.expression', 'quasi')  |     9
('pompeius', 'totus')          |     9
('diligenter', 'possum')       |     9
('intersum', 'non')            |     9
('intellego', 'nunc')          |     9
('facio', 'sententia')         |     9
('greek.expression', 'potius') |     9
('littera', 'potius')          |     9
('ago', 'verum')               |     9
('ago', 'valde')               |     9
('ago', 'bonus')               |     9
('do', 'modo')                 |     9
('homo', 'roma')               |     9
('littera', 'maias')           |     9
('nunc', 'roma')               |     9
('ago', 'vehementer')          |     9
('ne', 'tantus')               |     9
('homo', 'quidem')             |     9
('non', 'status')              |     9
('copia', 'scribo')            |     9
('homo', 'spes')               |     9
('ago', 'reliquus')            |     9
('gero', 'video')              |     9
('ago', 'gero')                |     9
('enim', 'spes')               |     9
('delecto', 'ne')              |     9
('liber', 'mitto')             |     9
('autem', 'mitto')             |     9
('nam', 'scio')                |     9
('liber', 'ut')                |     9
('non', 'sane')                |     9
('etiam', 'licet')             |     9
('bellum', 'enim')             |     9
('probo', 'quam')              |     9
('censeo', 'non')              |     9
('peto', 'quam')               |     9
('opera', 'res')               |     9
('adsum', 'ago')               |     9
('amo', 'debeo')               |     9
('amo', 'magnus')              |     9
('audio', 'ut')                |     9
('caveo', 'non')               |     9
('etiam', 'sic')               |     9
('facio', 'pars')              |     9
('quidem', 'reddo')            |     9
('proficiscor', 'ut')          |     9
('animus', 'quidem')           |     9
('amo', 'venio')               |     9
('parvus', 'quam')             |     9
('discedo', 'greek.expression') |     9
('consul', 'pompeius')         |     9
('lex', 'ut')                  |     9
('certus', 'greek.expression') |     9
('facio', 'statim')            |     9
('facio', 'valde')             |     9
('exspecto', 'facio')          |     9
('littera', 'superus')         |     9
('roma', 'tempus')             |     9
('non', 'taedet')              |     9
('neque', 'scribo')            |     9
('nisi', 'scribo')             |     9
('praeterea', 'video')         |     9
('facio', 'praeterea')         |     9
('plebs', 'scribo')            |     9
('ago', 'intellego')           |     9
('enim', 'eo')                 |     9
('amo', 'do')                  |     9
('epistula', 'scio')           |     9
('epistula', 'iam')            |     9
('abicio', 'non')              |     9
('greek.expression', 'mando')  |     9
('exspecto', 'ut')             |     9
('accipio', 'dies')            |     9
('sermo', 'venio')             |     9
('proficiscor', 'venio')       |     9
('antium', 'volo')             |     9
('greek.expression', 'redeo')  |     9
('non', 'puer')                |     9
('igitur', 'video')            |     9
('greek.expression', 'reddo')  |     9
('statim', 'venio')            |     9
('obviam', 'venio')            |     9
('fero', 'tam')                |     9
('quam', 'spes')               |     9
('alter', 'enim')              |     9
('eo', 'epirus')               |     9
('possum', 'probo')            |     9
('eo', 'epistula')             |     9
('possum', 'rogo')             |     9
('consilium', 'volo')          |     9
('asia', 'video')              |     9
('accipio', 'quidem')          |     9
('facile', 'res')              |     9
('dico', 'vehementer')         |     9
('dico', 'fio')                |     9
('libenter', 'non')            |     9
('scio', 'totus')              |     9
('amo', 'quantum')             |     9
('non', 'perturbo')            |     9
('defero', 'pompeius')         |     9
('ago', 'quidem')              |     9
('pompeius', 'tempus')         |     9
('facio', 'summus')            |     9
('facio', 'nosco')             |     9
('iter', 'quam')               |     9
('possum', 'primum')           |     9
('dolor', 'scribo')            |     9
('gratus', 'valde')            |     9
('peto', 'volo')               |     9
('efficio', 'non')             |     9
('tam', 'umquam')              |     9
('ne', 'thessalonica')         |     9
('iter', 'ne')                 |     9
('ne', 'pompeius')             |     9
('impedio', 'scribo')          |     9
('reliquus', 'scio')           |     9
('dies', 'proficiscor')        |     9
('adhuc', 'scribo')            |     9
('scribo', 'significo')        |     9
('doleo', 'non')               |     9
('adhuc', 'facio')             |     9
('quomodo', 'scribo')          |     9
('comitium', 'senatus')        |     9
('nuntio', 'venio')            |     9
('epirus', 'ut')               |     9
('cato', 'puto')               |     9
('multum', 'non')              |     9
('do', 'saepe')                |     9
('enim', 'satis')              |     9
('caput', 'plebs')             |     9
('video', 'vix')               |     9
('sic', 'venio')               |     9
('hercule', 'scribo')          |     9
('adsum', 'habeo')             |     9
('invitus', 'non')             |     9
('littera', 'philotimus')      |     9
('habeo', 'neque')             |     9
('legatus', 'ne')              |     9
('salaminii', 'scaptius')      |     9
('bellum', 'pax')              |     9
('exclamo', 'greek.expression') |     9
('video', 'vivo')              |     8
('iam', 'vivo')                |     8
('catilina', 'iam')            |     8
('publicus', 'senatus')        |     8
('catilina', 'res')            |     8
('ordo', 'senatus')            |     8
('capio', 'res')               |     8
('intercedo', 'res')           |     8
('licet', 'res')               |     8
('possum', 'praesidium')       |     8
('commoveo', 'res')            |     8
('res', 'vivo')                |     8
('oportet', 'res')             |     8
('etiam', 'proficiscor')       |     8
('fero', 'iam')                |     8
('campus', 'comitium')         |     8
('comitium', 'volo')           |     8
('civis', 'publicus')          |     8
('italia', 'publicus')         |     8
('tamen', 'vita')              |     8
('patria', 'video')            |     8
('iudico', 'ne')               |     8
('loquor', 'ne')               |     8
('loquor', 'tamen')            |     8
('dico', 'discedo')            |     8
('loquor', 'quam')             |     8
('debeo', 'possum')            |     8
('refero', 'senatus')          |     8
('iam', 'tempus')              |     8
('postulo', 'res')             |     8
('iam', 'proficiscor')         |     8
('fero', 'vix')                |     8
('eo', 'homo')                 |     8
('publicus', 'tum')            |     8
('quam', 'vir')                |     8
('etiam', 'spero')             |     8
('perdo', 'quam')              |     8
('invenio', 'possum')          |     8
('brevis', 'tempus')           |     8
('nescio', 'res')              |     8
('etiam', 'fero')              |     8
('quo', 'venio')               |     8
('etiam', 'ita')               |     8
('numquam', 'tam')             |     8
('cogito', 'tamen')            |     8
('genus', 'quam')              |     8
('capio', 'possum')            |     8
('ager', 'video')              |     8
