================================================================================
CICERO FULL CORPUS ANALYSIS (Stanza Lemmatization)
Source: Latin Library (Full Text)
Method: Stanza NLP (UD Model), Window Size: 5, Stopwords Removed
================================================================================

Total Files Processed: 138
Total Lemmas: 632835
Unique Pairs Found: 1542989

TOP COLLOCATIONS by PMI (Min count: {min_occurrence})
--------------------------------------------------------------------------------
Collocation                              | PMI        | Count
('arator', 'frumentum')                  |       6.54 |    25
('capua', 'nona')                        |       6.53 |     5
('deiicio', 'procurator')                |       6.53 |     6
('ager', 'gallicus')                     |       6.53 |     5
('cives', 'crux')                        |       6.53 |     6
('emero', 'vendo')                       |       6.53 |     5
('attico', 'septus')                     |       6.53 |     8
('parricidium', 'patrias')               |       6.53 |     5
('atticeo', 'marcus')                    |       6.53 |     5
('attice', 'liber')                      |       6.53 |     6
('appello', '—sicus')                    |       6.53 |     8
('colonia', 'oppugno')                   |       6.53 |     7
('canus', 'damen')                       |       6.52 |   134
('commendo', 'commindo')                 |       6.52 |     8
('fidelis', 'socium')                    |       6.52 |     7
('plenus', 'stuprum')                    |       6.52 |     8
('maius', 'scremiastio')                 |       6.52 |     7
('divinatio', 'fatum')                   |       6.52 |    14
('catilina', 'exilium')                  |       6.52 |     5
('dies', 'hodiernus')                    |       6.52 |    42
('frater', 'lucius')                     |       6.52 |     7
('adsum', 'vtina')                       |       6.52 |     5
('servium', 'unus')                      |       6.52 |    11
('filius', 'tudito')                     |       6.52 |     6
('candido', 'consularis')                |       6.52 |     8
('iov', 'tertius')                       |       6.51 |    13
('frequentimo', 'senatus')               |       6.51 |     5
('arma', 'saturninus')                   |       6.51 |     6
('atticus', 'marcus')                    |       6.51 |    16
('integer', 'purus')                     |       6.51 |     5
('frumentaris', 'vectigalis')            |       6.51 |     5
('kalio', 'martia')                      |       6.51 |     6
('canus', 'viiia')                       |       6.51 |     6
('astura', 'cicerus')                    |       6.51 |    52
('lius', 'murenus')                      |       6.51 |    14
('crassus', 'eloquento')                 |       6.51 |     8
('decus', 'lumen')                       |       6.50 |     5
('furtum', 'impudo')                     |       6.50 |     5
('senectus', 'viris')                    |       6.50 |     9
('apronio', 'arator')                    |       6.50 |     6
('amicitia', 'propinquitas')             |       6.50 |     8
('exitus', 'incertus')                   |       6.50 |    14
('impetus', 'repentinus')                |       6.50 |     7
('conscientia', 'consolo')               |       6.50 |     5
('femina', 'mater')                      |       6.49 |     7
('aer', 'ignis')                         |       6.49 |     8
('divinatio', 'divino')                  |       6.49 |     5
('gens', 'natio')                        |       6.49 |    28
('pilio', 'salus')                       |       6.49 |    20
('liber', 'secvnda')                     |       6.49 |     5
('brvtum', 'liber')                      |       6.49 |     5
('attribuo', 'persona')                  |       6.49 |     5
('fero', 'moleste')                      |       6.49 |    15
('oratio', 'philippis')                  |       6.49 |    13
('antones', 'oratio')                    |       6.49 |    14
('oratio', 'philippica')                 |       6.49 |    14
('numa', 'rex')                          |       6.49 |     9
('ordo', 'senatorius')                   |       6.49 |    17
('cicerus', 'quinta')                    |       6.49 |    38
('potestas', 'tribunicius')              |       6.48 |    16
('equis', 'romanus')                     |       6.48 |    38
('scremiastio', 'xvius')                 |       6.48 |     8
('screns', 'valea')                      |       6.48 |     6
('puteolanis', 'screns')                 |       6.48 |     9
('casse', 'sulla')                       |       6.48 |     7
('continentia', 'negotio')               |       6.48 |     5
('fortitudo', 'iracundia')               |       6.48 |     5
('ciceronum', 'iunia')                   |       6.48 |     5
('longe', 'serpo')                       |       6.48 |     5
('disciplina', 'haruspicus')             |       6.48 |     5
('deleo', 'exstinguo')                   |       6.48 |     5
('agr', 'aro')                           |       6.48 |     6
('apronius', 'decuma')                   |       6.48 |     5
('brundis', 'canus')                     |       6.48 |    14
('confugio', 'portus')                   |       6.48 |     6
('dialecticus', 'dissero')               |       6.48 |     5
('utiliter', 'utrum')                    |       6.48 |     9
('aliunde', 'sumo')                      |       6.48 |     6
('impetus', 'reprimo')                   |       6.48 |     5
('attico', 'heor')                       |       6.47 |    11
('naturalis', 'necessarius')             |       6.47 |    30
('depono', 'inimicitia')                 |       6.47 |     9
('adiumentum', 'ornamentum')             |       6.47 |     8
('crudelis', 'nefaris')                  |       6.47 |     6
('clodus', 'milo')                       |       6.47 |     8
('pilio', 'screns')                      |       6.47 |    13
('cavio', 'pus')                         |       6.47 |    10
('infamius', 'turpitudo')                |       6.47 |     6
('kalata', 'pridie')                     |       6.47 |     6
('probabilis', 'ver')                    |       6.47 |     6
('coeo', 'societas')                     |       6.47 |     6
('approbatio', 'ostendo')                |       6.46 |    11
('k.us', 'scremiastio')                  |       6.46 |    16
('fungor', 'oculus')                     |       6.46 |     7
('marcus', 'pergo')                      |       6.46 |     5
('idus', 'sextilis')                     |       6.46 |     6
('mutuus', 'valio')                      |       6.46 |     6
('demonstrativus', 'genus')              |       6.46 |     6
('imperator', 'manubia')                 |       6.45 |     5
('canus', 'quinctilis')                  |       6.45 |     8
('senectus', 'senes')                    |       6.45 |     6
('macedonium', 'quaestor')               |       6.45 |     8
('atticeo', 'atticus')                   |       6.45 |     8
('valetudo', 'viris')                    |       6.45 |     6
('apronius', 'arator')                   |       6.45 |     6
('angeo', 'doleo')                       |       6.45 |     7
('comprensio', 'verbum')                 |       6.45 |     5
('populusquus', 'romanus')               |       6.45 |     9
('cicerus', 'martus')                    |       6.45 |    40
('c.us', 'norbanus')                     |       6.45 |     6
('animal', 'animo')                      |       6.45 |     8
('arator', 'centuripinus')               |       6.44 |     5
('coniuror', 'manus')                    |       6.44 |     7
('"cro', 'inquam')                       |       6.44 |    11
('deprehendo', 'oppianicus')             |       6.44 |     5
('exsto', 'monumentum')                  |       6.44 |     7
('cicerona', 'cicerus')                  |       6.44 |   100
('canus', 'octicus')                     |       6.44 |    11
('honestus', 'utilis')                   |       6.44 |   111
('ennius', 'poeta')                      |       6.44 |     5
('cicerus', 'pridus')                    |       6.44 |    15
('cicerus', 'sextium')                   |       6.44 |     6
('cicerus', 'procos')                    |       6.44 |    27
('consolatio', 'levo')                   |       6.44 |     7
('agrigentum', 'mitto')                  |       6.44 |     5
('exorior', 'subito')                    |       6.43 |     5
('kanticus', 'sextus')                   |       6.43 |    13
('ornamentum', 'urbus')                  |       6.43 |     5
('cn', 'domitium')                       |       6.43 |     7
('praetereo', 'recordatio')              |       6.43 |     7
('febraeus', 'sal')                      |       6.43 |    11
('accusator', 'defensor')                |       6.43 |    21
('cicerus', 'kanticus')                  |       6.43 |   140
('nobilis', 'tyndaritanus')              |       6.42 |     5
('iunio', 'scremiastio')                 |       6.42 |     7
('gladiator', 'scelero')                 |       6.42 |     6
('aristoteles', 'peripateticus')         |       6.42 |     6
('longe', 'procedo')                     |       6.42 |    15
('medicus', 'morbus')                    |       6.42 |     9
('argentum', 'numero')                   |       6.42 |    12
('fufia', 'lex')                         |       6.42 |    10
('martus', 'screns')                     |       6.42 |    19
('africanus', 'laelium')                 |       6.42 |     6
('castr', 'idibus')                      |       6.42 |     5
('cito', 'reus')                         |       6.42 |    11
('filia', 'uxor')                        |       6.42 |     9
('inventor', 'princeps')                 |       6.42 |     7
("'ut", 'inquam')                        |       6.41 |     9
('periculum', 'portendo')                |       6.41 |     5
('impudo', 'stultus')                    |       6.41 |     6
('screns', 'septus')                     |       6.41 |    10
('delego', 'imitor')                     |       6.41 |     5
('futurus', 'praesensio')                |       6.41 |     8
('cicerus', 'cornificium')               |       6.41 |    14
('concilium', 'plebs')                   |       6.41 |     5
('damnatio', 'oppianicus')               |       6.41 |     5
('arator', 'recuperator')                |       6.41 |     7
('vitium', 'vitius')                     |       6.41 |     5
('honestas', 'utilitas')                 |       6.41 |    53
('inutilis', 'promitto')                 |       6.41 |     6
('inusitas', 'novus')                    |       6.41 |     5
('laudator', 'testis')                   |       6.41 |     9
('c.us', 'claudius')                     |       6.40 |     7
('beneficium', 'obligo')                 |       6.40 |    14
('ager', 'possessor')                    |       6.40 |     6
('exeo', 'u.s')                          |       6.40 |     7
('praecon', 'vocus')                     |       6.40 |     9
('cans', 'vocus')                        |       6.40 |     6
('caritas', 'patrias')                   |       6.40 |    14
('ignis', 'intereo')                     |       6.40 |     6
('delego', 'potior')                     |       6.40 |     7
('kal', 'martia')                        |       6.40 |     5
('defervo', 'iam')                       |       6.40 |     5
('aestimatio', 'frumentum')              |       6.40 |     9
('castr', 'kal')                         |       6.40 |     7
('carbo', 'marius')                      |       6.40 |     5
('democritus', 'plato')                  |       6.39 |     6
('canus', 'sanctus')                     |       6.39 |   191
('cupiditas', 'effreno')                 |       6.39 |     5
('idus', 'tullius')                      |       6.39 |    10
('noceo', 'prosum')                      |       6.39 |     6
('auspicium', 'romulus')                 |       6.39 |     7
('legatio', 'reiicio')                   |       6.39 |     6
('lex', 'sempronia')                     |       6.39 |     7
('didia', 'lex')                         |       6.39 |     7
('immutatio', 'verbum')                  |       6.39 |     8
('ablauo', 'signum')                     |       6.39 |     8
('sanctus', 'terentia')                  |       6.39 |    25
('iov', 'soror')                         |       6.39 |     5
('polluo', 'religio')                    |       6.39 |     7
('modius', 'singulus')                   |       6.38 |     7
('campus', 'comitia')                    |       6.38 |    11
('damen', 'februarius')                  |       6.38 |     6
('animal', 'ortus')                      |       6.38 |     5
('cicerus', 'octicus')                   |       6.38 |    18
('forum', 'volito')                      |       6.38 |     6
('munio', 'via')                         |       6.38 |    11
('graecus', 'latinus')                   |       6.37 |    47
('annuus', 'cursus')                     |       6.37 |     5
('honestus', 'tantopere')                |       6.37 |     5
('aerarius', 'vectigalis')               |       6.37 |     8
('cives', 'fortiss')                     |       6.37 |     5
('i.', 'unus')                           |       6.37 |     9
('licinium', 'trado')                    |       6.37 |     5
('orior', 'principium')                  |       6.37 |    16
('auctio', 'vendo')                      |       6.37 |     6
('lius', 'marcius')                      |       6.37 |     9
('aprela', 'cicerus')                    |       6.37 |    10
('colo', 'observo')                      |       6.36 |    16
('aio', 'lucilis')                       |       6.36 |     8
('dego', 'vita')                         |       6.36 |     5
('nonys', 'tusculanus')                  |       6.36 |     6
('canus', 'furnium')                     |       6.36 |     5
('ciuitas', 'communis')                  |       6.36 |     5
('cn', 'pompeius')                       |       6.36 |   103
('aperio', 'occulo')                     |       6.36 |     7
('facilitas', 'humanitas')               |       6.35 |     5
('commindo', 'patro')                    |       6.35 |     6
('decerno', 'decrevo')                   |       6.35 |     5
('cephalio', 'littera')                  |       6.35 |     6
('iulia', 'lex')                         |       6.35 |    15
('ignis', 'interdico')                   |       6.35 |     5
('fides', 'imploro')                     |       6.35 |    25
('consilis', 'ingenus')                  |       6.35 |     8
('etio', 'privo')                        |       6.35 |     8
('consilium', 'petilis')                 |       6.35 |     5
('consuetudo', 'quotidianus')            |       6.35 |     5
('pauper', 'pecunia')                    |       6.35 |     9
('bonum', 'malor')                       |       6.35 |     5
('civitas', 'gadita')                    |       6.35 |     6
('italis', 'vastitas')                   |       6.35 |     6
('incolo', 'terra')                      |       6.34 |     8
('nav', 'portus')                        |       6.34 |    13
('exstinguo', 'lumen')                   |       6.34 |     6
('brundi', 'idus')                       |       6.34 |     6
('coniectura', 'definitio')              |       6.34 |     9
('castr', 'scremiastio')                 |       6.34 |    23
('disceptatio', 'quaestio')              |       6.34 |     9
('cavo', 'moneo')                        |       6.34 |     6
('circias', 'sal')                       |       6.34 |     7
('conversio', 'motus')                   |       6.34 |     8
('aedilus', 'cicerus')                   |       6.34 |     7
('ai', 'ianias')                         |       6.34 |     7
('aequus', 'iniquis')                    |       6.33 |     6
('bene', 'ceno')                         |       6.33 |     8
('ineo', 'proelium')                     |       6.33 |     5
('mamertinus', 'nav')                    |       6.33 |     5
('civius', 'romanum')                    |       6.33 |    63
('cicerus', 'k.us')                      |       6.33 |    48
('cicerus', 'novanus')                   |       6.33 |    16
('ciceronum', 'sal')                     |       6.33 |    42
('deus', 'penatum')                      |       6.33 |     7
('domesticus', 'externus')               |       6.33 |    11
('clementia', 'crudelitas')              |       6.32 |     5
('praetura', 'urbanus')                  |       6.32 |     5
('arator', 'decuma')                     |       6.32 |    13
('iracundia', 'misericordia')            |       6.32 |     8
('dies', 'noctesqus')                    |       6.32 |    15
('absolutus', 'perfectus')               |       6.32 |     9
('fructus', 'percipio')                  |       6.32 |    21
('fortunus', 'spolio')                   |       6.32 |     7
('inimicus', 'inver')                    |       6.32 |     5
('impudentia', 'stultitia')              |       6.31 |     5
('cursus', 'stella')                     |       6.31 |    10
('enuntio', 'verus')                     |       6.31 |     9
('cicerus', 'unus')                      |       6.31 |   245
('cicerus', 'iunas')                     |       6.31 |    64
('diligenterque', 'vo')                  |       6.31 |     5
('acilius', 'cicerus')                   |       6.31 |    11
('equitus', 'magister')                  |       6.31 |     9
('aes', 'alienus')                       |       6.31 |    23
('morior', 'vivus')                      |       6.31 |    42
('damen', 'septus')                      |       6.31 |     5
('crassus', 'scaevolus')                 |       6.31 |    10
('hereditas', 'testamentum')             |       6.31 |    16
('octicus', 'sal')                       |       6.31 |     9
('cassio', 'mensis')                     |       6.30 |     8
("'ita", 'inquam')                       |       6.30 |     5
('armus', 'decerto')                     |       6.30 |     5
('hieronicus', 'lex')                    |       6.30 |    29
('cn', 'domitius')                       |       6.30 |     8
('desiderium', 'luctus')                 |       6.30 |     8
('antonium', 'hostim')                   |       6.30 |    11
('distinguo', 'varietas')                |       6.30 |     8
('brutus', 'obsidio')                    |       6.30 |     5
('integer', 'reservo')                   |       6.30 |     9
('figura', 'species')                    |       6.30 |     9
('gestus', 'motus')                      |       6.30 |     8
('ceterus', 'i.')                        |       6.30 |    11
('constructio', 'verbum')                |       6.29 |     6
('coacervo', 'pecunia')                  |       6.29 |     6
('aqua', 'orior')                        |       6.29 |     9
('coniux', 'parens')                     |       6.29 |     5
('ineo', 'mensis')                       |       6.29 |    14
('ars', 'opifex')                        |       6.29 |     6
('aditus', 'templum')                    |       6.29 |    14
('flamininus', 'lius')                   |       6.28 |     5
('custos', 'urbis')                      |       6.28 |    10
('brutus', 'casso')                      |       6.28 |    12
('bellum', 'parthicus')                  |       6.28 |     6
('bellus', 'pyrrhus')                    |       6.28 |     5
('exeo', 'unus')                         |       6.28 |    37
('astura', 'mensis')                     |       6.28 |    10
('natura', 'seligo')                     |       6.28 |     5
('magnitudo', 'patientia')               |       6.28 |     7
('idus', 'iunia')                        |       6.28 |     7
('armo', 'interdico')                    |       6.28 |     9
('academicus', 'stoicus')                |       6.28 |     6
('"sedio', 'inquam')                     |       6.28 |     9
('dissimilis', 'heres')                  |       6.28 |     5
('sono', 'vocus')                        |       6.28 |     6
('acriter', 'vehementer')                |       6.28 |     6
('impedio', 'occupatio')                 |       6.28 |     7
('aequus', 'iniquus')                    |       6.27 |    19
('frater', 'germanus')                   |       6.27 |     8
('cognitor', 'peto')                     |       6.27 |     8
('coniux', 'liber')                      |       6.27 |    33
('consulo', 'syngraphus')                |       6.27 |     6
('bene', 'mereo')                        |       6.27 |    36
('adficio', 'ignominium')                |       6.27 |     6
('lux', 'tenebra')                       |       6.27 |     9
('adopto', 'filius')                     |       6.27 |     8
('cilix', 'mensis')                      |       6.27 |     6
('cicerus', 'pridor')                    |       6.27 |    18
('cicerus', 'impae')                     |       6.27 |     8
('attico', 'magus')                      |       6.27 |     5
('brundis', 'screns')                    |       6.27 |    10
('auguralis', 'liber')                   |       6.27 |     5
('ager', 'vectigal')                     |       6.26 |     7
('conlocatio', 'verbum')                 |       6.26 |    11
('metus', 'perterro')                    |       6.26 |     6
('dispar', 'dominus')                    |       6.26 |     5
('argentum', 'tabulus')                  |       6.26 |     5
('nav', 'navigo')                        |       6.26 |    11
('aegritudo', 'libidus')                 |       6.26 |     6
('aegritudo', 'crucio')                  |       6.26 |     5
('iniustus', 'iustus')                   |       6.26 |     9
('aedilis', 'ludus')                     |       6.26 |     5
('parricidium', 'scelus')                |       6.26 |    11
('deus', 'protagora')                    |       6.26 |     5
('iuro', 'proscribo')                    |       6.25 |     5
('egestas', 'perdo')                     |       6.25 |     7
('recte', 'venditor')                    |       6.25 |     5
('iox', 'templum')                       |       6.25 |     9
('certeque', 'magnus')                   |       6.25 |     5
('aperio', 'manifestus')                 |       6.25 |     6
('controversia', 'disceptatio')          |       6.25 |     6
('amplifico', 'augeo')                   |       6.25 |     5
('benignitas', 'iustitia')               |       6.25 |     5
('castr', 'iunas')                       |       6.25 |     6
('ianias', 'scremiastio')                |       6.25 |     6
('octicus', 'scremiastio')               |       6.25 |     5
('commindo', 'peio')                     |       6.25 |     5
('civitas', 'foederatus')                |       6.25 |     8
('memoria', 'posteritas')                |       6.24 |    14
('iustitia', 'liberalitas')              |       6.24 |    13
('bene', 'feliciter')                    |       6.24 |     5
('cognatio', 'necessitudo')              |       6.24 |     5
('damen', 'sextilis')                    |       6.24 |     8
('cicerus', 'trebatio')                  |       6.24 |    17
('inpendo', 'malum')                     |       6.24 |     5
('populique', 'romanus')                 |       6.24 |    32
('canus', 'octobra')                     |       6.24 |    13
('commendatio', 'commindo')              |       6.24 |     5
('altus', 'portus')                      |       6.24 |     7
('disciplenus', 'graecus')               |       6.23 |     5
('utilis', 'utiliter')                   |       6.23 |     6
('obsigno', 'tabula')                    |       6.23 |     8
('arguo', 'demonstro')                   |       6.23 |    10
('mensis', 'quinto')                     |       6.23 |    13
('proprius', 'vocabulum')                |       6.23 |     7
('damen', 'maia')                        |       6.23 |    13
('domus', 'palatio')                     |       6.23 |    10
('consequor', 'potuero')                 |       6.23 |     6
('hispania', 'ultimus')                  |       6.23 |     6
('lex', 'sacratus')                      |       6.23 |     5
('lex', 'rupilia')                       |       6.23 |     5
('progressio', 'virtus')                 |       6.22 |     8
('avaritia', 'crudelitas')               |       6.22 |    11
('marcus', 'unus')                       |       6.22 |    24
('consula', 'hirtius')                   |       6.22 |     9
('decembriam', 'screns')                 |       6.22 |     5
('condemno', 'oppianicus')               |       6.22 |    22
('introduco', 'senatum')                 |       6.22 |     7
('acies', 'instruo')                     |       6.22 |     5
('extingo', 'sensus')                    |       6.21 |     5
('adiungo', 'separo')                    |       6.21 |     7
('compositio', 'numerus')                |       6.21 |     6
('aegritudo', 'vaco')                    |       6.21 |     7
('liber', 'tullum')                      |       6.21 |    11
('dignitas', 'pristinas')                |       6.21 |     7
('lepidus', 'pontifex')                  |       6.21 |     6
('roscius', 'roscus')                    |       6.21 |     6
('attico', 'pompeianus')                 |       6.21 |     8
('ineo', 'unus')                         |       6.21 |    19
('novas', 'veterus')                     |       6.21 |     5
('dignus', 'hospitio')                   |       6.21 |     5
('reduco', 'restituo')                   |       6.21 |     6
('consus', 'designo')                    |       6.21 |    17
('calor', 'sol')                         |       6.21 |     5
('exigo', 'frumentum')                   |       6.20 |    12
('subeo', 'tempestas')                   |       6.20 |     7
('"quio', 'inquam')                      |       6.20 |     7
('iniurius', 'ulcisco')                  |       6.20 |    18
('exanimo', 'metus')                     |       6.20 |     6
('par', 'similiter')                     |       6.20 |    10
('brundis', 'scremiastio')               |       6.20 |     6
('plato', 'theophrastus')                |       6.20 |     7
('opinio', 'vulgus')                     |       6.20 |    11
('i.', 'screns')                         |       6.20 |    12
('laodiceus', 'mensis')                  |       6.20 |     7
('animus', 'cerebrum')                   |       6.20 |     6
('afficio', 'praemium')                  |       6.20 |     7
('integritas', 'pudor')                  |       6.20 |     5
('classa', 'portus')                     |       6.19 |     6
('primarius', 'vir')                     |       6.19 |    15
('pridor', 'sal')                        |       6.19 |     9
('ianias', 'sal')                        |       6.19 |    10
('contrarius', 'similiter')              |       6.19 |     7
('seditiosus', 'tribunus')               |       6.19 |     5
('ante', 'paulus')                       |       6.19 |     5
('absum', 'passus')                      |       6.19 |     5
('interrogo', 'respondeo')               |       6.19 |    19
('curia', 'incendo')                     |       6.19 |     5
('expono', 'iudicatio')                  |       6.19 |     5
('chrysippus', 'somnium')                |       6.19 |     5
('campus', 'hora')                       |       6.19 |     5
('caro', 'iucundus')                     |       6.18 |     6
('brevus', 'longus')                     |       6.18 |     8
('c.us', 'hirtus')                       |       6.18 |     5
('gallia', 'ultimus')                    |       6.18 |    11
('amissio', 'dolor')                     |       6.18 |     5
('iussa', 'populus')                     |       6.18 |     7
('"ego', 'inquam')                       |       6.18 |    26
('cicerus', 'nonys')                     |       6.18 |    32
('nav', 'praedo')                        |       6.18 |    11
('bellus', 'secundo')                    |       6.18 |     5
('dolus', 'malum')                       |       6.18 |     7
('argumentatio', 'probabilis')           |       6.17 |     5
('cicerus', 'tullum')                    |       6.17 |    10
('cicerus', 'iania')                     |       6.17 |     5
('cupidus', 'studiosus')                 |       6.17 |     6
('dolabella', 'syria')                   |       6.17 |     7
('screns', 'tusculanus')                 |       6.17 |    55
('fundus', 'possideo')                   |       6.17 |     9
('magnificus', 'praeclarus')             |       6.17 |     5
('furium', 'lius')                       |       6.17 |     6
('continuatio', 'verbum')                |       6.17 |    11
('peragro', 'terra')                     |       6.17 |     6
('offensio', 'vito')                     |       6.17 |     5
('lex', 'sanctio')                       |       6.17 |     6
('chrysippus', 'fatum')                  |       6.17 |     6
('accedo', 'prope')                      |       6.16 |     5
('filia', 'soror')                       |       6.16 |     7
('mequor', 'observo')                    |       6.16 |     5
('brutus', 'mutina')                     |       6.16 |    12
('attente', 'audio')                     |       6.16 |    23
('adulesco', 'senis')                    |       6.16 |     7
('sal', 'unus')                          |       6.16 |   116
('clementia', 'iustitia')                |       6.16 |     5
('cilix', 'unus')                        |       6.16 |     8
('tiro', 'unus')                         |       6.16 |     9
('honestas', 'metior')                   |       6.16 |     5
('minis', 'vies')                        |       6.16 |     5
('arator', 'triticum')                   |       6.16 |     5
('agrus', 'possessio')                   |       6.16 |     5
('furtum', 'praeda')                     |       6.16 |     8
('bellus', 'parthicus')                  |       6.16 |     6
('emolumentum', 'fructus')               |       6.16 |     5
('heor', 'sal')                          |       6.16 |    13
('humanitas', 'probitas')                |       6.16 |     5
('materies', 'orator')                   |       6.16 |     5
('perturbatio', 'vaco')                  |       6.16 |     6
('febra', 'sal')                         |       6.15 |    12
('patrocinium', 'suscipio')              |       6.15 |     9
('cupiditas', 'flagro')                  |       6.15 |     8
('contio', 'dono')                       |       6.15 |     9
('februarius', 'sanctus')                |       6.15 |     8
('honorifico', 'senatus')                |       6.15 |     7
('partim', 'vinclum')                    |       6.15 |     6
('animo', 'mundus')                      |       6.15 |    20
('exterior', 'natio')                    |       6.15 |    31
('canus', 'iiietas')                     |       6.15 |    14
('efficiens', 'efficio')                 |       6.15 |     6
('scremiastio', 'servium')               |       6.14 |     8
('caelum', 'stella')                     |       6.14 |    12
('ager', 'decuma')                       |       6.14 |    31
('mansuetus', 'tam')                     |       6.14 |     5
('barbus', 'tam')                        |       6.14 |     5
('adulescentia', 'aetas')                |       6.14 |    15
('concursus', 'oppidus')                 |       6.14 |     5
('doceo', 'permovo')                     |       6.14 |     7
('canus', 'xviiium')                     |       6.14 |     5
('aegrotatio', 'corpus')                 |       6.14 |     9
('consulatus', 'petitio')                |       6.14 |    15
('accusator', 'reus')                    |       6.14 |    32
('constitutio', 'controversia')          |       6.14 |    12
('sal', 'tiron')                         |       6.14 |     8
('morior', 'pupillus')                   |       6.14 |     8
('arator', 'everto')                     |       6.14 |     5
('stultitia', 'stultus')                 |       6.13 |     7
('obiectum', 'species')                  |       6.13 |     5
('octobra', 'screns')                    |       6.13 |    10
('priestio', 'screns')                   |       6.13 |    10
('centesimus', 'duco')                   |       6.13 |     5
('prudentia', 'temperantia')             |       6.13 |    11
('"ego', 'crassus')                      |       6.13 |     7
('adficio', 'supplicium')                |       6.13 |    13
('"o', 'catulus')                        |       6.13 |    11
('tractatio', 'usus')                    |       6.13 |     5
('consilium', 'iro')                     |       6.13 |     5
('nox', 'vigilo')                        |       6.13 |     5
('luna', 'nox')                          |       6.13 |     5
('cuso', 'vo')                           |       6.13 |    22
('castr', 'kalata')                      |       6.13 |     8
('coerceo', 'libido')                    |       6.13 |     5
('gabinia', 'lex')                       |       6.13 |     7
('lex', 'optempero')                     |       6.13 |    14
('audacia', 'nequitia')                  |       6.13 |     5
('senatum', 'tuto')                      |       6.13 |     6
('fugio', 'perterro')                    |       6.13 |     5
('immortalis', 'numen')                  |       6.13 |    10
('absoluo', 'damno')                     |       6.13 |     5
('delecto', 'permovo')                   |       6.12 |     5
('antiochus', 'rex')                     |       6.12 |     5
('persa', 'rex')                         |       6.12 |     8
('deiota', 'rex')                        |       6.12 |     5
('narratio', 'principium')               |       6.12 |     6
('mucius', 'qaes')                       |       6.12 |     5
('condicio', 'foeder')                   |       6.12 |    10
('divodo', 'pars')                       |       6.12 |     5
('ciceronum', 'damen')                   |       6.12 |    18
('captivus', 'reddo')                    |       6.12 |     5
('loco', 'sedeo')                        |       6.12 |     5
('dedecus', 'plenus')                    |       6.11 |     8
('cicerus', 'decembrum')                 |       6.11 |     9
('iunas', 'unus')                        |       6.11 |    18
('aprilis', 'screns')                    |       6.11 |     9
('aprilis', 'unus')                      |       6.11 |     6
('ai', 'heor')                           |       6.11 |     8
('ai', 'pompeianus')                     |       6.11 |     7
('philosophus', 'socraticus')            |       6.11 |     6
('signum', 'vesta')                      |       6.11 |     5
('perconto', 'respondeo')                |       6.11 |     6
('latinus', 'lingua')                    |       6.11 |     7
('consula', 'designo')                   |       6.11 |    21
('manus', 'tendo')                       |       6.11 |     5
('decus', 'honestas')                    |       6.11 |     7
('aedes', 'sacer')                       |       6.11 |     5
('paro', 'promo')                        |       6.11 |     6
('canus', 'scremiastio')                 |       6.11 |   117
('cicerus', 'screns')                    |       6.10 |   318
('[o', 'aprus')                          |       6.10 |    17
('fruor', 'volupto')                     |       6.10 |    14
('sal', 'thessalono')                    |       6.10 |    10
('perfectus', 'undique')                 |       6.10 |     5
('cicerus', 'thessalono')                |       6.10 |    19
('aetas', 'exacio')                      |       6.10 |     6
('pontificus', 'religio')                |       6.10 |     6
('acies', 'hostius')                     |       6.10 |     7
("'o", "'qui")                           |       6.10 |     5
('haud', 'scio')                         |       6.10 |    30
('cella', 'impero')                      |       6.09 |     5
('sal', 'tiro')                          |       6.09 |    14
('pudor', 'temperantia')                 |       6.09 |     5
('erro', 'luna')                         |       6.09 |     6
('libido', 'nequitia')                   |       6.09 |     5
('iiietas', 'scremiastio')               |       6.09 |     7
('iudicatio', 'quaestio')                |       6.09 |     6
('dolabella', 'hostim')                  |       6.09 |     7
('pote', 'quido')                        |       6.09 |     7
('maius', 'sal')                         |       6.09 |     9
('mare', 'transeo')                      |       6.09 |    10
('febraeus', 'screns')                   |       6.09 |     8
('arpino', 'screns')                     |       6.09 |    12
('cicerus', 'i.')                        |       6.09 |    23
('capua', 'deduco')                      |       6.09 |     8
('optimatius', 'princeps')               |       6.09 |     6
('legatum', 'quaestor')                  |       6.09 |    11
('clodia', 'gens')                       |       6.09 |     5
('arpino', 'sal')                        |       6.09 |    13
('aqua', 'interdico')                    |       6.09 |     5
('metellum', 'qaes')                     |       6.08 |     5
('argumentatio', 'concludo')             |       6.08 |     6
('frus', 'terra')                        |       6.08 |     9
('fundo', 'sustulio')                    |       6.08 |    10
('civitas', 'postliminio')               |       6.08 |     5
('civitas', 'mancipes')                  |       6.08 |     5
('adritto', 'inquam')                    |       6.08 |     5
('"do', 'inquam')                        |       6.08 |     5
('"equis', 'inquam')                     |       6.08 |     5
('"nihil', 'inquam')                     |       6.08 |     5
('caelum', 'luna')                       |       6.08 |    10
('frater', 'marcus')                     |       6.08 |    35
('contio', 'turbulens')                  |       6.08 |     7
('tectus', 'urbis')                      |       6.08 |    10
('scremiastio', 'tiro')                  |       6.08 |     8
('ornatissex', 'virus')                  |       6.08 |     5
('miror', 'queo')                        |       6.08 |     5
('cilicia', 'proficiscor')               |       6.08 |     5
('dominor', 'servitus')                  |       6.08 |     5
('mane', 'venibso')                      |       6.08 |     5
